ArtistName,ArtistNationality,ArtistBornCountry,ArtistBornYear,ArtistDeadYear
Marcel Lenoir,Nationality unknown,,,
Gaston Darbour,Nationality unknown,,,
C. Léandre,Nationality unknown,,,
E. A. Wéry,Nationality unknown,,,
Maurice Eliot,Nationality unknown,,,
Armand Point,Nationality unknown,,,
P. Jouve,Nationality unknown,,,
F. M. Melchers,Nationality unknown,,,
Henri Boutet,French,1851-1919,,
L. Simon,Nationality unknown,,,
Stevens,Nationality unknown,,,
Camille Bellanger,Nationality unknown,,,
A. Laurens,Nationality unknown,,,
Imprimerie Champenois,,,,
E. A. Artigue,Nationality unknown,,,
A. Lepère,Nationality unknown,,,
Robert Engels,Nationality unknown,,,
Hans Christiansen,Nationality unknown,,,
Jeanne Jacquemin,Nationality unknown,,,
Ernest Laurent,Nationality unknown,,,
Gaston Bussière,Nationality unknown,,,
Roedel,Nationality unknown,,,
A. Giraldon,Nationality unknown,,,
Henri Le Sidaner,Nationality unknown,,,
Maximilienne Guyon,Nationality unknown,,,
Henri Martin,Nationality unknown,,,
Fernand Piet,Nationality unknown,,,
Manuel Robbe,French,,,
A. Ibels,Nationality unknown,,,
Paul Leroy,Nationality unknown,,,
J. A. Muenier,French,,,
Ch Huard,Nationality unknown,,,
Paul Renouard,Nationality unknown,,,
Louise Breslau,Nationality unknown,,,
Maurice Desvallières,Nationality unknown,,,
A. Muller,Nationality unknown,,,
R. A. Vlmann,Nationality unknown,,,
A Yank,Nationality unknown,,,
P. Dillon,Nationality unknown,,,
Henri Guinier,Nationality unknown,,,
Raphael Collin,Nationality unknown,,,
L. W. Hawkins,Nationality unknown,,,
F. Luigini,Nationality unknown,,,
Jeanne Granès,Nationality unknown,,,
L. H. Monod,Nationality unknown,,,
Allan Mitelman,Australian,,,
Marguerite Delorme,Nationality unknown,,,
L. O. Merson,Nationality unknown,,,
Daniel Argimon,Nationality unknown,,,
Juan Cárdenas,Colombian,,,
Alfredo Guerrero,Nationality unknown,,,
William Stone Reveron,Nationality unknown,,,
John Lange,Nationality unknown,,,
Hugo Arape,Nationality unknown,,,
Penélope Bennett,Nationality unknown,,,
Yutaka Toyota,born 1931,,,
Raúl Cattelani,Nationality unknown,,,
Luis A. Solari,Nationality unknown,,,
Federico Cantú,Mexican,,,
Olga Costa,Mexican,,,
Ramon Ferran Pages,Nationality unknown,,,
Jordi Secall Roure,Nationality unknown,,,
Fernando Grillon,Nationality unknown,,,
"Maria Teresa Cuéllar ""Teye""",Colombian,,,
Ned Truss,Nationality unknown,,,
Norman Stevens,British,,,
Javier Vilato,Spanish,,,
John Costigan,American,,,
Ross Abrams,American,,,
Franz Radziwill,,,,
Stephen Spurrier,Australian,,,
Carl Bianga,German,,,
William Tillyer,British,,,
Günter Grass,German,,,
Kyo Ikebe,Japanese,,,
Mansard,French,,,
Georg Gresko,German,,,
Reina Kochashian,Nationality unknown,,,
Anthony Benjamin,British,,,
Stephen Buckley,British,,,
Volkmar Haase,German,,,
Wolfgang Hanns,German,,,
Julio Camino Sanchez,Peruvian,,,
Erasto Cortes Juarez,Mexican,,,
Peter Paul,German,,,
unpublished,,,,
Arthur Luis Piza,Brazilian,,,
Edith Jimenez,Paraguayan,,,
Worden Day,American,,,
Wolf Hoffman,German,,,
Louise Krueger,American,,,
Danny (Danny Pierce),American,,,
Siegfried Laske,Nationality unknown,,,
Carlos Faz Caimus,Chilean,,,
Eduardo Moll,Peruvian,,,
Caroline Greenwald,American born 1936,,,
Karl Fortess,American,,,
Barbara E. Fumagalli,American,,,
Paul E. Hultberg,American,,,
Allen Kubach,American,,,
Vladimir Akulinin,Nationality unknown,,,
Victor Stjepanov,Nationality unknown,,,
Rimma Zanjevskaja,Nationality unknown,,,
Galja Bitt,Nationality unknown,,,
Anatolij Krivtschikov,Nationality unknown,,,
Lev Nusberg,Nationality unknown,,,
Rudi Lesser,American,,,
Ottokar Koeppen,German,,,
Stojan Celic,Nationality unknown,,,
Griffelkunst-Vereinigung,,,,
Hamburg,,,,
The Museum of Modern Art,,,,
Robert E. Marx,American,,,
Anne Wienholt,Austrian,,,
Gordon House,British,,,
Vera Klement,American,,,
Tadeusz Lapinski,Polish,,,
Dietmar Lemke,German,,,
Friedrich Meckseper,German,,,
Nancy Reitkopf,Nationality unknown,,,
Sol Mednick,Nationality unknown,,,
George Reavey,Nationality unknown,,,
John Battan,Nationality unknown,,,
Hannah Wiener,Nationality unknown,,,
Enrico Baj,Russian,,,
Aftograf,Nationality unknown,,,
Princess Winifred,Nationality unknown,,,
Paul Bergtold,Nationality unknown,,,
Edward Fitzgerald,Nationality unknown,,,
Diane Wakaski,Nationality unknown,,,
Ronaldo Ferri,Nationality unknown,,,
Mischa Petrow,Nationality unknown,,,
Jean Reavey,Nationality unknown,,,
Toby Mussman,,,,
Paul Steiner,American,,,
Lucjan Mianowski,Polish,,,
Alfred Dargis,American,,,
Ro RC,,,,
Gerda Mikhailova Nemenova,Russian,,,
Robert Lewis Nicoidski,Swiss,,,
J. V. Raffaelli,French,,,
Winfried Reinbacher,German,,,
Edward Countey,American,,,
Rolf Sackenheim,German,,,
Romolo Romani,Italian,,,
Armin Sandig,German,,,
Ray Kaiser,Nationality unknown,,,
M. Kennedy,Nationality unknown,,,
Agnes Lyall,Nationality unknown,,,
Rosalind Bengelsdorf,Nationality unknown,,,
Louis Shanker,Nationality unknown,,,
Albert Swinden,Nationality unknown,,,
Fredrick J. Whiteman,Nationality unknown,,,
Harry Bowden,Nationality unknown,,,
A. N. Christie,Nationality unknown,,,
Herzl Emmanuel,Nationality unknown,,,
Carlus Dyer,American,,,
Charlotte Schmidt,German,,,
Soul Artists,American,,,
Castro Escobedo,Nationality unknown,,,
Alexander Semenovitch Shenderov,Russian,,,
Miguel Vilá,Spanish,,,
Inge Steckert,German,,,
Hans Hermann Steffens,German,,,
Vita Castro,Mexican,,,
Anna Letycia Quadros,Brazilian,,,
Heinz Trökes,German,,,
Riccardo Licata,Italian,,,
Adriana Maraz-Bernik,Yugoslav,,,
Alexander Semenovitch Vedernikov,Russian,,,
Stanislav Wojtowicz,Polish,,,
Jozsef Rippl-Rónai,Hungarian,,,
Hermann Struck,German,,,
Isabel Pons,Brazilian,,,
Barbaralee Diamonstein,American,,,
Seena Donneson,Nationality unknown,,,
Hermann Huber,Swiss,,,
Eberhard Schlotter,German,,,
José Manuel Schmill,Mexican,,,
Paolo Carosone,Italian,,,
Jozef Israels,Dutch,,,
Oskar Laske,Nationality unknown,,,
Emilio Bertonati,Italian,,,
Patrick Heron,British,,,
Herbert W. Kapitzki,Nationality unknown,,,
Paul Huxley,British,,,
Justin Knowles,British,,,
Reinhold Nägele,German,,,
Antonio Lorenzo,Spanish,,,
Floris Jespers,Belgian,,,
James Fitzsimmons,American,,,
Neumann,Nationality unknown,,,
Georg Walter Roessner,German,,,
Helga von Eicken-Kopperl,Canadian,,,
Kasai,Nationality unknown,,,
Juliet Kepes,American,,,
Chet La More,American,,,
Isidora Aschheim,Israeli,,,
Hulda Robbins,American,,,
Harry Sternberg,American,,,
The Henry Moore Foundation,,,,
A. Molling & Comp.,,,,
Hannover,,,,
Lu Chu Chuan,Chinese,,,
Cheng Sha Ping,Chinese,,,
Wendela Boreel,British,,,
David Sterenberg,American,,,
Nicos Stavroulakis,Greek,,,
Otto Von Wätjen,Nationality unknown,,,
Sam Kaner,American,,,
Luis Alberto Acuña,Colombian,,,
Francis De Erdely,Hungarian,,,
Patrick Hughes,British,,,
Girard,Nationality unknown,,,
Gryte,Nationality unknown,,,
Johannes Gachnang,Swiss,,,
Max Hunziker,Nationality unknown,,,
Hideshima Yukio,Japanese,,,
Salvatore Silkscreen Co.,,,,
Propyläen-Verlag,,,,
Richard Tyler,American,,,
Christian (Johann Christianadolf) Friedrich,German,,,
Marcelle Wahl,Nationality unknown,,,
Benton,,,,
Charles Locke,American,,,
Biddle,,,,
Luis B. Caputo Demarco,Argentine,,,
Yves Gaucher,Canadian,,,
Fiorenzo Giorgi,Italian,,,
Clara Carrié,Argentine,,,
Rodolfo V Castagna,Argentine,,,
Pedro Castelar Báez,Mexican,,,
Alice Standish Buell,American,,,
Alexandre Lunois,French,,,
Leo Maillet,Nationality unknown,,,
Seikino Junichiro,Japanese,,,
Samuel Chamberlain,American,,,
Nélida Demichelis,Argentine,,,
Charles Mattox,Nationality unknown,,,
Nicolai Cikovsky,American,,,
William Brown,American,,,
Fernando Leal,Mexican,,,
Joaguín Macais,Nicaraguan,,,
Olin Dows,American,,,
Evandro Carlos Jardim,Brazilian,,,
Maria Catalina Otero Lamas,Argentine,,,
Amador Lugo,Mexican,,,
Tomas Santa Rosa Junior,Brazilian,,,
Lino Eneas Spilimbergo,Argentine,,,
Gust Romijn,Dutch,,,
Demetrio Urruchúa,Argentine,,,
Raúl Veroni,Argentine,,,
Øistein Thurman,Norwegian,,,
Sigurd Vasegaard,Danish,,,
Knut Troysaa,Norwegian,,,
Vilhelm Tveteraas,Norwegian,,,
Turner,Nationality unknown,,,
Oskar Schlemmer,,,,
Amèrico Balán,Nationality unknown,,,
Flannery,Nationality unknown,,,
Laureen Ford,American,,,
Rainer Kuchenmeister,born 1926,,,
Georg-Karl Pfahler,German,,,
Juan Carlos Rodriguez,Nationality unknown,,,
Rosella Hartman,Nationality unknown,,,
William E. Hentschel,American,,,
Donna Tryon,Nationality unknown,,,
Eloise Howard,American,,,
Ivan (Vial Williams) Vial,Chilean,,,
Claude Garache,French,,,
Konrad Klapheck,German,,,
Lynne Drexler,American,,,
Jean-Luc Parant,Tunisian,,,
Esti Schur,Israeli,,,
Noemi Smilansky,Nationality unknown,,,
Merlyn Evans,British,,,
Ludins,Nationality unknown,,,
Meissner,Nationality unknown,,,
Myers,Nationality unknown,,,
William C. Mcnulty,American,,,
Nagler,Nationality unknown,,,
Nash,Nationality unknown,,,
Nason,Nationality unknown,,,
Oris,Nationality unknown,,,
Walter Pach,American,,,
Grant T. Reynard,American,,,
Saul,American,,,
Louis Schmidt,American,,,
Mary L. Seaman,Nationality unknown,,,
Roderick Seidenberg,American,,,
Stavenitz,Nationality unknown,,,
Jacinto H. Rivero Castilla,Peruvian,,,
West,Nationality unknown,,,
Williams,Nationality unknown,,,
Peter Bodner,Nationality unknown,,,
Ronald L. Grow,Nationality unknown,,,
Yoshi,Japanese,,,
José Pavon,Mexican,,,
Leonid Pasternak,Russian,,,
Florencia de Amesti,Chilean,,,
Ruth Bessoudo Courvoisier,Brazilian,,,
Lea Kleiner,Chilean,,,
José Costa Leite,Brazilian,,,
Pedro Millar,Chilean,,,
Rossini Perez,Brazilian,,,
Rita Eloul,Nationality unknown,,,
Thomas Minkler,Nationality unknown,,,
Robert Murray,Nationality unknown,,,
Tamarind Lithography Workshop,,,,
Alfred Young,Nationality unknown,,,
Dennis Burton,Nationality unknown,,,
Robert Markle,Nationality unknown,,,
Waltrud Markgraf,Nationality unknown,,,
John Meredith,Nationality unknown,,,
Gordon Rayner,Nationality unknown,,,
Maschel Teitelbaum,Nationality unknown,,,
Gerald Gladstone,Nationality unknown,,,
Richard Gorman,Nationality unknown,,,
Robert Hedrick,Nationality unknown,,,
Pierre Ayot,Canadian,,,
Alistair Macready Bell,Canadian,,,
James Henderson Boyd,Canadian,,,
Sheldon Cohen,Canadian,,,
John K. Esler,Canadian,,,
Michel Fortier,Canadian,,,
Richard Lacroix,Canadian,,,
Michael Morris,Canadian,,,
Toni Onley,Canadian,,,
Deli Sacilotto,Canadian,,,
Benita Sanders,Canadian,,,
Marianna Schmidt,Canadian,,,
Francois Thépot,French,,,
Berto Lardera,Nationality unknown,,,
Jerry Santbergen,Nationality unknown,,,
M. Ameen,Nationality unknown,,,
Eberhard Eggers,German,,,
Bogdan-Kiar Mesko,Yugoslav,,,
Wolfgang Petrik,German,,,
Marcos Grigorian,Iranian (naturalized American,,,
Nagwaraba,Australian,,,
Joseph Ndandarika,Zimbabwean (then Southern Rhodesia,,,
J. Trevor Wood,born Great Britain 1930. To Zimbabwe 1955.,,,
Unkn Sculptor (misc.),American,,,
Group N,Italian,,,
Kumberai Mapanda,Zimbabwean (then Southern Rhodesia,,,
Apple Industrial Design Group,American,,,
Doris Simmelink,,,,
Stephen Cassell,,,,
Kolatan / Mac Donald Studio,founded 1988,,,
Minsuk Cho,,,,
Ferda Kolatan,,,,
Chiakai Yang,,,,
Anke Scheren,,,,
Michael Kennedy,,,,
George Grenier III,,,,
Joseph Bula,,,,
Baine Gaiser,,,,
Patrick Kane,,,,
Antonio Palladino,,,,
Teresa Chang,,,,
Gayle Tsern,,,,
Long Hair George Krausas,,,,
Development and Resource Corp.,,,,
Charles Forberg,American,,,
Ernani Vasconcelos,,,,
Le Corbusier (Charles-Édouard Jeanneret),,,,
Winston Elting,,,,
Ove N. Arup Consulting Engineers,est. 1946,,,
Pravosudovich,,,,
Fisher-Price Toys Inc.,,,,
East Aurora,,,,
Weber,Nationality unknown,,,
Pywell,,,,
Galina Chichagova,,,,
Olga Chichagova,,,,
Vladimir Egorov,,,,
G. I. Geronskii,,,,
I. Roginskii,,,,
Mecheslav Dobrokovskii,,,,
Georges Blanc,French,,,
Olga Deineko,,,,
A. Gromov,,,,
K. Kuznetsov,,,,
Aleksei Radakov,,,,
B. Popov,,,,
Ilya Repin,,,,
V. Zamiralio,,,,
Adolf Navara,Czech,1930s,,
J. Jay Hirz,American,,,
Sr.,,,,
Paul Parker,American,,,
M. Brodskii,,,,
Ohio,,,,
Renningen,,,,
and Hambach,,,,
Volkswagenwerk,founded 1938,,,
George Mejat / Movietone News / Twentieth Century Fox,,,,
Karl Nierendorf,,,,
Konstanty Gutschow,,,,
Wetzel,,,,
Schuhmacher,,,,
Bethel,,,,
Connecticut,,,,
Nanako Umemoto,Japanese,,,
Dan Graham,,,,
Denier Studio,,,,
Evelene Wechsler,American,,,
Édouard Pignon,,,,
Karhula Glassworks,,,,
Department of Publications and Urban Design,,,,
Organizing Committee of the XIX Olympiad,,,,
Clear Blue Hawaii,founded 2001,,,
Jack Clements,American,,,
Charles B. Stilwell,American,d,,
GEM Manufacturing Ltd.,British,,,
William Middlebrook,American,d,,
Lawrence Luellen,American,,,
Hugh Moore,American,,,
Leo Gerstenzang,American,Poland,,
Tetra Pak Research Laboratories,founded 1951,,,
Hymen Lipman,American,,,
S.C. Johnson,,,,
Martin Boykan,,,,
Gyula Kosice (Fernando Fallik),Argentine,Slovakia,,
Solari di Udine,founded 1948,,,
Josef Klima,Austrian,,,
James F. Gibson,American,,,
John Wood,American,,,
John Reekie,American,,,
Mac Gramlich,,,,
Alsop Ltd.,founded 2002,,,
SQUINT/OPERA,,,,
Foreign Office Architects (FOA),1992–2011,,,
Alejandro Zaera-Polo,,,,
Eve Sussman,,,,
Rufus Corporation,,,,
General Idea,Canadian,,,
Hans Georg Schiebel,,,,
Central Saint Martins College of Art and Design,,,,
Humanscale,,,,
Médecins Sans Frontières (Doctors Without Borders),est. 1971,,,
LLC,,,,
Master Lock Company,,,,
John Swann,British,n.d,,
Ernest Kortschak,Canadian,n.d,,
Desmond Mayne,Canadian,n.d,,
Marcus Carius,Canadian,n.d,,
Vicki Theriault,Canadian,n.d,,
UNICEF United Nations Children's Fund,est. 1946,,,
Bjørn Refsum,Norwegian,n.d,,
Hilde Angelfoss Øxseth,Norwegian,n.d,,
Paris Observatory,,,,
Field Operations,,,,
Diller Scofidio + Renfro,,,,
Anon,,,,
Anonymouse,,,,
assume vivid astro focus,,,,
Sideo Fromboluti,American,1920-2014,,
Petra Mrzyk,,,,
Adi Rosenblum,,,,
Markus Muntean,,,,
Muntean/Rosenblum,,,,
Guyton\Walker,American,,,
Emily Feather,,,,
Consolidated Edison Company of New York,,,,
E. Hoole,British,,,
Arditi Gamberini,Italian,,,
Gianni Gamberini,Italian,,,
Kevin & Jennifer McCoy,American,,,
caraballo-farman,,,,
Peter Eisenman,,,,
Toyo Ito,,,,
EMBT Miralles Tagliabue Arquitectes Associats,founded 1992,,,
Enric Miralles,,,,
Benedetta Tagliabue,,,,
Ellen van Loon,,,,
MTM arquitectos,founded 1993,,,
Madrid,founded 1997,,,
XPIRAL,,,,
Murcia,,,,
Javier Fresneda,,,,
Javier Sanjuan,,,,
Javier Peña,,,,
Barcelona,founded 1988,,,
Ruy Ohtake,,,,
Enric Ruiz-Geli,,,,
Hope (Sufferance) Press,,,,
Profil Magazine,,,,
Maria Thereza Alves,,,,
Antonin Artaud,French,1896-1848,,
Filippo di Giovani,Italian,,,
Fernando Palma de Rodriguez,Mexican,,,
Fritz Bergler,born 1955,,,
Typosophes sans frontieres,,,,
Typosophic Society,,,,
Kathy McArdie,,,,
Christoph Tannert,born 1955,,,
Anne Burdick,,,,
David Crow,Scottish,,,
Die Damen,,,,
Yann Aussant,French,,,
Mr. Malcolm Daniel,,,,
demonstate,,,,
The Designers Republic,,,,
Dezentrale Medien,,,,
Mirjana Djordjevic,,,,
Mehmet Emir,Turkish,,,
Annika Eriksson,,,,
Marina Faust,,,,
Richard Fenwick,British,,,
Fork Unstable Media,,,,
Pia Gazzola,Italian,,,
Richard Gordon,American,,,
Elisabeth Plank,,,,
Susan Hapgood,American,,,
Horßkovß and Maurer,,,,
Stephan von Huene,1932–2000,,,
Ann Veronica Janssens,,,,
Daniel Jewesbury,British,,,
Adrian Jones,,,,
Udo Kittelmann,born 1954,,,
Roberto Ohrt,,,,
Klub 2,,,,
Slavoj Žižek,,,,
Mads Ranch Kornum,Danish,,,
Anna Kowalska,,,,
Marek Kozera,born 1957,,,
Gregor Kristof,,,,
Kurt & Plasto,,,,
Christine Boyer,,,,
Cornelia Lauf,,,,
Bernhard Leitner,,,,
Hans Peter Litscher,,,,
Logicaland,,,,
Martin Löw-Beer,,,,
von Foerster,1911–2002,,,
Cornel Windlin,Swiss,,,
Juan Maidagan,Argentine,,,
Alexander and Susan Maris,,,,
Cornelia Mittendorfer,,,,
Martin Mrazik,,,,
Eva Mrazikova,,,,
Aleksandr Petljura,,,,
Cathrin Pichler,,,,
Lisl Ponger,Austrian,,,
Tim Sharp,born 1974,,,
Rob Pruitt,,,,
Reala,,,,
2x4,founded 1994,,,
Susan Sellers,,,,
Bella Ban,,,,
Rudolf Schmitz,German,,,
Bruno Serralongue,,,,
Rainald Schumacher,German,,,
Spin,,,,
Wolfgang Staehle,German,,,
Isa Stech,,,,
Helmut Stockhammer,,,,
Andrea van der Straeten,,,,
Marlene Streeruwitz,Austrian,,,
Ernst Strouhal,,,,
Violet Suk,,,,
Martin Koch,,,,
Beatrix Sunkovsky,,,,
Tomato,,,,
Alexei Tylevich,,,,
Vectorama.org,,,,
Marek Kvetan,,,,
Wahlpartie,,,,
Otto E. Rossler,,,,
Lois Weinberger,,,,
Barbara Westman,,,,
Franz Kaltenbeck,Austrian,,,
Lansheng Zhang,Chinese,,,
Ross McElwee,,,,
Stan Philips,,,,
Charlotte Zwerin,,,,
Wolf Gremm,,,,
Rebecca Miller,,,,
Shirley Cheechoo,,,,
Nicole Kassell,,,,
Keith Hovis,American,,,
Hella Skowronski,American,,,
David Thorne,,,,
Edward Herman,,,,
Vincent Mosco,,,,
Bruno Latour,,,,
Peter Fend,,,,
Robert McChesney,,,,
Harald Szeemann,Swiss,,,
monochrom,,,,
Dorit Margreiter,,,,
Wally S.,,,,
Ralf Hoedt,,,,
Moira Zoitl,,,,
Michael Zinganel,,,,
Rosemarie Trockel,,,,
Emmerich Talos,,,,
Theo Steiner,,,,
Martin Adel,,,,
Klaus Ottomeyer,,,,
Horit Herman Peled,Israeli,,,
Martha Rosler,,,,
Johanna Billing,,,,
Maria Crista,,,,
Martin Polak,Czech,,,
Lukas Jasansky,Czech,,,
Little Warsaw,,,,
Katerina Seda,,,,
Kirsten Pieroth,German,,,
Silvie Vondrejcova,,,,
Julie Ryan,,,,
Alexandra Domanovic,,,,
Markus Leixner,,,,
Sarah Schneider,,,,
Roswitha Schuller,,,,
Marianne Kampel,,,,
Caroline E. Heider,,,,
Natasa Berk,,,,
Miriam Kathrein,,,,
Andrea Starl,,,,
Katharina Ivansich,,,,
Irma Tulek,,,,
Julia Seyr,,,,
Sofia Goscinski,,,,
Katharina Hager,,,,
Lucas Zallmann,,,,
Claudio Salocchi,born 1934,,,
Riccardo Rosso,Italian,,,
Gregory Green,,,,
Papo Colo,,,,
Albert York,American,,,
Frank Powell,,,,
Unknown Director,,,,
Travers Vale,1865–1927,,,
Stuart Kinder,,,,
Charles Decroix,,,,
Harry Lambert,1876–1949,,,
James Young,,,,
Harry Bedos,French,,,
George Lessey,,,,
Edouard Hoffmann,Swiss,,,
Israel,,,,
Ant Farm,American,,,
Laurence Attali,,,,
Stephen R. Johnson,American,,,
Abigail Child,,,,
William Keighley,. 1886–1962,,,
Leopold Jessner,German,(Prussia,,
Paul Leni,. 1878–1945,,,
Orlando Mesquita,,,,
Yakov Protazanov,Russian,(Moscow,,
Erich von Stroheim,French,(Vienna,,
David Williams,,,,
William Wyler,American,(Alsace,,
grupo aranea,founded 1998,,,
Francisco Leiva Ivorra,,,,
Robert Pasut,,,,
Reena Spaulings,,,,
David Leidig,,,,
Design Collaborative Montreal Ltd.,1965–1977,,,
Rolf Harder & Associates Inc.,est. 1978,,,
Bernard Bohn,,,,
Tilt,French,,,
DOMA,,,,
Argentina,,,,
Cycle,American,,,
David Flores,American,,,
the artist's studio,,,,
Andy Warhol,,,,
Nice Style The World's First Pose Band,active 1971–1975,,,
Robin Fletcher,,,,
Gary Chitty,,,,
Paul Richards,,,,
Art & Project,1968–1989,,,
Amsterdam,,,,
Ateliers Jean Prouvé,,,,
Pere Viladecans,,,,
Joan Ponç,Spanish,,,
Daria Esteva,,,,
Aesthetics + Computation Group,est. 1996,,,
MIT Media Laboratory,est. 1985,,,
Design Interactions Department,est. 1989,,,
Massachusetts Institute of Technology,est. 1861,,,
Cambridge,USA,,,
Z Corporation,,,,
pH,,,,
Rizoto,,,,
Tekin,,,,
Planning and Preservation,,,,
Columbia University,,,,
Ines Lombardi,,,,
G.R.A.M.,,,,
Jack Hauser,,,,
Barbara Kraus,,,,
Eichinger oder Knechtl,,,,
Carsten Höller,,,,
Unknown Author,,,,
Kazuhiro Ueno,Japanese,,,
Ron Costley,British,,,
Andrea Fraser,,,,
Congress of South African Trade Unions (COSATU),est.1985,,,
South Africa,,,,
Gardens Media Group,,,,
Cape Town,,,,
Save The Press Campaign,active 1988–1990,,,
United Democratic Front (UDF),active 1983–1991,,,
David Strohmaier,,,,
Michael Mann,,,,
Bill Condon,,,,
Brad Silberling,,,,
Mark Waters,,,,
Richard Linklater,,,,
Anthony Minghella,,,,
Trey Parker,,,,
Eric Convents,,,,
Roger Steylaerts,,,,
Katarzyna Kobro,,,,
BBPR,founded 1932,,,
Harold Krieger,,,,
einLab,American,,,
Gruppe Or-Om,,,,
Shini Pararajasingham,,,,
Haim Steinbach,born 1944,,,
Slavs and Tatars,founded 2005,,,
Stanley Dorfman,,,,
David Mallet,,,,
Jim Yukich,,,,
Steve Barron,,,,
Jean Baptises-Mondino,,,,
Matthew Rolston,American,,,
Sam Bayer,American,,,
Floria Sigismondi,Italian,,,
Dom + Nic,,,,
Walter Stern,,,,
Marcus Viner,,,,
Jeffrey Schier,,,,
Jill Godmilow,,,,
Jonathan Borofsky,,,,
Les Rita Mitsouko,,,,
John Evan Hughes,,,,
Annabel Jankel,British,,,
Don Munroe,,,,
Cabaret Voltaire,,,,
Charlie Levi,,,,
Jeff Stein,,,,
David Hogan,,,,
Fishbone,,,,
Joe Dea,American,,,
David Bowie,,,,
Bruce Gowers,British,,,
Devo,,,,
Adam Friedman,,,,
Dean Winkler,,,,
Susan Milano,,,,
Mary McFerran,American,,,
TVTV,founded in 1972,,,
University Community Video,,,,
Jim Mulligan,,,,
John DeGraaf,,,,
Video Free America,,,,
Paul Ryan,,,,
Sandy McLeod,,,,
Anne-Marie Miéville,,,,
Pierre Binggeli,,,,
Sherry Miller,,,,
Mindy Faber,,,,
Shi Jian,,,,
Robert Withers,,,,
Bradford Smith,,,,
Weezer,,,,
Yeondoo Jung,,,,
Robert Shaye,,,,
Gavin Hood,,,,
Roger Michell,,,,
Ronald Bronstein,,,,
Margaret Moores,Canadian,,,
Chi Jian,,,,
Chen Jue,,,,
Naoko Karotsuka,Japanese,,,
Vega Films,,,,
Fito Doring,,,,
Takahiko Imura,,,,
Bob Snyder,American,,,
Laura Poitras,American,,,
Elliot Caplan,American,,,
Video Information Center,,,,
T. R. Uthco,American,,,
Optic Nerve,American,,,
Lynn Adler,,,,
Sherrie Rabinowitz,,,,
Bill Bradbury,,,,
Ou Ning,,,,
Colectivo Acciones de Arte,,,,
Mimi Shevitz,,,,
R.E.M.,,,,
Kit Galloway,American,,,
Edward Paschke,,,,
Makoto Shinkai,,,,
Jay Kyu Lee,,,,
Jazz Lee Alston,,,,
Olivier Gondry,French,,,
Philip G. Atwell,American,,,
Sachiko Hamada,,,,
Scott Sinkler,,,,
Fatboy Slim,,,,
Ween,,,,
Tim Hope,,,,
King Biscuit Time,,,,
Zhou Xiaohu,,,,
Bick Productions,,,,
Karen Ranucci,,,,
Victor Sanchez,,,,
Victor Lopes,Brazilian,,,
Michelle Parkerson,American,,,
Luc Bourdon,Canadian,,,
Deanna Kamiel,Canadian,,,
New Orleans Video Access Center,,,,
Andy Kolker,,,,
Louis Alvarez,,,,
Victor Huey,,,,
David Blair,,,,
Disarmament Video Survey Collection,,,,
Yoko Maruyama,,,,
Anita Thacher,,,,
deepdesign,established 1995,,,
Kram/Weisshaar,established 2002,,,
Rasch Brothers & Co.,,,,
The Collective Actions Group,,,,
Jane Crawford,,,,
Kayrock and Wolfy,American,,,
Alex Poruchnyk,,,,
Diane Poitras,,,,
Marc Paradis,,,,
Margarita D'Amico,,,,
Manuel Manzano,,,,
Paul Garrin,,,,
Betsy Connors,,,,
Gruppe X,founded 1966,,,
Hideto Yamazaki,,,,
Martin Maloney,,,,
Willem Breuker,,,,
Stephan Rosenthal,American,,,
Nicholas Pope,,,,
Emo Verkerk,,,,
Adam Colton,,,,
Jan Commandeur,,,,
Didier Vermeiren,,,,
Leo Vroegindeweij,,,,
Han Schuil,,,,
Ab van Hanegem,,,,
B. D. Fox Independent,,,,
Manufacturer: BLT and Associates,,,,
Sam Winston,,,,
Bemis Balkind,,,,
H. William Tupper,American,,,
John Andrew,,,,
Ivy Rutzky,,,,
Peter Lyle,,,,
George L. Thomson,,,,
Carl Heideken,,,,
Robert Watts,,,,
Claus Bremer,German,,,
Anthony Cox,American,,,
Terry Jennings,American,,,
Robert Morris,,,,
Simone Forti,,,,
Christian Wolff,,,,
La Monte Young,,,,
Marquis de Villeneuve-Bargemont,French,,,
Eugène Constant,French,Italy,,
Paul Sharits,American,,,
Greg Sharits,,,,
David Thompson,,,,
Ay-O,,,,
Fluxus,[New York],,,
Jane Knížák,,,,
Ben Vautier,,,,
Pieter Vanderbeck,,,,
Claes Oldenburg,,,,
Joe Jones,,,,
Jack Coke’s Farmer’s Co-op,,,,
George Brecht,American,,,
Herman Seidl,,,,
Robinson Devor,,,,
Jennifer Grausman,,,,
Mark Becker,,,,
Todd McCarthy,,,,
Carles Asensio Monrabà,,,,
Majda Dobravec-Lajovic,Slovenian,|1931,,
Fluxus Collective,,,,
COMA Amsterdam / New York,est. 1996,,,
Dieter Roth,,,,
Edo Jansen,,,,
Dwan Gallery,,,,
Ludwig Gosewitz,,,,
Spike Jones,,,,
Nancy McElroy,,,,
Destroy All Monsters,,,,
Mike Johnson,American,,,
Pierre Di Sciullo,,,,
Lorenzo Mattotti,,,,
Richard McGuire,,,,
Ted Braun,American,,,
Stewart Bird,,,,
Deborah Shaffer,,,,
Peter Hassmann,,,,
Alfred Roller,Austrian,Republic,,
Hermann Misler,German,,,
