Title,Year,Medium,Width,Height,Depth,CreditLine,Classification,Department,YearAcquired,CuratorApproved,ObjectID
Self-Portrait in Three Forms from the Vollard Suite,May,Etching,29.7,36.8,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,64741
Split Head with Hammering Man at 2688104,(197,Lithograph,50.2,27.8,null,Elinor and Edmund Grasheim Annual Fund,Print,Prints & Illustrated Books,1982,Y,64751
Virginal Marie-Thérèse Watching the Sleeping Minotaur from the Vollard Suite,May,Etching,19.3,26.8,null,Abby Aldrich Rockefeller fund,Print,Prints & Illustrated Books,1949,Y,64756
Black Roses,Octo,Three aquatints,null,null,null,Gift of the artist,Print,Prints & Illustrated Books,1990,Y,64768
Bacchanal with Minotaur (Scène bacchique au minotaure) |  state III,May,Etching,29.8,36.7,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,64772
The Virtuoso (Der Virtuose),(191,Woodcut,16.2,20.8,null,Gift of Associated American Artists,Print,Prints & Illustrated Books,1972,Y,64779
The Surprised Bathers (Les Baigneuses surprises) |  second state,(May,Etching and drypoint,19.3,26.8,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,64786
THE GREAT MACHINE (La Gran Máquina),(Sep,Lithograph |  printed in black and white,51,73.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,64792
Vollard. I from the Vollard Suite,Marc,Aquatint and engraving,34.6,24.8,null,Gift of Klaus G. Perls |  in memory of Frank Perls |  Art Dealer (by exchange),Print,Prints & Illustrated Books,1983,Y,64796
Amorous Minotaur with a Female Centaur (Minotaure amoureux d'une femme-centaure) |  state III,May,Etching,19.2,26.8,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,64803
HOMAGE TO THE NEVADA DESERT (Homenaje Al Desierto de Nevada),(Oct,Lithograph |  printed in color,53.4,78.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,64809
Wounded Minotaur |  VI (Minotaure Blessé |  VI),May,Etching,19.3,26.6,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,64836
.a The Standard Bearer (Bannerträger) for the periodical in portfolio form Krieg und Kunst  |  no. 1 (1914) .b Tyrolean Landsturm (Tiroler Landsturm) for the periodical in portfolio form Krieg und Kunst  |  no. 1 (1914) .c 'Barbaren': Johann Sebastian Bach ('Barbarians': Johann Sebastian Bach) for the periodical in portfolio form Krieg und Kunst  |  no. 1 (1914) .d Thor's Shadow (Thor's Schatten) for the periodical in portfolio form Krieg und Kunst  |  no. 1 (1914),(191,Four lithographs on one folded sheet,null,null,null,Given anonymously,Print,Prints & Illustrated Books,1952,Y,64838
THE ONION FLOWER,(Oct,Lithograph |  printed in color,60.7,83.6,null,,Print,Prints & Illustrated Books,1974,N,64842
In the Arena. Young Man Killing the Minotaur (Dans l'arène. Jeune homme achevant le minotaure),May,Etching,19.3,27,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,64860
EMERGENT HEAD WITH RAINBOW (Cabeza emergente con arco iris),(Oct,Lithograph |  printed in color,60.9,83.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,64866
Dying Minotaur and Young Compassionate Woman (Minotaure mourant et jeune femme pitoyable),May,Etching,19.3,26.8,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,64883
EL EDAN PEZ CÓSMICO,(Oct,Lithograph |  printed in color,59.6,83.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,64889
Battery (Belles),(193,Etching and engraving,22.3,30.4,null,Gift of Emilio Sanchez,Print,Prints & Illustrated Books,1984,Y,64894
Intertwined Minotaur and Young Woman Dreaming Beneath a Window (Minotaure et jeune femme enlacés rêvant sous une fenêtre),(Jun,Etching,19.3,26.7,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,64898
UNIVERSAL SCORPION MAN (Homo Escorpio Universal),(Oct,Lithograph |  printed in color,41.9,59.7,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,64904
Marie-Thérèse Dreaming of Metamorphoses: Herself and the Sculptor Drinking with a Young Greek Actor Playing the Role of Minotaur (Marie-Thérèse rêvant de métamorphoses: elle-même et le sculpteur buvant avec un jeune acteur grec jouant le rôle du Minotaure,June,Drypoint |  etching |  and engraving,29.7,36.5,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,64913
FISH,Janu,Aquatint and soft ground etching |  printed in brown,21.1,45.0,null,Purchase,Print,Prints & Illustrated Books,1951,N,64914
Martyrdom (Martyrium) for the portfolio Compositions (Kompositionen),(192,Drypoint,29.4,23.2,null,Given anonymously,Print,Prints & Illustrated Books,1952,Y,64915
THE GREAT MACHINE CREATING THE PLANETS (La Gran Máquina Creando Planetas),(Oct,Lithograph |  printed in black,42.1,49,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,64918
Minotaur Caressing the Hand of a Sleeping Girl with his Face (Minotaure caressant du mufle la main d'une dormeuse) |  second state,June,Drypoint,29.6,36.6,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,64930
THE SOFT CITY (La Ciudad Blanda),(Oct,Lithograph |  printed in color,43.2,61,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,64936
Couple Making Love (Couple faisant l'amour) from the Vollard Suite (Suite Vollard),(Nov,Etching and drypoint,19.7,27.8,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,64948
PYRAMIDAL PLANETARY PROGRESS (Proceso Piramidal Planetas),(Oct,Lithograph |  printed in color,43.5,61.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,64953
Bullfight. Wounded Torero (Corrida. Torero blessé) from the Vollard Suite (Suite Vollard),(Nov,Etching,19.2,26.7,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,64972
UNIVERSAL FLY,(Oct,Lithograph |  printed in color,53.4,78.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,64977
Bullfight. Wounded Female Torero (Corrida. Femme torero blessée) from the Vollard Suite (Suite Vollard),Nove,Etching and drypoint,19.8,27.7,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,64993
The Potato Eaters,(Apr,Lithograph,21.5,31.4,null,Gift of Mr. and Mrs. A. A. Rosen,Print,Prints & Illustrated Books,1963,Y,64997
TONGUE OF THE UNIVERSAL FLY,(Oct,Lithograph |  printed in color,50.7,65.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,64999
The Circus. Rehearsal (Le cirque. Répétition) from the Vollard Suite (Suite Vollard),(Nov,Drypoint,19.7,27.8,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65019
Portrait de Pierre Reverdy Lisant Rue La Boétie (frontispiece for Cravates de chanvre),Nove,Etching,11.8,8.9,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1951,Y,65020
The Sacrifice of Isaac: After Rembrandt (Die Opferung Isaacs: Nach Rembrandt),(192,Drypoint,31.7,24.9,null,Given anonymously,Print,Prints & Illustrated Books,1952,Y,65021
TONGUE OF THE UNIVERSAL FLY,(Oct,Lithograph |  printed in color,50.8,66,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65025
The Pipes (Les Pipeaux) |  state VI,Augu,Etching and drypoint,27.2,35.4,null,Acquired through the Lillie P. Bliss Bequest,Print,Prints & Illustrated Books,1947,Y,65036
Sheet of Studies. Profiles of Marie-Thérèse and Head of Rembrandt with Beret (Feuille d'études. Profils de Marie-Thérèse et tête de Rembrandt au béret) from the Vollard Suite (Suite Vollard),(Jan,Etching,13.8,20.8,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65037
THE SEVEN TERRIBLE TONGUES,(Oct,Lithograph |  printed in color,52,32,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65043
Rembrandt with Turban |  Furs |  and Elephant Eye,(Jan,Etching,27.7,19.8,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65054
THE HOUSE OF THE MOSQUITO (La Casa del Mosquito),(Oct,Lithograph |  printed in color,53.5,78.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65058
Women at the Bath (Femmes au bain),Janu,Etching,27.6,19.7,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65074
Death Lament (Totenklage) for the portfolio Compositions (Kompositionen),(192,Drypoint,29.5,23.4,null,Given anonymously,Print,Prints & Illustrated Books,1952,Y,65076
THE FLOWER OF PIERDRA (La Flor de Pierdra),(Oct,Lithograph |  printed in color,43.4,61.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65080
Two Women at the Bath (Deux femmes au bain),(Jan,Etching,27.8,19.7,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65094
Protected by Weapons (Im Schutz der Waffen) for the portfolio Compositions (Kompositionen),(192,Drypoint,31.1,20.6,null,Given anonymously,Print,Prints & Illustrated Books,1952,Y,65096
Models II,(196,Etching |  printed in black,44.8,58.4,null,Gift of Mr. and Mrs. Carroll L. Cartwright,Print,Prints & Illustrated Books,1963,Y,65098
KARO ROJO,(Nov,Lithograph |  printed in color,53.5,79.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65104
At the Bath. Woman in Hat with Flowers and Woman Draped in a Towel (Au bain. Femme au chapeau à fleurs et femme drapée dans une serviette),(Jan,Etching,27.8,19.8,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65116
MODELS I (FRAGMENTS),(196,Etching |  printed in black,60,45,null,Gift of Mr. and Mrs. Carroll L. Cartwright,Print,Prints & Illustrated Books,1963,N,65121
ICARO,(Nov,Lithograph |  printed in color,46,74.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65123
Sheet of Studies. Seated Woman and Heads of Women (Feuille d'études. Femme assise et têtes de femmes),(Jan,Etching,27.8,19.8,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65134
ICARO II,(Nov,Lithograph |  printed in color,46.6,74.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65141
Self-Portrait |  Hand at the Forehead (Selbstbildnis mit der Hand an der Stirn),10 |,Etching and drypoint,15.4,13.9,null,Gift of Mrs. Milton Weill,Print,Prints & Illustrated Books,1982,Y,65145
Young Bacchus with Tambourine with a Bacchante (Jeune Bacchus au tambourin avec une baccante),(Jan,Etching,27.8,19.8,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65156
JUPITER FISH,(Nov,Lithograph |  printed in color,49.1,78,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65163
Flutist and Young Woman with Tambourine from the Vollard Suite,Janu,Etching,27.8,19.8,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65177
Guitar of Flesh,(Nov,Lithograph |  printed in color,75,105.1,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65185
Untitled 1 from the portfolio NO! SAYS THE SIGNIFIED,(Feb,Recto: Lithograph |  printed in color with acrylic and collage additions; Verso: Photo offset |  printed in color,56.5,76.5,null,,Print,Prints & Illustrated Books,1975,N,65188
No! says the signified,(Feb,Portfolio of six lithographs |  some with screenprint and offset |  and collage additions,error,error,error,Gift of Lynn Epsteen,Print,Prints & Illustrated Books,1975,Y,65189
Untitled 2 from the portfolio NO! SAYS THE SIGNIFIED,(Feb,Recto: Lithograph and serigraph |  printed in color; Verso: Photo offset |  printed in color,56.5,76.2,null,,Print,Prints & Illustrated Books,1975,N,65190
Untitled 3 from the portfolio NO! SAYS THE SIGNIFIED,(Feb,Lithograph and serigraph |  printed in color,56.8,76.3,null,,Print,Prints & Illustrated Books,1975,N,65191
Untitled 4 from the portfolio NO! SAYS THE SIGNIFIED,(Feb,Lithograph with synthetic polymer paint and collage additions,56.8,76.5,null,,Print,Prints & Illustrated Books,1975,N,65192
Untitled 5 from the portfolio NO! SAYS THE SIGNIFIED,(Mar,Lithograph and serigraph |  printed in color,56.5,76.5,null,,Print,Prints & Illustrated Books,1975,N,65193
Untitled 6 from the portfolio NO! SAYS THE SIGNIFIED,(Feb,Lithograph |  printed in color,56.5,76.2,null,,Print,Prints & Illustrated Books,1975,N,65194
Woman with Veil |  Seated Model |  and Head of Rembrandt (Femme au voile |  modèle assis et tête de Rembrandt),(Jan,Etching,27.7,19.7,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65202
Intermezzos |  Opus IV (Intermezzi |  Opus IV),(fir,Portfolio of seven etching and aquatints with chine collé and five etchings with with chine collé,null,null,null,Given anonymously,Print,Prints & Illustrated Books,1950,Y,65203
THE TWO UNIVERSES (Los Dos Universos),(Nov,Two lithographs |  printed in black,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65210
Sculptor with a Sculpted Group (Homage to Carpeaux) from the Vollard Suite,Marc,Etching,22.3,31.3,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65221
Untitled,(Sep,Lithograph |  printed in color,63.2,50.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65229
The Rag Merchant from La Revue Blanche |  vol. 6 |  no. 31,(May,Lithograph,31.8,24.8,null,Gift of Associated American Artists,Print,Prints & Illustrated Books,1972,Y,65230
Dreamy Woman in Armchair |  Her Cheek on Her Hand from the Vollard Suite,Marc,Etching,27.8,19.8,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65241
Untitled,(Oct,Lithograph |  printed in black,63.7,48.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65250
Mappemonde (Globe) |  state I,(194,Soft ground etching,17.4,12.5,null,Gift of the artist,Print,Prints & Illustrated Books,1992,Y,65258
Women Amongst Themselves with Sculpted Voyeur. Wink at the Turkish Bath  (Femmes entre elles avec voyeur sculpté. Clin d'oeil au Bain Turc) |  fifth state,(Mar,Etching,22.2,31.3,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65260
Untitled (colophon-title page) from the portfolio WALLS V,(Jul,Lithograph |  printed in color,58.7,49,null,,Print,Prints & Illustrated Books,1974,N,65268
WALLS V,(Jun,Eleven lithographs |  printed in color,error,error,error,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65269
Untitled from the portfolio WALLS V,(Jul,Lithograph |  printed in color,58.7,49.3,null,,Print,Prints & Illustrated Books,1974,N,65270
Untitled from the portfolio WALLS V,(Jun,Lithograph |  printed in black and color,58.3,48.9,null,,Print,Prints & Illustrated Books,1974,N,65271
Untitled from the portfolio WALLS V,(Jun,Lithograph |  printed in black and color,58.6,44.4,null,,Print,Prints & Illustrated Books,1974,N,65272
Untitled from the portfolio WALLS V,(Jun,Lithograph |  printed in color,58.7,48.9,null,,Print,Prints & Illustrated Books,1974,N,65273
Untitled from the portfolio WALLS V,(Jul,Lithograph |  printed in color,58.7,48.7,null,,Print,Prints & Illustrated Books,1974,N,65274
Untitled from the portfolio WALLS V,(Jul,Lithograph |  printed in color,58.8,48.8,null,,Print,Prints & Illustrated Books,1974,N,65275
Untitled from the portfolio WALLS V,(Jul,Lithograph |  printed in color,58.7,49.4,null,,Print,Prints & Illustrated Books,1974,N,65276
Untitled from the portfolio WALLS V,(Jul,Lithograph |  printed in color,58.7,48.8,null,,Print,Prints & Illustrated Books,1974,N,65277
Untitled from the portfolio WALLS V,(Jul,Lithograph |  printed in color,58.5,49.1,null,,Print,Prints & Illustrated Books,1974,N,65278
Untitled from the portfolio WALLS V,(Jul,Lithograph |  printed in color,58.7,49,null,,Print,Prints & Illustrated Books,1974,N,65279
Portrait de Vollard |  II (Portrait of Vollard |  II),Marc,Aquatint,34.8,24.7,null,Acquired through the Lillie P. Bliss Bequest,Print,Prints & Illustrated Books,1947,Y,65288
Marie-Thérèse as Female Torero (Marie-Thérèse en femme torero) from the Vollard Suite (Suite Vollard),June,Etching,29.8,23.8,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65289
Head of a Girl |  Full Face (Mädchenkopf |  en face),unkn,Lithograph with watercolor additions,41.9,34.9,null,Gift of Abby Aldrich Rockefeller,Print,Prints & Illustrated Books,1940,Y,65317
Dying Bull Kneeling Before a Dead Nude Woman (Taureau mourant agenouillé devant une femme nue morte),(Jun,Etching,23.6,29.8,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65319
Untitled,(Jun,Lithograph |  printed in color,53.3,45.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65325
Bloomsday,(198,Etching and aquatint,55.7,70.5,null,Gift of the artist,Print,Prints & Illustrated Books,1982,Y,65328
Head and Shoulders of a Girl (Kopf und Schulter eines Mädchens),unkn,Lithograph,36.9,26.2,null,Gift of Abby Aldrich Rockefeller,Print,Prints & Illustrated Books,1940,Y,65333
Blind Minotaur Guided by a Little Girl with Flowers (Minotaure aveugle guidé par une petite fille aux fleurs) |  state twelve,Sept,Drypoint and engraving,25.2,34.7,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65336
Untitled,(Jun,Lithograph |  printed in color,58.7,33.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65346
Stephen's Iron Crown Etched,(198,Etching and aquatint,40.3,50.5,null,Gift of the artist,Print,Prints & Illustrated Books,1982,Y,65350
Ferocity |  state I,(197,Scraper and engraving,null,null,null,Gift of the artist,Print,Prints & Illustrated Books,1992,Y,65353
Blind Minotaur Guided in the Night by a Little Girl with a Pigeon (Minotaure aveugle guidé dans la nuit par une petite fille au pigeon),Octo,Etching,23.8,29.8,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65357
Untitled,(Jul,Lithograph |  printed in color,58.6,44.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65364
Bullfight (Corrida),(Jan,Lithograph,29.7,42.8,null,Acquired through the Lillie P. Bliss Bequest,Print,Prints & Illustrated Books,1947,Y,65377
Sculptor with His Model from the Vollard Suite,Marc,Etching,26.7,19.4,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65378
PORTRAIT OF STRESEMANN FROM LIFE,Marc,Drypoint |  roulette and etching |  printed in brown,32.0,24.9,null,Gift of Abby Aldrich Rockefeller,Print,Prints & Illustrated Books,1940,N,65393
The Fauns and the Centauress (Les faunes et la centauresse),(Jan,Lithograph,49.3,64.5,null,Acquired through the Lillie P. Bliss Bequest,Print,Prints & Illustrated Books,1947,Y,65394
Model and Sculptor with His Sculpture (Modèle et sculpteur avec sa sculpture),Marc,Etching,26.7,19.3,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65395
TAMARIND YELLOW,(Oct,Lithograph |  printed in color,56,76.1,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65403
Toilette (Before the Mirror) (Toilette [Vor dem Spiegel]),(192,Drypoint,27.5,21.7,null,Gift of Abby Aldrich Rockefeller,Print,Prints & Illustrated Books,1940,Y,65410
The Circus (Le Cirque),(Dec,Lithograph,29.8,39.4,null,Acquired through the Lillie P. Bliss Bequest,Print,Prints & Illustrated Books,1947,Y,65411
Sculptor |  Model and Sculpture: Seated Woman (Sculpteur |  modèle et sculpture: femme assise) |  sixth state,(Mar,Drypoint,31.8,18.3,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65412
(Untitled),(190,Etching |  printed in brownish black,37.7,49.5,null,Felipe Cossio del Pomar Fund,Print,Prints & Illustrated Books,1963,N,65418
Is That All There Is?,(Oct,Lithograph,56.1,76.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65420
Self-Portrait (Selbstbildnis) from Faces (Gesichter),(191,One from a portfolio of nineteen drypoints,27.9,25.7,null,Gift of Abby Aldrich Rockefeller,Print,Prints & Illustrated Books,1940,Y,65436
The Kin-der-Kids from The Chicago Sunday Tribune,Apri,Twenty-seven lithographed comic strips,59.4,45.3,null,Gift of the artist,Print,Prints & Illustrated Books,1944,Y,65437
Sculptor |  Recumbent Model and Self Portrait Sculpture as Hercules (Sculpteur |  modèle couché et autoportrait en Hercule sculpté),(Mar,Etching,26.7,19.3,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65438
TRY OUT,(Aug,Lithograph |  printed in black,76.2,56,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65446
Frontal Self-Portrait with House Gable in Background (Selbstbildnis von vorn |  im Hintergrund Hausgiebel),18 |,Drypoint,30.6,25.7,null,Gift of Abby Aldrich Rockefeller,Print,Prints & Illustrated Books,1940,Y,65453
Wee Willie Winkie's World from The Chicago Sunday Tribune,Augu,Ten lithographed comic strips,59.7,45.2,null,Gift of the artist,Print,Prints & Illustrated Books,1944,Y,65454
Three Actors with the Bust of Marie Thérèse (Trois Comédienes avec buste de Marie Thérèse) |  second state,(Mar,Drypoint,27.9,18.2,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65456
HOMAGE TO JULES LANGSNER,(Aug,Lithograph |  printed in color,76.2,56,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65464
Weeping Woman (Weinende Frau),(191,Drypoint,24.3,19,null,Gift of Abby Aldrich Rockefeller,Print,Prints & Illustrated Books,1940,Y,65492
The Tavern. Young Catalan Fisherman Recounts his Life to an Old Bearded Fisherman (La taberna. Jeune pêcheur catalan racontant sa vie à un vieux pêcheur barbu) from the Vollard Suite (Suite Vollard),(Nov,Etching,23.7,29.7,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65493
The Game of Solitaire,(190,Aquatint and etching,34.8,44.8,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1951,Y,65495
SO LONG,(Sep,Lithograph |  printed in black,76.4,55.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65501
The Rape Under the Window (Le Viol sous la fenêtre) |  fourteenth state,prob,Etching and drypoint,19.8,27.9,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65511
Composition,(Oct,Lithograph,49.4,75.2,null,Gift of School Prints Ltd. |  London,Print,Prints & Illustrated Books,1950,Y,65512
Baudelaire without a Pedestal (Baudelaire sans le socle),ca.,Etching,41.8,28.3,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1935,Y,65527
Coupling. I from the Vollard Suite,Nove,Etching and drypoint,19.8,27.8,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65530
L-69-#1,(Jul,Lithograph |  printed in color,75.9,55.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65538
Blind Minotaur Guided by a Little Girl with a Pigeon from the Vollard Suite,Nove,Etching and engraving,22.7,31.2,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65549
Genesis II (Schöpfungsgeschichte II) from The First Portfolio (Die erste Mappe),(191,Woodcut,23.9,20.2,null,Katherine S. Dreier Bequest,Print,Prints & Illustrated Books,1953,Y,65552
L-69-#2,(Jul,Lithograph |  printed in color,75.2,55.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65555
Harpy with Head of a Bull |  and Four Little Girls on a Tower Surmounted by a Black Flag (Harpye à tête de taureau |  et quatre petites filles sur une tour surmontée d'un drapeau noir),(Dec,Etching,23.7,29.6,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65566
L-69-#3,(Sum,Lithograph |  printed in color,76.6,55.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65573
Faun Unveiling a Sleeping Girl (Jupiter and Antiope |  after Rembrandt) [Faune dévoilant une dormeuse (Jupiter et Antiope |  d'après Rembrandt)] from the Vollard Suite (Suite Vollard),June,Aquatint and engraving,31.6,41.7,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65604
Singing Blind Woman (Singende Blinde),unkn,Lithograph,49.5,31,null,Gift of Mr. and Mrs. Justin K. Thannhauser,Print,Prints & Illustrated Books,1950,Y,65605
Composition No. 2,(192,Woodcut,10,11.9,null,Katherine S. Dreier Bequest,Print,Prints & Illustrated Books,1953,Y,65607
L-69-#4,(Jul,Lithograph |  printed in color,75.2,54.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65610
Marie-Thérèse as an Idol and Three Bearded Greeks (Marie-Thérèse en idole et trois Grecs barbus) from the Vollard Suite (Suite Vollard),(Nov,Etching and aquatint,12.9,17.9,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65629
Seated Nude,unkn,Drypoint and roulette,34.6,19.8,null,Gift of Mr. and Mrs. Justin K. Thannhauser,Print,Prints & Illustrated Books,1950,Y,65630
Composition No. 4,(192,Woodcut,14.9,12.1,null,Katherine S. Dreier Bequest,Print,Prints & Illustrated Books,1953,Y,65633
L-69-#5,(Jul,Lithograph |  printed in color,75.2,42.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65636
Pensive Boy Watching a Sleeping Girl by the Light of a Candle from the Vollard Suite,Nove,Etching |  engraving and aquatint,23.6,29.5,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65656
Let Those Swim Who Can - The Heavy May Sink! (Schwimme |  wer schwimmen kann |  und wer zu plump ist |  geh' unter!) from the portfolioThe Robbers (Die Räuber),(192,Photolithograph,null,null,null,Gift of Mr. and Mrs. Justin K. Thannhauser,Print,Prints & Illustrated Books,1950,Y,65657
L-69-#6,(Jul,Lithograph |  printed in color,75.1,42.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,65661
Fluxkit,3-66,Multiple of vinyl-covered attaché case with metal hardware |  containing 31 objects in various media,31.4,44.2,14.8,Gift of Ken Friedman,Multiple,Prints & Illustrated Books,1982,N,65665
At the Pythia-Harpy. Man with Minotaur Mask and Woman with Sculptor's Mask (Chez la pythie-harpye. Homme au masque de minotaure et femme au masque de sculpteur),(Nov,Etching and aquatint,24.8,34.6,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,65701
On the Tracks (Auf den Schienen) (plate 8) from the portfolio On Death |  Part I |  Opus XI (Vom Tode |  Erster Teil |  Opus XI),(188,Etching and aquatint with chine collé,26.6,19.1,null,Given anonymously,Print,Prints & Illustrated Books,1952,Y,65703
Scoundrels (Lumpen),8 |,Drypoint,9.7,6.2,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1955,Y,65705
The Old King (Le Vieux Roi),(Jan,Lithograph,65.1,49.8,null,Purchase,Print,Prints & Illustrated Books,1967,Y,65706
