Title,Year,Medium,Width,Height,Depth,CreditLine,Classification,Department,YearAcquired,CuratorApproved,ObjectID
Untitled (Plate V) from the portfolio Tokens,(Mar,One from a portfolio of ten lithographs,76.7,56.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,73292
Untitled (Plate VI) from the portfolio Tokens,(Apr,One from a portfolio of ten lithographs,76.9,56.1,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,73293
Untitled (Plate VII) from the portfolio Tokens,(Apr,One from a portfolio of ten lithographs,76.7,56.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,73294
Untitled (Plate VIII) from the portfolio Tokens,(Jun,One from a portfolio of ten lithographs,76.7,57,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,73295
Untitled,(Jan,Lithograph with synthetic polymer paint additions,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73296
Untitled,(May,Lithograph and embossing,76.1,56.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73302
Mint,(Jan,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,Y,73303
Untitled,(May,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73309
Carp,(Jan,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,Y,73310
Untitled,(Apr,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73328
Carp with Shadow and Fly,(Jan,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,Y,73329
The Room,(Aug,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73335
Eye,(Jan,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,Y,73336
Untitled from an untitled series,(Mar,Lithograph |  printed in color,32.2,28.1,null,,Print,Prints & Illustrated Books,1967,N,73356
Untitled,(Mar,Portfolio of ten lithographs,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73357
Untitled from an untitled series,(Apr,Lithograph |  printed in color,46.5,38.3,null,,Print,Prints & Illustrated Books,1967,N,73358
Untitled from an untitled series,(Apr,Lithograph |  printed in color,45.8,38,null,,Print,Prints & Illustrated Books,1967,N,73359
Untitled from an untitled series,(May,Lithograph |  printed in color,45.6,38.4,null,,Print,Prints & Illustrated Books,1967,N,73360
Untitled from an untitled series,(Mar,Lithograph |  printed in color,38.4,46.3,null,,Print,Prints & Illustrated Books,1967,N,73361
Untitled from an untitled series,(Apr,Lithograph |  printed in black,47.2,38.7,null,,Print,Prints & Illustrated Books,1967,N,73362
Untitled from an untitled series,(Apr,Lithograph |  printed in color,44,38.8,null,,Print,Prints & Illustrated Books,1967,N,73363
Untitled from an untitled series,(Apr,Lithograph |  printed in black,44.7,35,null,,Print,Prints & Illustrated Books,1967,N,73364
Untitled from an untitled series,(Apr,Lithograph |  printed in black,46.2,38.3,null,,Print,Prints & Illustrated Books,1967,N,73365
Untitled from an untitled series,(Apr,Lithograph |  printed in color,38.7,39.9,null,,Print,Prints & Illustrated Books,1967,N,73366
Untitled,(Mar,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73376
Rodeo,(Jan,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,Y,73377
Untitled,(Mar,Lithograph,46.1,38.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73388
Untitled,(Mar,Lithograph,38.8,46,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73396
Untitled,(Apr,Lithograph,39,46.1,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73403
Untitled,(May,Lithograph,38.4,46.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73410
Untitled,(May,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73416
Untitled,(May,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73422
Dramas |  Opus IX (Dramen |  Opus IX),firs,Eight plates from a portfolio of four etchings with chine collé and six etchings and aquatints with chine collé,null,null,null,Gift of Mr. Harold Halperin,Print,Prints & Illustrated Books,1977,Y,73424
Alamogordo,(Oct,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73430
Curfew,(Nov,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73439
Ambush,(Dec,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73447
Winter Landscape,(Dec,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73455
Constant Image,(Dec,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73483
Olive |  Screw,(Feb,Lithograph,12.7,17.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,Y,73484
Landscape,(Jan,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73490
Red Poppies,(Jan,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73498
Meadow,(Mar,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73510
Execution,(Sep,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73519
Two Faces of Fear,(Oct,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73526
Untitled,(May,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73534
Untitled,(May,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73541
Untitled,(May,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73566
Untitled,(Jun,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73573
Untitled,(Jun,Lithograph,76.3,56.7,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73580
Untitled,(Jun,Lithograph,76.3,56.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73605
Untitled,(Jun,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73613
Title page from the portfolio THE MAGUS,(May,Lithograph |  printed in black,23.5,11.3,null,,Print,Prints & Illustrated Books,1974,N,73614
THE MAGUS,(May,Twelve lithographs |  printed in color and in black,error,error,error,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73615
Untitled from the portfolio THE MAGUS,(May,Lithograph |  printed in black,30.8,25.4,null,,Print,Prints & Illustrated Books,1974,N,73616
Untitled from the portfolio THE MAGUS,(May,Lithograph |  printed in color,30.8,25.4,null,,Print,Prints & Illustrated Books,1974,N,73617
Colophon page from the portfolio THE MAGUS,(May,Lithograph |  printed in color,24.2,22.3,null,,Print,Prints & Illustrated Books,1974,N,73618
Untitled from the portfolio THE MAGUS,(May,Lithograph |  printed in color,30.8,25.5,null,,Print,Prints & Illustrated Books,1974,N,73619
Untitled from the portfolio THE MAGUS,(May,Lithograph |  printed in black,30.8,25.4,null,,Print,Prints & Illustrated Books,1974,N,73620
Untitled from the portfolio THE MAGUS,(May,Lithograph |  printed in color,30.6,25.5,null,,Print,Prints & Illustrated Books,1974,N,73621
Untitled from the portfolio THE MAGUS,(May,Lithograph |  printed in black,30.7,25.3,null,,Print,Prints & Illustrated Books,1974,N,73622
Untitled from the portfolio THE MAGUS,(May,Lithograph |  printed in color,30.9,25.6,null,,Print,Prints & Illustrated Books,1974,N,73623
Untitled from the portfolio THE MAGUS,(May,Lithograph |  printed in color,30.8,25.3,null,,Print,Prints & Illustrated Books,1974,N,73624
Untitled from the portfolio THE MAGUS,(May,Lithograph |  printed in black,30.8,25.4,null,,Print,Prints & Illustrated Books,1974,N,73625
Untitled from the portfolio THE MAGUS,(May,Lithograph |  printed in color,30.9,25.5,null,,Print,Prints & Illustrated Books,1974,N,73626
Untitled,(Jun,Lithograph,75.9,56.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73633
SEVENTY-EIGHT SPELLS,(Jul,Thirteen lithographs |  printed in black,error,error,error,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73634
Untitled,(Jun,Lithograph,null,null,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,Y,73641
Untitled,(May,Lithograph |  printed in color,35.9,34.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73642
Untitled,(Jun,Lithograph,76.7,56.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,N,73649
Untitled,(May,Lithograph |  printed in black,30.6,25.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73650
Untitled,(Jan,Lithograph,27.8,39.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,73657
Untitled,(May,Lithograph |  printed in black,30.8,25.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73658
Spring,(Jan,Lithograph,35.1,27.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,73665
Untitled,(May,Lithograph |  printed in black,30.6,25.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73666
Spectre,(Jan,Lithograph,76.3,56.1,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,73672
Graphik USA,(196,Portfolio of eight screenprints,75.1,60.0,null,John B. Turner Fund,Print,Prints & Illustrated Books,1968,N,73674
Untitled from the portfolio GRAPHIK USA,(196,Serigraph |  printed in color,73.8,58.7,null,John B. Turner Fund,Print,Prints & Illustrated Books,1968,N,73677
Untitled from the portfolio GRAPHIK USA,(196,Photo-offset |  printed in color,68.1,49.5,null,John B. Turner Fund,Print,Prints & Illustrated Books,1968,N,73678
Untitled from the portfolio GRAPHIK USA,(196,Screenprint |  printed in black and two shades of brown black,45.6,45.6,null,John B. Turner Fund,Print,Prints & Illustrated Books,1968,N,73681
Untitled,(May,Lithograph |  printed in black,30.7,25.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73682
Still Life,(Jan,Lithograph,71.9,50.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,73694
National Collection of Fine Arts,(196,Portfolio with five lithographs |  one etching |  and one screenprint,null,null,null,Gift of Mr. and Mrs. Lester Francis Avnet,Print,Prints & Illustrated Books,1968,N,73696
Untitled from the portfolio National Collection of Fine Arts,(Pub,Lithograph,74.3,53.9,null,Gift of Mr. and Mrs. Lester Francis Avnet,Print,Prints & Illustrated Books,1968,N,73699
SCISSORS TO CUT OUT from the portfolio NATIONAL COLLECTION OF FINE ARTS,(196,Lithograph |  printed in color,74.8,58.8,null,Gift of Mr. and Mrs. Lester Francis Avnet,Print,Prints & Illustrated Books,1968,N,73700
SCISSORS AS MONUMENT from the portfolio NATIONAL COLLECTION OF FINE ARTS,(196,Lithograph |  printed in color,71.3,45.7,null,Gift of Mr. and Mrs. Lester Francis Avnet,Print,Prints & Illustrated Books,1968,N,73701
Untitled,(May,Lithograph |  printed in color,30.7,25.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73703
Untitled,(May,Lithograph |  printed in color,30.8,25.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73710
Wind II,(Jan,Lithograph,72,45.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,73716
Untitled,(May,Lithograph |  printed in color,30.6,25.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73718
Erection,(Jan,Lithograph,54,38.7,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,73721
Untitled,(May,Lithograph |  printed in color,30.7,25.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73722
Wind I,(Feb,Lithograph,72.7,54.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,73727
Untitled,(May,Lithograph |  printed in black,30.7,25.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73729
Untitled (L) from the series Untitled A through R,(199,Etching and drypoint,30.2,35.4,null,John B. Turner Fund,Print,Prints & Illustrated Books,1995,Y,73730
Winter,(Jan,Lithograph,63.6,45.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,73735
Untitled,(May,Lithograph |  printed in black,30.7,25.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73737
Untitled (M) from the series Untitled A through R,(199,Etching,30.1,35.4,null,Gift of Albert Carman (by exchange) and John B. Turner Fund,Print,Prints & Illustrated Books,1995,Y,73738
Brigitte Bardot,(Jan,Lithograph,60.9,47.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,73742
Untitled,(May,Lithograph |  printed in color,35.9,39.1,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73744
Color Formation II,(Jan,Lithograph,70.9,50.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,73750
Untitled,(May,Lithograph |  printed in color,49.5,40.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73752
Color Formation I,(Jan,Lithograph,71.2,50.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,73758
Untitled,(May,Lithograph |  printed in color,46.1,38.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73760
Untitled,(May,Lithograph |  printed in color,46,38.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73768
Untitled,(May,Lithograph |  printed in color,31.5,26.1,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73776
Untitled,(May,Lithograph |  printed in color,71.9,60,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73784
Untitled,(Jun,Lithograph |  printed in color,72.1,60.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73791
Untitled,(Jan,Lithograph |  printed in color,25.8,36.1,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,N,73797
Untitled,(Jun,Lithograph |  printed in color,69.1,58.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73799
Untitled,(Jan,Lithograph |  printed in color,64.9,45.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,N,73805
Untitled,(Jun,Lithograph |  printed in color,68.7,58.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73807
Untitled,(Jan,Lithograph |  printed in color,89.5,66.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,N,73812
Untitled,(Jun,Lithograph |  printed in color,71,57.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73814
Untitled,(Jan,Lithograph |  printed in color,46.6,64,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,N,73818
Untitled,(Jun,Lithograph |  printed in color,64.8,55.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73820
Untitled,(Jan,Lithograph |  printed in color,71.7,51.7,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,N,73825
Frolic,. 23,Etching,20.0,24.6,null,Felipe Cossio del Pomar Fund,Print,Prints & Illustrated Books,1968,N,73826
Untitled,(Jun,Lithograph |  printed in color,64.9,56,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73827
Untitled,(Jan,Lithograph |  printed in color,89.9,64.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,N,73832
Untitled,(Jun,Lithograph |  printed in color,40,31.1,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73834
Near Sonderburg (Bei Sonderburg),(190,Lithograph,30.8,49.8,null,Purchase,Print,Prints & Illustrated Books,1956,Y,73838
Untitled,(Feb,Lithograph |  printed in color,49.4,69.1,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,N,73840
Untitled,(Jun,Lithograph |  printed in color,35,39.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73846
Untitled,(Feb,Lithograph |  printed in color,68.7,92.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,N,73851
Untitled,(Jun,Lithograph |  printed in black and scored,70.4,52.1,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73853
Untitled,(Feb,Lithograph |  printed in color,51.3,71.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,N,73861
Untitled,(Jun,Lithograph |  printed in color,69.2,51,null,Lithograph |  printed in pale yellow,Print,Prints & Illustrated Books,1974,N,73875
Tingel-Tangel Singer (Tingel-Tangel-Sängerin),(190,Lithograph,null,null,null,Purchase,Print,Prints & Illustrated Books,1956,Y,73878
Untitled,(Feb,Lithograph |  printed in color,51.5,71.9,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,N,73880
Plate No. I,(196,Screenprint,65.6,65.5,null,Inter-American Fund,Print,Prints & Illustrated Books,1968,N,73881
Untitled,(Jun,Lithograph |  printed in black,13.3,16.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73882
ANTELOPE PRIEST,(Mar,Lithograph |  printed in color,51.3,25.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,N,73887
Untitled,(Jun,Lithograph |  printed in black,13.4,16.6,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73889
.a Alice .b Nude with Thick Hair (.a Alice .b Akt mit starkem Haar),.a (,.a Lithograph .b Lithograph,null,null,null,Purchase,Print,Prints & Illustrated Books,1956,Y,73893
Untitled,(May,Lithograph,70.2,88.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,73895
Untitled,(Jun,Lithograph |  printed in color,60.4,55.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73897
Untitled,(Sep,Lithograph,47.5,71.7,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,73902
Untitled,(Jun,Lithograph |  printed in color,70,56.1,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73904
Untitled,(Oct,Lithograph,55.1,71.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,73909
THE MORE THINGS STAY - THE SAME (Plus ça reste - même),(Mar,Lithograph |  printed in color,56,71.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1974,N,73911
Two Women on the Beach (Deux Femmes sur la Plage),(Jan,Transfer lithograph,47.8,62,null,Gift of Mr. and Mrs. Daniel Saidenberg,Print,Prints & Illustrated Books,1956,Y,73914
Things Invisible to See,(Oct,Lithograph,53.1,71.2,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,73915
The Wounded Toreador (Le Torero blessé),(Apr,Transfer lithograph,36,48,null,Gift of Mr. and Mrs. Daniel Saidenberg,Print,Prints & Illustrated Books,1956,Y,73919
Untitled,(Oct,Lithograph,51.3,69.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,73922
The Pipes (Les pipeaux) |  state I,Augu,Etching and drypoint,26.8,35.4,null,Mrs. Bertram Smith Fund,Print,Prints & Illustrated Books,1956,Y,73925
Untitled from the series NEWSPAPER BOOK,(Mar,,74,53.7,null,,Print,Prints & Illustrated Books,1967,N,73927
Untitled from the series NEWSPAPER BOOK,(May,,73.5,58.4,null,,Print,Prints & Illustrated Books,1967,N,73929
Untitled from the series NEWSPAPER BOOK,(Mar,,73.9,53.7,null,,Print,Prints & Illustrated Books,1967,N,73930
Untitled from the series NEWSPAPER BOOK,(Oct,,74.2,53.6,null,,Print,Prints & Illustrated Books,1967,N,73931
Untitled from the series NEWSPAPER BOOK,(Jun,,75.7,54.8,null,,Print,Prints & Illustrated Books,1967,N,73934
Untitled from the series NEWSPAPER BOOK,(Oct,,84.4,53.5,null,,Print,Prints & Illustrated Books,1967,N,73937
Untitled from the series NEWSPAPER BOOK,(Oct,Offset lithograph |  printed in black and white,76.2,61.7,null,,Print,Prints & Illustrated Books,1967,N,73938
Untitled from the series NEWSPAPER BOOK,(Mar,,73.9,53.7,null,,Print,Prints & Illustrated Books,1967,N,73939
Untitled from the series NEWSPAPER BOOK,(Jul,,81.2,59.8,null,,Print,Prints & Illustrated Books,1967,N,73940
Untitled from the series NEWSPAPER BOOK,(Mar,,74,53.7,null,,Print,Prints & Illustrated Books,1967,N,73942
Untitled from the series NEWSPAPER BOOK,(May,,74.3,54.7,null,,Print,Prints & Illustrated Books,1967,N,73943
Untitled from the series NEWSPAPER BOOK,(Apr,,73.9,57.4,null,,Print,Prints & Illustrated Books,1967,N,73945
Untitled from the series NEWSPAPER BOOK,(Apr,,73.7,57.2,null,,Print,Prints & Illustrated Books,1967,N,73946
Sanctuary,(Oct,Lithograph,48.8,72.3,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,73949
Faun Flutist and Dancer (Faune flûtiste et danseuse),(Oct,Etching,32.8,24.8,null,Mrs. Bertram Smith Fund,Print,Prints & Illustrated Books,1956,Y,73951
CLOWN'S HEAD from the portfolio THE MIDGET AND THE DWARF,(Sep,Lithograph |  printed in color,23.3,20.4,null,,Print,Prints & Illustrated Books,1967,N,73954
THE MIDGET AND THE DWARF,(Sep,Ten lithographs |  printed in color and in black,error,error,error,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,N,73955
THE DWARF from the portfolio THE MIDGET AND THE DWARF,(Oct,Lithograph |  printed in color,76.4,56.8,null,,Print,Prints & Illustrated Books,1967,N,73956
WOMAN from the portfolio THE MIDGET AND THE DWARF,(Sep,Lithograph |  printed in color,68.3,31,null,,Print,Prints & Illustrated Books,1967,N,73957
CONFIDENCE MAN from the portfolio THE MIDGET AND THE DWARF,(Sep,Lithograph |  printed in color,76.5,56.7,null,,Print,Prints & Illustrated Books,1967,N,73958
JOLLY DWARF from the portfolio THE MIDGET AND THE DWARF,(Sep,Lithograph |  printed in black,47.4,27.6,null,,Print,Prints & Illustrated Books,1967,N,73959
THE FACE OF THE MIDGET from the portfolio THE MIDGET AND THE DWARF,(Sep,Lithograph |  printed in color,39.1,38.6,null,,Print,Prints & Illustrated Books,1967,N,73960
NUDE DWARFS from the portfolio THE MIDGET AND THE DWARF,(Oct,Lithograph |  printed in black,76.2,56.9,null,,Print,Prints & Illustrated Books,1967,N,73961
NUDE MAN from the portfolio THE MIDGET AND THE DWARF,(Oct,Lithograph |  printed in color,73.2,42.2,null,,Print,Prints & Illustrated Books,1967,N,73962
THE DWARF CLOWN from the portfolio THE MIDGET AND THE DWARF,(Oct,Lithograph |  printed in color,72.8,42.1,null,,Print,Prints & Illustrated Books,1967,N,73963
MAN WITH CIGAR from the portfolio THE MIDGET AND THE DWARF,(Oct,Lithograph |  printed in black,45.1,35.5,null,,Print,Prints & Illustrated Books,1967,N,73964
Faun and Woman II (Faune et femme II),(Oct,Etching,32.5,24.9,null,Mrs. Bertram Smith Fund,Print,Prints & Illustrated Books,1956,Y,73967
FLOWERS,(Nov,Lithograph |  printed in black,72.6,40.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,N,73970
Faun and Woman I (Faune et femme I),(Oct,Etching,23.5,15.2,null,Mrs. Bertram Smith Fund,Print,Prints & Illustrated Books,1956,Y,73972
GARDEN,(Nov,Lithograph |  printed in black,37.2,59.7,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,N,73975
Prints of José Guadalupe Posada,publ,Portfolio of 25 relief engravings and relief etchings,26.8,20,null,Inter-American Fund,Print,Prints & Illustrated Books,1942,N,73978
Illustration for a Song (Illustración para un Cuento) from Twenty-five Prints of José-Guadelupe Posada,publ,Relief engraving,6.5,6.9,null,Inter-American Fund,Print,Prints & Illustrated Books,1942,N,73980
Fauness and Woman (Faunesse et femme),(Oct,Etching,26.8,17.3,null,Mrs. Bertram Smith Fund,Print,Prints & Illustrated Books,1956,Y,73981
Untitled,(Apr,Lithograph |  printed in black,69.6,50.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,N,73984
Untitled,(Feb,Lithograph |  printed in black,56.2,76.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,N,73989
Heads of Rams (Têtes de Béliers),(Dec,Lithograph,24,34.1,null,Mrs. Bertram Smith Fund,Print,Prints & Illustrated Books,1956,Y,73991
Couple,(Mar,Lithograph,49.9,64.5,null,Mrs. Bertram Smith Fund,Print,Prints & Illustrated Books,1956,Y,73995
PICADORES,(Jul,Lithograph |  printed in black,53.4,76,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1967,N,73998
Dorothy on the Last Day,(Jul,Lithograph,56.7,76.7,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,74003
The Sleeping Woman (La dormeuse),(Mar,Lithograph,49.8,64.3,null,Mrs. Bertram Smith Fund,Print,Prints & Illustrated Books,1956,Y,74005
Cornelia's Bird,(Sep,Lithograph,56.4,76.5,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,74008
Large Still Life with Fruit Bowl (Grande nature morte au compotier) |  second state,(Mar,Lithograph,47.3,61.2,null,Stephen C. Clark Fund,Print,Prints & Illustrated Books,1956,Y,74010
Nine Memories,(Nov,Lithograph,56.2,76.4,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,74018
The Orator,(Jun,Lithograph,56.4,77,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,74023
Untitled,(May,Lithograph,47.6,36.1,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,74028
Clothed Pose (La Pose habillée),(Mar,Lithograph,55.2,37.8,null,Gift of Mr. and Mrs. E. Powis Jones,Print,Prints & Illustrated Books,1956,Y,74030
Untitled,(Jun,Lithograph,40.2,33.8,null,Gift of Kleiner |  Bell & Co.,Print,Prints & Illustrated Books,1969,Y,74033
