ESCALIER. 11 QUAI D'ANJOU,4/1/1903,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40001
"Escalier, 11 Quai d'Anjou",4/1/1903,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40002
VERSAILLES -- VASE,1906,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40003
97 RUE DU BAC,1903,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40004
97 RUE DU BAC,1903,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40005
ESCALIER. 20 RUE CASSETTE,1903,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40006
HÔTEL D'IMBERCOURT. 15 RUE DE L'UNIVERSITÉ,1909,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40007
HÔTEL DE CONFLANS. RUE DE L'UNIVERSITÉ 24,1909,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40008
HÔTEL DU PRÉSIDENT DENIS TALON. 16 RUE ST. GUILLAUME,1909,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40009
Heurtoir. St. Étienne du Mont,1909,Albumen silver print,"8 9/16 x 7"" (21.7 x 17.8 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,Y,40010
HÔTEL LAMBERT. 2 RUE ST.-LOUIS-EN-L'ÎLE,1909,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40011
"Door knocker, 43 rue Sainte-Anne",1909,Albumen silver print,"8 11/16 x 7 1/16"" (22 x 18 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,Y,40012
"Hôtel de Cheverny, 11 rue Saint-Florentin",1911,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40013
VERSAILLES -- LE PARC,1906,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40014
HEURTOIR. 20 RUE DE VARENNE,1911,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40015
"91, rue de Turenne",1911,Albumen silver print,8 7/8 x 7 3/16 (22.5 x 18.3 cm),Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,Y,40016
HÔTEL D'EPINAY. 37 RUE ST.-ROCH,1912,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40017
HÔTEL MICHEL SIMON. 70 RUE DES ARCHIVES,1913,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40018
HÔTEL MICHEL SIMON. 70 RUE DES ARCHIVES,1913,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40019
14 RUE DU CHERCHE MIDI,6/1/1905,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40020
14 RUE DU CHERCHE MIDI,6/1/1905,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40021
"Hôtel dit de Sartine, 21 rue du Cherche-Midi",6/1/1905,Albumen silver print,8 11/16 x 7 1/16 (22.1 x 17.9 cm),Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40022
13 RUE DES PETITS CHAMPS,1907,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40023
HÔTEL MAUPÉON. 17 RUE RADZIWILL,1907,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40024
VERSAILLES,1906,Matte albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40025
HÔTEL MAUPÉON. 17 RUE RADZIWILL,1907,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40026
"Hôtel de Grancey, rue de Richelieu 83",1907,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40027
HÔTEL DE GRANCEY. 83 RUE RICHELIEU,1907,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40028
HÔTEL DE GRANCEY. RUE RICHELIEU 83,1907,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40029
HÔTEL LAPORTE DE SERINCOURT. 34 RUE ST.-ANNE,1907,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40030
254 RUE ST.-JACQUES,8/1/1907,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40031
HÔTEL JEAN DE FOURCY. RUE DES FRANCS BOURGEOIS 30,1908,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40032
ESCALIER. 3 RUE DES DÉCHARGEURS,1908,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40033
ESCALIER. 8 RUE ST.-AUGUSTIN,1913,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40034
8 RUE ST.-AUGUSTIN,1913,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40035
VERSAILLES -- LE PARC,1906,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40036
"Escalier, 8 rue Saint-Augustin",1913,Albumen silver print,8 5/8 x 7 (21.9 x 17.8 cm),Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40037
ESCALIER -- ÉCOLE MILITAIRE,1921,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40038
ÉCOLE MILITAIRE,1921,Matte albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40039
"Ambassade d'Autriche, 57 rue de Varenne",6/1/1905,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40040
ÉCOLE MILITAIRE,1921,Matte albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40041
8 RUE ST.-AUGUSTIN,1913,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40042
91 RUE DE TURENNE,1911,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40043
FOLIE THOINARD. 9 RUE COQ-HÉRON,1908,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40044
"Châtaignier, Limoges",Before 1900,,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40045
"Hôtel de Jean de Fourcy, rue des Francs-Bourgeois 30",1908,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40046
VERSAILLES,1906,Gelatin silver printing-out-paper print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40047
254 RUE ST.-JACQUES. (ESCALIER),8/1/1907,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40048
Tuileries - Le Rhin et la / Moselle par Van cleve,1911,Albumen silver print,,,Photograph,Photography,3/6/1968,N,40049
HÔTEL LAPORTE DE SERINCOURT. 34 RUE ST.-ANNE,8/1/1907,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40050
ESCALIER. 12 PLACE VENDÔME,1907,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40051
ANCIEN HÔTEL DIT DE SARTINE. 21 RUE DU CHERCHE-MIDI,6/1/1905,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40052
14 Rue du Cherche-Midi,6/1/1905,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40053
ESBLY. VIEILLE MAISON,1923,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40054
ANCIEN MONASTÈRE DES BÉNÉDICTINS ANGLAIS. 269 RUE ST.-JACQUES,1905,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40055
HÔTEL DODUN. RUE RICHELIEU 21,5/1/1904,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40056
97 RUE DU BAC,1903,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40057
GRAND TRIANON. ENTRÉE,1901,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40058
Tuileries - Le Nil par / Bourdie (Detail) / (1e arr),1911,Albumen silver print,,,Photograph,Photography,3/6/1968,N,40059
HÔTEL D'ECQUEVILLY. RUE DE TURENNE 60,1901,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40060
HÔTEL DE CHANTOSME. 6 RUE DE TOURNON,1900,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40061
La Monnaie,1900,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40062
HÔTEL LE VAYER. 46 RUE DU BAC,1911,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40063
HÔTEL DE CHIVERNY. 11 RUE ST.-FLORENTIN,1911,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40064
FOLIE THOINARD. 9 RUE COQ-HÉRON,1909,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40065
HÔTEL VILLARCEAUX. 1 ET 3 RUE DU MAIL,1908,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40066
HÔTEL CHENIZOT. 51 RUE SAINT-LOUIS-EN-L'ÎLE,1908,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40067
HÔTEL D'ALBRET. 31 RUE DES FRANCS BOURGEOIS,4/1/1903,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40068
"Versailles, parc",1901,Albumen silver print,"Approx. 7 x 8 7/8"" (17.8 x 22.5 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40069
5 rue Bonaparte,1902,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40070
18 AVENUE MONTAIGNE,2/1/1901,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40071
"Ambassade d'Autriche, 57 rue de Varenne",1900,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40072
"91, rue de Turenne",1911,Albumen silver print,8 3/8 x 6 11/16 (21.3 x 17 cm),Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,Y,40073
HEURTOIR. 10 RUE ST.-LOUIS-EN-L'ÎLE,1909,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40074
30 QUAI DE BETHUNE,1908,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40075
"Ambassade d'Autriche, 57 rue de Varenne",1905,Matte albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40076
HÔTEL LAVALIÈRE. 286 RUE ST.-JACQUES,1899,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40077
ESCALIER. 13 RUE STE.-CROIX-DE-LA-BRETONNERIE,6/1/1905,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40078
"Crépy-en-Valois, vielle demeure XVIe siècle",8/1/1921,Albumen silver print,"6 7/8 x 9 1/4"" (17.5 x 23.5 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,Y,40079
HÔTEL LE CHARRON. 15 QUAI BOURBON,1900,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40080
HÔTEL MASCARANI. RUE CHARLOT 83,1901,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,Photograph,Photography,3/6/1968,N,40081
