Translocation,1969,Synthetic polymer paint on canvas,"47 1/2 x 47 1/2"" (120.3 x 120.3 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80482
Untitled,1965,Gouache on canvas mounted on paper,"17 x 24"" (43.1 x 61 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80483
Double Cushion,1965,Gouache on cloth mounted on paper,"inc. mount. 16 1/2 x 14"" (41.9 x 35.6 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,N,80484
Construction,1935,"Painted wood, board, and metal","16 x 24"" (40.6 x 61 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80485
Flemish VII,1973,Synthetic polymer paint on canvas,"60 1/8 x 60 1/8"" (152.7 x 152.7 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80486
C-B-1,1978,Synthetic polymer paint on canvas,"6' 1/4"" x 7' 1/4"" (183.5 x 214 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80487
Synchromy in Dark Blue,1941,Oil on canvas,"27 7/8 x 36"" (70.8 x 91.5 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80488
Composition with Female Figure,1918,Oil on canvas,"31 1/2 x 23 3/4"" (80 x 60.4 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80491
Wall Fragment Number 65.2,1965,Synthetic polymer paint on composition board,"24 x 24 x 1 3/4"" (61 x 61 x 4.5 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80492
"Space Composition, I",1944,Oil on canvas,"25 5/8 x 19 3/4"" (65.1 x 50.1 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80493
"Space Composition, II",1944,Oil on canvas,"25 5/8 x 19 5/8"" (65.1 x 49.7 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80494
That Is It,1966,Oil on canvas,"42 x 36"" (106.7 x 91.2 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80495
Soft Pressure,1931,Oil on plywood,"39 1/4 x 39"" (99.5 x 99 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80496
White - Soft and Hard,3/1/1932,Oil and gouache on canvas,"31 1/2 x 39 1/2"" (80 x 99.8 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80497
Suprematism,1916,Oil on wood,"10 1/8 x 14 5/8"" (25.6 x 37.3 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80499
Vertical and Diagonal Planes,1913-14,Oil on canvas,"21 3/4 x 15"" (55.2 x 38.1 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80500
Abstract Composition,1927,Oil on canvas,"18 5/8 x 18 7/8"" (47.3 x 47.9 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80501
Composition,1922,Oil and tempera on wood,"27 3/8 x 24 1/4"" (69.7 x 61.7 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80502
Fifteen Systematic Color Rows with Vertical Condensations,1950-68,Oil on canvas,"59 1/8 x 59 1/8"" (150 x 150 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80503
Samovar,1913,Oil on canvas,"35 x 24 1/2"" (88.5 x 62.2 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80504
Distorted Circle within a Polygon I,1972,Synthetic polymer paint on canvas,"6' 8"" x 7' 5"" (202.8 x 225.6 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80505
Composition 191,1918,Oil on wood,"9 3/8 x 14 x 3/4"" (23.8 x 35.5 x 1.9 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80506
Achrome,c. 1960,Kaolin on canvas,"7 1/8 x 9 5/8"" (18.1 x 24.3 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80507
Color in Movement,c. 1920,Oil on canvas,"12 x 13 7/8"" (30.4 x 35.4 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80508
Untitled,1951,Oil on composition board,"38 x 32"" (96.5 x 81.3 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80510
Number 16--1963,1963,Oil on canvas,"60 x 42"" (152.3 x 106.5 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80511
Yellow Circle,1921,Oil on canvas,"53 1/8 x 45"" (135 x 114.3 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80513
Q 1 Suprematistic,1923,Oil on canvas,"37 1/2 x 37 1/2"" (95.2 x 95.2 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80514
Rotary Motion,1935,Oil on canvas,"30 1/4 x 28 1/4"" (76.5 x 71.6 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80515
White with Rope,1940,Oil on canvas with rope,"21 1/4 x 21 1/4"" (54 x 54 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80516
Composition in Black and White Number 4,1949,Oil on canvas,"25 1/4 x 25 1/4"" (63.7 x 63.7 cm) including painted wood frame",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80517
Locmariaquer 5,2/1/1964,Oil on composition board mounted on painted wood,"38 1/2 x 55 7/8"" (98 x 141.9 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80518
Blue Veil,1963,Synthetic polymer paint on canvas,"69 7/8 x 69 7/8"" (177.6 x 177.6 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80519
"Transparent Construction in White, Black, and Ochre",1959,"Oil, painted wood, and plexiglass","30 x 32 x 9 1/4"" (76.2 x 81.3 x 23.2 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,N,80520
Subject from a Dyer's Shop,1914,Oil on canvas,"27 3/4 x 35"" (71 x 89 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80521
Suprematist Relief-Sculpture,1920s (reconstruction of 1915 original),"Painted wood, metal, and cardboard, mounted on wood panel","20 x 15 1/2 x 3"" (50.8 x 39.3 x 7.6 cm)",The Riklis Collection of McCrory Corporation,Sculpture,Painting & Sculpture,10/25/1985,Y,80522
This I,1973,Synthetic polymer paint on canvas,"15 3/4 x 15 3/4"" (40 x 40 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1983,Y,80523
The Factory and the Bridge,1913,Oil on canvas,"32 3/4 x 24 1/4"" (83.2 x 61.6 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80526
Tioga II,1969,Oil on canvas,"44 x 40 1/4"" (111.8 x 102.2 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80527
Colors for a Large Wall,1951,"Oil on canvas, sixty-four panels","7' 10 1/2"" x 7' 10 1/2"" (240 x 240 cm)",Gift of the artist,Painting,Painting & Sculpture,12/9/1969,Y,80528
Anthropometry: Princess Helena,1960,Oil on paper on wood,"6' 6"" x 50 1/2"" (198 x 128.2 cm)",Gift of Mr. and Mrs. Arthur Wiesenberger,Painting,Painting & Sculpture,12/9/1969,Y,80530
R70-28,1970,"Latex paint, paper, cardboard, and wood","13 x 13 x 1 3/4"" (33 x 33 x 4.5 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80531
Untitled (Picture with Basket Ring),1938,"Wood, rattan ring, paper, iron, and steel nails on wood","15 x 11 3/4"" (38.1 x 29.8 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80532
Opus 16,1924,Oil on canvas,"27 1/8 x 17 3/4"" (69 x 45 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80533
Near Washington Square,c. 1928,Oil on canvas,"16 1/8 x 10 1/4"" (41 x 26 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80534
Mandragora Number 3,1969,Alkyd resin on canvas,"66 1/8 x 8'2 1/8"" (167.7 x 251.7 cm)",Given anonymously,Painting,Painting & Sculpture,2/10/1970,N,80535
Unistic Composition,1932,Oil on gypsum,"16 x 12"" (40.6 x 30.4 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80536
Composition of Circles and Overlapping Angles,1930,Oil on canvas,"19 1/2 x 25 1/4"" (49.5 x 64.1 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80537
Gare Montparnasse (The Melancholy of Departure),"Paris, early 1914",Oil on canvas,"55 1/8"" x 6' 5/8"" (140 x 184.5 cm)",Gift of James Thrall Soby,Painting,Painting & Sculpture,2/10/1970,Y,80538
Great Metaphysical Interior,"Ferrara, April-August 1917",Oil on canvas,"37 3/4 x 27 3/4"" (95.9 x 70.5 cm)",Gift of James Thrall Soby,Painting,Painting & Sculpture,2/10/1970,Y,80539
"Composition II, Indigo Violet Derived from Equilateral Triangle",Menton 1921,Oil on canvas mounted on cardboard,"13 x 14 3/4"" (33 x 37.5 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80540
Relation of Lines and Colors,Paris 1939,Oil on composition board,"28 5/8 x 21"" (72.6 x 53.3 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80541
"Tridim W, Gestalt",1969,Synthetic polymer paint on canvas,"71 x 68 1/4"" (180.2 x 173.3 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80542
Commune,8/9/1969,Synthetic polymer paint on canvas,"9' 3 1/2"" x 8' 9 1/4"" (282.5 x 267.2 cm)",Gift of the artist,Painting,Painting & Sculpture,2/10/1970,Y,80543
Positions of Two Arcs of 203.5° and 226.5°,1978,"Synthetic polymer paint on canvas, in two parts",".a 62 3/4"" (159.5 cm) diameter; .b 43 3/4""   (110.8 cm) diameter.",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,N,80544
Composition Number 23,1926,Oil on canvas with mounted wood frame section,"7' 10 3/4"" x 6' 6 3/8"" (240.4 x 199 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80545
Composition Number 37,1927,Oil on canvas with mounted plastic half-sphere,"23 3/4 x 31 1/2"" (60.3 x 80 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80546
Struggle,1967,"Synthetic polymer paint, oil, and charcoal on canvas","59"" x 9' 8 1/8"" (149.8 x 294.8 cm)",Given anonymously,Painting,Painting & Sculpture,2/10/1970,Y,80547
Sanctuary of the Four Directions,1959-60,Oil on canvas,"36 x 32"" (91.5 x 81.3 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80548
"Above and Below, I",1964-65,Oil on canvas,"7' 6"" x 9' (220.5 x 274.3 cm)",Gift of the artist,Painting,Painting & Sculpture,2/10/1970,Y,80549
Composition,1955,Oil on canvas,"6' 1/8"" x 60 1/8"" (183.3 x 152.5 cm)",Gift of the artist,Painting,Painting & Sculpture,2/10/1969,Y,80550
On III,1973,Synthetic polymer paint on canvas,"15 3/4 x 15 3/4"" (40 x 40 cm)",The Riklis Collection of McCrory Corporation,Painting,Painting & Sculpture,10/25/1985,Y,80551
Descending Arrow,1956,Oil on canvas,8' x 6' (243.5 x 182.4 cm),Gift of the artist,Painting,Painting & Sculpture,2/10/1970,Y,80552
Man Looking at Woman,1949,Oil on canvas,"42 x 54"" (106.6 x 137.1 cm)",Gift of the artist,Painting,Painting & Sculpture,2/10/1970,Y,80553
"Gifts for ""J.""",1928,"Oil, ink, and gesso on canvas mounted on wood","15 3/4 x 22"" (40 x 55.9 cm)",Gift of James Thrall Soby,Painting,Painting & Sculpture,2/10/1970,Y,80554
Still Life with Old Shoe,"Paris, January 24-May 29, 1937",Oil on canvas,"32 x 46"" (81.3 x 116.8 cm)",Gift of James Thrall Soby,Painting,Painting & Sculpture,2/10/1970,Y,80555
Open Number 24 in Variations of Orange,1968,Synthetic polymer paint and charcoal on canvas,"6' 9"" x 9' 7 1/8"" (205.6 x 292.3 cm)",Gift of the artist,Painting,Painting & Sculpture,2/10/1970,Y,80556
Desert,1940,Oil on canvas,"43"" x 6' (109 x 182.8 cm)",Given anonymously,Painting,Painting & Sculpture,2/10/1970,Y,80557
Fugue Number 2,1943,Oil and sand on canvas,"41 1/8"" x 8' 10 1/2"" (104.2 x 270.4 cm)",Given anonymously,Painting,Painting & Sculpture,2/10/1970,Y,80558
"Number 43 (Abstract Painting, Yellow)",1947,Oil on canvas,"40 1/8 x 32"" (101.7 x 81.2 cm)",Given anonymously,Painting,Painting & Sculpture,2/10/1970,Y,80559
Number 22,1949,Oil on canvas,"50 x 20"" (127 x 50.6 cm)",Given anonymously,Painting,Painting & Sculpture,2/10/1970,Y,80560
Number 111,1949,Oil on canvas,"60 x 40 1/8"" (152.3 x 101.8 cm)",Given anonymously,Painting,Painting & Sculpture,2/10/1970,Y,80561
No. 5/No. 24,1948,Oil on canvas,"34 x 50 1/4"" (86.1 x 127.6 cm)",Gift of the artist,Painting,Painting & Sculpture,2/10/1970,Y,80564
No. 1 (Untitled),1948,Oil on canvas,"8' 10 3/8"" x 9' 9 1/4"" (270.2 x 297.8 cm)",Gift of the artist,Painting,Painting & Sculpture,2/10/1970,Y,80565
No. 5/No.  22,1950 (dated on reverse 1949),Oil on canvas,"9' 9"" x 8' 11 1/8"" (297 x 272 cm)",Gift of the artist,Painting,Painting & Sculpture,2/10/1970,Y,80566
Anitou,1958,Oil on canvas,"56 5/8"" (143.6 cm) diameter",Gift of Dr. and Mrs. Arthur Lejwa,Painting,Painting & Sculpture,2/10/1970,Y,80567
Composition,1938,Oil on canvas,"13 1/8 x 16"" (33.2 x 40.4 cm)",Kay Sage Tanguy Bequest,Painting,Painting & Sculpture,11/10/1964,Y,80568
Birth of a Sailboat,1946,Oil on canvas,"19 1/2 x 28 1/2"" (49.5 x 72.2 cm)",Kay Sage Tanguy Bequest,Painting,Painting & Sculpture,11/10/1964,Y,80569
Wasp and Pear,1929,Oil on canvas,"36 3/4 x 38 5/8"" (93.3 x 97.9 cm)",Gift of Archibald MacLeish,Painting,Painting & Sculpture,11/10/1964,Y,80570
Study for Totem Landscape of My Childhood,1937,Oil on canvas,"21 7/8 x 15 1/8"" (55.3 x 38.3 cm)",Kay Sage Tanguy Bequest,Painting,Painting & Sculpture,11/10/1964,Y,80571
Vite! Vite!,1926,Oil on wood,"6 5/8 x 39 1/4"" (16.6 x 99.7 cm)",Kay Sage Tanguy Bequest,Painting,Painting & Sculpture,,Y,80572
"Black, Red, and White",1962,Oil on canvas,"6' 3 5/8"" x 6' 11"" (191.9 x 210.7 cm)",Larry Aldrich Foundation Fund (by exchange),Painting,Painting & Sculpture,11/10/1964,Y,80573
The Wild,1950,Oil on canvas,"7' 11 3/4"" x 1 5/8"" (243 x 4.1 cm)",Gift of The Kulicke Family,Painting,Painting & Sculpture,2/10/1970,Y,80574
Wooden Room,1972,Charcoal and oil on burlap,"9' 10"" x 7' 2 1/2"" (299.7 x 219.7 cm)","Gift of The Jerry and Emily Spiegel Family Foundation, Inc.",Painting,Painting & Sculpture,2/12/2001,Y,80576
Ten-Foot Flowers,1967,Silkscreen ink on synthetic polymer paint on canvas,"9' 7"" x 9' 7"" (292.2 x 292.2 cm)","Nina and Gordon Bunshaft Bequest Fund, Blanchette Hooker Rockefeller Fund (by exchange) and the Committee on Painting and Sculpture Fund",Painting,Painting & Sculpture,2/12/2001,Y,80577
They Could Still Serve,2001,Pigment and synthetic polymer on paper mounted on canvas,10 x 8' (304.8 x 243.8 cm),Emily and Jerry Spiegel and Anna Marie and Robert F. Shapiro Funds and gift of Agnes Gund,Painting,Painting & Sculpture,4/9/2001,Y,80578
Kynaston,2001,Oil on canvas,"64 x 36"" (162.6 x 91.4 cm)",Gift of Jan Cowles,Painting,Painting & Sculpture,4/9/2001,Y,80579
Study of a Baboon,1953,Oil on canvas,"6' 6 1/8"" x 54 1/8"" (198.3 x 137.3 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80580
"Study for Portrait, Number IV (After the Life Mask of William Blake)",1956,Oil on canvas,"24 1/8 x 20"" (61.1 x 50.8 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80581
The Street,1933,Oil on canvas,"6' 4 3/4"" x 7' 10 1/2"" (195 x 240 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80582
The Cart,1930,Oil on composition board,"45 1/2 x 35 1/2"" (115.6 x 90.2 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80583
Memory of Ischia,1931,Oil on canvas,"40 x 31 3/4"" (101.4 x 80.5 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80584
Key West Beach,1940,Oil on canvas,"12 x 18"" (30.3 x 46 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80585
Grapes,1928,Oil on canvas,"16 5/8 x 18 3/8"" (42.2 x 46.4 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80586
The Enigma of a Day,"Paris, early 1914",Oil on canvas,"6' 1 1/4"" x 55"" (185.5 x 139.7 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80587
The Duo,"Paris, winter 1914-15",Oil on canvas,"32 1/4 x 23 1/4"" (81.9 x 59 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80588
The Seer,"Paris, winter 1914-15",Oil on canvas,"35 1/2 x 27 1/2"" (89.6 x 70.1 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80589
The Amusements of a Young Girl,late 1915,Oil on canvas,"18 3/4 x 16"" (47.5 x 40.3 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80590
The Faithful Servitor,1916 or 1917,Oil on canvas,"15 1/8 x 13 5/8"" (38.2 x 34.5 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80591
Debris of an Automobile Giving Birth to a Blind Horse Biting a Telephone,1938,Oil on canvas,"21 1/2 x 25 5/8"" (54.5 x 65.1 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80592
"My Cart, My Garden",6/1/1955,Oil on canvas,"35 1/8 x 45 3/4"" (89.2 x 115.9 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80593
Coffee Thyme,1977,Synthetic polymer paint and cut canvas on canvas,"7' 6 1/2"" x 9' 2"" (229.7 x 279.3 cm)",David Rockefeller Fund,Painting,Painting & Sculpture,12/11/1979,Y,80594
Comet,1974,Oil on canvas,"62 1/2"" x 6' 3 1/2"" x 17"" (158.2 x 191.8 x 43.1 cm)",Gift of Mr. and Mrs. Gifford Phillips,Painting,Painting & Sculpture,12/11/1979,Y,80595
Mussel Gatherers at High Tide,1937,Oil on canvas,"21 1/4 x 31 7/8"" (54 x 81 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80596
The Quarriers,1930,Oil on canvas,"10 3/4 x 16 1/4"" (27.1 x 41.4 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80597
Tree,1945,Oil on canvas,"40 x 26"" (101.5 x 66 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,N,80598
Skylight,1948,Oil on canvas,"40 1/4 x 48 1/8"" (102 x 122.1 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,N,80599
Think,1964,Oil on canvas,"25 5/8 x 32"" (65.1 x 81 cm)",Gift of Miss Jeanne Reynal,Painting,Painting & Sculpture,12/8/1964,Y,80600
Martigues,9/1/1908,Oil on canvas,"32 x 25 5/8"" (81.2 x 65.1 cm)",Mrs. George Hamlin Shaw and Loula D. Lasker Funds,Painting,Painting & Sculpture,12/8/1964,Y,80601
"Here, Sir Fire, Eat!",1942,Oil on canvas,"56 1/8 x 44 1/8"" (142.3 x 112 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80602
Portrait of Mistress Mills in 1750,"Paris, winter-spring 1929",Oil on canvas,"46 x 35 1/4"" (116.7 x 89.6 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80603
Self-Portrait I,"Paris, October 1937 - March 1938","Pencil, crayon and oil on canvas","57 1/2 x 38 1/4"" (146.1 x 97.2 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80604
Still Life,1949,Oil on canvas,"14 1/4 x 17 1/4"" (36 x 43.7 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80607
"Square Motif in Brown, White, Black, Blue, and Ochre",1948-53,Collage and oil on canvas,"25 x 30"" (63.5 x 76.1 cm)",Gift of Mr. and Mrs. Allan D. Emil,Painting,Painting & Sculpture,12/8/1964,N,80608
Nude Seated on a Rock,"Fontainebleau, summer 1921",Oil on wood,"6 1/4 x 4 3/8"" (15.8 x 11.1 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80609
The Sigh,"Paris, 1923",Oil and charcoal on canvas,"23 3/4 x 19 3/4"" (60.3 x 50.2 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80611
"""For Greg""",1977-78,Oil on canvas,"Two panels, each 7' x 7' (213.2 x 213.2 cm); overall 7 x 14' (213.2 x 426.4 cm)",Mrs. Alfred A. Knopf Fund,Painting,Painting & Sculpture,12/11/1979,N,80612
Watching the Clock,1958,Oil on canvas,"14 x 14"" (35.6 x 35.6 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80614
Dunes,1935,"Oil on canvas, mounted on board","6' 1/8"" x 47 3/4"" (183 x 121.5 cm)",Enid A. Haupt Fund,Painting,Painting & Sculpture,12/11/1979,Y,80615
Blue Vase,n.d.,Oil on canvas,"5 3/4 x 7 1/4"" (14.5 x 18.3 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80616
The Mood of Now,1928,Oil on canvas,"39 1/2 x 28 7/8"" (100.1 x 73.3 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80617
Still Life,1969-70,"Oil on canvas and base of synthetic polymer paint on carpet, in six sections","Overall 10' 3 1/8"" x 16' 2 7/8"" x 6' (312.5 x 495 x 182.8 cm)",Gift of the artist,Painting,Painting & Sculpture,1/12/1971,Y,80618
Madame Bonjean,1931,Oil on canvas,"51 1/4 x 38 1/8"" (130.1 x 96.7 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80619
Map of the World,1989,Embroidery on fabric,"46 1/4"" x 7' 3 3/4"" x 2"" (117.5 x 227.7 x 5.1 cm)",Scott Burton Fund,Painting,Painting & Sculpture,12/6/1999,Y,80620
Open Number 17 (in ultramarine with charcoal line),1968,Synthetic polymer paint and charcoal on canvas,"8' 3"" x 16' 9"" (251.4 x 510.3 cm)",Gift of the artist,Painting,Painting & Sculpture,12/31/1969,Y,80621
Leaf Children,1940,Oil on canvas,"16 1/2 x 14 1/2"" (41.7 x 36.7 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,N,80622
Gigantomachy I,1965,Synthetic polymer paint on linen,"10' 3/4"" x 24' 4 1/2"" (306.7 x 743 cm)",Gift of Ulrich and Harriet Meyer,Painting,Painting & Sculpture,12/6/1999,Y,80623
Bridgehampton Rose,1970,Oil on canvas,"60 1/8 x 48"" (152.7 x 122 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80624
The Furniture of Time,1939,Oil on canvas,"46 x 35 1/4"" (116.7 x 89.4 cm)",James Thrall Soby Bequest,Painting,Painting & Sculpture,12/11/1979,Y,80625
Pasiphae,1942,Oil and sand on canvas,"19 7/8 x 25 1/8"" (50.5 x 63.8 cm)",Gift of George and Joyce Wein and Emily Fisher Laudau Fund,Painting,Painting & Sculpture,12/6/1999,Y,80626
Prince amongst Thieves,1999,"Oil, paper collage, glitter, polyester resin, map pins, and elephant dung on linen",8 x 6' (243.8 x 182.9 cm),Mimi and Peter Haas Fund,Painting,Painting & Sculpture,12/6/1999,Y,80627
Daybreak,1962,Oil on canvas,"57 1/4 x 6' 1/4"" (145.4 x 183.5 cm)",Purchase and anonymous gift,Painting,Painting & Sculpture,12/8/1964,N,80628
Woodmen,1967-68,Charcoal and synthetic resin on canvas,"8' 2"" x 6' 6 3/4"" (248.7 x 200 cm)","Gift of Jo Carole and Ronald S. Lauder, Leon Black, Donald L. Bryant, Jr., Thomas W. Weisel, Doris and Donald Fisher, Mimi and Peter Haas, and Enid A. Haupt Fund",Painting,Painting & Sculpture,12/6/1999,Y,80629
Place for Awakenings,11/1/1960,"Pebbles, sand, and plastic paste on composition board","34 7/8 x 45 3/8"" (88.4 x 115.2 cm)",Gift of the artist in honor of Mr. and Mrs. Ralph F. Colin,Painting,Painting & Sculpture,10/8/1968,Y,80632
New England Elegy 2,September 1965-February 1966,Synthetic polymer paint on canvas,"6' 10"" x 11' 7"" (208.3 x 351.1 cm)","Gift of S. I. Newhouse, Jr.",Painting,Painting & Sculpture,10/8/1968,Y,80635
Milky Way,1945,Enamel on canvas,"44 7/8 x 29 7/8"" (114 x 75.9 cm)",Gift of the artist's family,Painting,Painting & Sculpture,10/8/1968,Y,80636
Maltese Cross,1964,Synthetic polymer paint on canvas,"9' x 9' 5"" (274.3 x 290.8 cm)",Lita Hornick Bequest,Painting,Painting & Sculpture,11/6/2000,Y,80637
Portrait of a Couple,1942-43,Oil on board,"41 5/8 x 30 1/2"" (105.7 x 77.4 cm)",Purchase,Painting,Painting & Sculpture,11/6/2000,Y,80638
Record,1983,Oil and enamel on fiberglass with steel fasteners and square bolts,"38 5/8 x 36 x 1 5/8"" (98.2 x 91.6 x 4.2 cm)",Fractional and promised gift of Jo Carole and Ronald S. Lauder,Painting,Painting & Sculpture,11/6/2000,Y,80639
"Lines in Four Directions Superimposed, Covering the Entire Surface of the Wall",conceived 1969; first executed 1974,Graphite on wall,Dimensions variable,"Anonymous fund in honor of Mr. and Mrs. Alfred H. Barr, Jr.",Installation,Painting & Sculpture,12/11/1974,Y,80641
Card Trick,1923,Oil on canvas,"28 3/4 x 19 3/4"" (73 x 50.2 cm)",Gift of Mr. and Mrs. Archibald MacLeish,Painting,Painting & Sculpture,12/7/1974,Y,80642
Chap. Bean Sec,1973-74,Laminated tissue paper with synthetic polymer resin,"6'7/8 x 7'2 7/8"" (185.2 x 220.7 cm)",The Gilman Foundation Fund,Painting,Painting & Sculpture,12/11/1974,N,80643
