Artist,ArtistBio,ObjectID
George Howe | William Lescaze,(American | 1886–1955) (American | born Switzerland. 1896–1969),1017
Frank O. Gehry,(American | born Canada 1929),1020
Michael Graves | Timothy Wood | Peter Waldman | Peter Carl | Robert White | Christopher Chimera,(American | 1934–2015),1021
Richard Neutra,(American | born Austria. 1892–1970),1022
Iñaki Ábalos | Juan Herreros,(Spanish | born 1956) (Spanish | born 1958),1023
Tadao Ando,(Japanese | born 1941),1024
Ben van Berkel,(Dutch | born 1957),1025
Santiago Calatrava,(Spanish | born 1951),1026
Santiago Calatrava,(Spanish | born 1951),1027
Wolf D. Prix | Helmut Swiczinsky,(Austrian | born 1942) (Polish | born 1944),1028
Philip Johnson,(American | 1906–2005),1029
Eisenman Architects | New York | Peter Eisenman | Richard Rosson | Mark Wamble | Gregory Merryweather | Nazli Gononsay,(founded 1988) (American | born 1932) (American | born 1959),1030
Gwathmey Siegel & Associates Architects | Charles Gwathmey | Robert Siegel,(American | established 1967) (American | 1938–2009) (American | born 1939),1031
Hans Hollein,(Austrian | 1934–2014),1032
Herzog & de Meuron | Basel | Jacques Herzog | Pierre de Meuron | Karl Blossfeldt,(est. 1978) (Swiss | born 1950) (Swiss | born 1950) (German | 1865–1932),1033
Toyo Ito & Associates | Architects,(Japan | established 1971),1034
Rem Koolhaas | Winy Maas | Elizabeth Alford | Xaveer de Geyter | Ray Maggiore | Vince Scirano | Ron Steiner | Yushi Uehara,(Dutch | born 1944) (Dutch | born 1959) (American | born 1967) (Dutch | born 1970) (American | born 1964) (American | born 1966) (American | born 1952) (Japanese | born 1964),1035
Daniel Libeskind,(American | born Poland 1946),1036
Fumihiko Maki,(Japanese | born 1928),1037
Richard Meier & Partners | Architects,(founded 1963),1038
Jean Nouvel,(French | born 1945),1039
Ortner & Ortner | Laurids Ortner | Manfred Ortner,(Austrian | founded 1987) (Austrian | born 1941) (Austrian | born 1943),1040
Cesar Pelli,(American | born Argentina 1926),1041
Joel Sanders | Marc Tsurumaki | Jonathan Crary,(American | born 1956) (American | born 1965) (American | born 1951),1042
Kazuyo Sejima & Associates,(Japanese | established 1987),1043
Robert A. M. Stern,(American | born 1939),1044
Mehrdad Yazdani,(Iranian | born 1959),1045
Edward Larrabee Barnes,(American | 1915–2004),1046
Peter Eisenman,(American | born 1932),1047
Bernard Tschumi,(French and Swiss | born Switzerland 1944),1048
Frank O. Gehry,(American | born Canada 1929),1049
Nicholas Grimshaw,(British | born 1939),1050
The Group | Juha Kaakko | Ilkka Laine | Kimmo Liimatainen | Jari Tirkkonen,(Finnish) (Finnish | born 1964) (Finnish | born 1964) (Finnish | born 1965) (Finnish | born 1965),1051
Heikkinen Komonen Architects | Mikko Heikkinen | Markku Komonen,(Finnish | est. 1974) (Finnish | born 1949) (Finnish | born 1945),1052
Herzog & de Meuron | Basel | Jacques Herzog | Pierre de Meuron,(est. 1978) (Swiss | born 1950) (Swiss | born 1950),1053
Steven Holl Architects,(American | founded 1976),1054
Steven Holl Architects,(American | founded 1976),1055
Toyo Ito & Associates | Architects,(Japan | established 1971),1056
Renzo Piano Building Workshop | Renzo Piano | Noriaki Okabe | Peter Rice (Ove Arup and Partners) | Nikken Sekkei Ltd.,(Italian | established 1980) (Italian | born 1937) (Japanese | born 1931),1057
Joel Sanders | Architect | Joel Sanders | Marc Tsurumaki | Ernest Guenzburger | Sean Keller | Dillon Kyle | Cary Siress,(American | born 1956) (American | born 1965),1058
Kazuyo Sejima & Associates | Kazuyo Sejima,(Japanese | established 1987) (Japanese | born 1956),1059
Skidmore Owings & Merrill | Gordon Bunshaft,(American | founded 1936) (American | 1909–1990),1061
Alvar Aalto,(Finnish | 1898–1976),1063
Alvar Aalto,(Finnish | 1898–1976),1065
Alvar Aalto,(Finnish | 1898–1976),1066
Emilio Ambasz,(Argentine | born 1943),1067
Emilio Ambasz,(Argentine | born 1943),1068
Ludwig Mies van der Rohe,(American | born Germany. 1886–1969),1069
SITE (Sculpture in the Environment) | James Wines,(American | founded 1970) (American | born 1932),1070
SITE (Sculpture in the Environment) | James Wines,(American | founded 1970) (American | born 1932),1071
Ludwig Mies van der Rohe | Philip Johnson | Kahn & Jacobs,(American | born Germany. 1886–1969) (American | 1906–2005),1072
Marcel Breuer | Alfred Roth | Emil Roth,(American | born Hungary. 1902–1981) (Swiss | 1930–1998) (Swiss | 1896–1980),1073
Asymptote Architecture | New York | Hani Rashid | Lise Anne Couture,(founded 1989) (Canadian | born Egypt 1958) (Canadian | born 1959),1074
Cedric Price,(British | 1934–2003),1076
Hans Coper,(British | born Germany. 1920–1981),1084
James Prestini,(American | born Italy. 1908–1993),1087
Kaj Franck,(Finnish | 1911–1989),1091
Josef Hoffmann,(Austrian | 1870–1956),1098
Gustave Falconnier,(Swiss),1099
Unknown Designer,(Nationality unknown),1100
Unknown Designer,(Nationality unknown),1101
Hans Coper,(British | born Germany. 1920–1981),1102
Corning Glass Works,(American | est. 1851),1110
Hans Coper,(British | born Germany. 1920–1981),1111
Ronald Hayes Pearson,(American | 1924–1996),1114
James Prestini,(American | born Italy. 1908–1993),1116
Rodolfo Bonetto,(Italian | 1929–1991),1134
G. Byrn Company | Copenhagen,(Danish),1136
Robert Oberheim,(German | born 1938),1142
Carl Auböck,(Austrian | 1900–1957),1144
L.M. Ericsson Telephone Company | company design | Hugo Blomberg | Ralph Lysell | Hans Gösta Thames,(Swedish | established 1876) (Swedish | born 1897) (Swedish | born 1907) (Swedish | born 1916),1151
Reinhold Weiss,(German | born 1934),1156
Dieter Rams | Gerd Alfred Müller,(German | born 1932) (German | born 1932),1157
Jürgen Greubel,(German),1158
David Walter Beck,(American | 1915–2001),1159
Massimo Vignelli,(Italian | 1931–2014),1161
Roger Tallon,(French | born 1929),1162
Ettore Sottsass,(Italian | born Austria. 1917–2007),1163
Dieter Rams,(German | born 1932),1164
Claus Bonderup | Torsten Thorup,(Danish | born 1943) (Danish | born 1944),1165
Bruno Munari,(Italian | 1907–1998),1166
Gino Colombini,(Italian | born 1915),1167
Earl S. Tupper,(American | 1907–1983),1168
Kenneth Brozen,(American | 1927–1989),1169
Gene Hurwitt,(American | 1906–1988),1170
Gene Hurwitt,(American | 1906–1988),1171
Earl S. Tupper,(American | 1907–1983),1172
Nick Roericht,(German | born 1932),1174
George Ygfors,(Swedish | born 1926),1177
George Ygfors,(Swedish | born 1926),1178
George Ygfors,(Swedish | born 1926),1179
Earl S. Tupper,(American | 1907–1983),1180
Thomas W. Winstead,(American | born 1918),1182
Bertel Gardberg,(Finnish | born 1916),1184
Bertel Gardberg,(Finnish | born 1916),1185
Magnus Stephensen,(Danish | 1903–1984),1186
Sigurd Persson,(Swedish | born 1914),1187
Russel Wright,(American | 1904–1976),1188
Enzo Mari,(Italian | born 1932),1189
Jens H. Quistgaard,(Danish | 1919–2008),1190
Peter Raacke,(German | born 1928),1191
Masayuki Kurokawa,(Japanese | born 1937),1192
Bruno Munari,(Italian | 1907–1998),1193
Don Wallance,(American | 1909–1990),1194
Charles H. McCrea,(American),1197
A. L. Pugh | S. J. Stein,(American),1198
Walter Zeischegg,(Austrian | 1917–1983),1199
Koen De Winter,(Belgian | born 1943),1200
Earl S. Tupper,(American | 1907–1983),1201
Gene Hurwitt,(American | 1906–1988),1211
Michio Arai,(Japanese | born 1938),1212
Elsa Fischer-Treyden | Margret Hildebrand,(German | born Russia. 1901–1995) (German | 1917–1998),1213
Elsa Fischer-Treyden | Margret Hildebrand,(German | born Russia. 1901–1995) (German | 1917–1998),1214
Rosenthal Porzellan A.g. | company design,(German | established 1879),1216
Rosenthal Porzellan A.g. | company design,(German | established 1879),1217
Rosenthal Porzellan A.g. | company design,(German | established 1879),1218
Rosenthal Porzellan A.g. | company design,(German | established 1879),1219
Rosenthal Porzellan A.g. | company design,(German | established 1879),1220
Nason & Moretti Studio,(Italian),1224
Henning Andreasen,(Danish | born 1923),1256
Henning Andreasen,(Danish | born 1923),1278
Henning Andreasen,(Danish | born 1923),1307
Henning Andreasen,(Danish | born 1923),1308
Henning Andreasen,(Danish | born 1923),1309
Henning Andreasen,(Danish | born 1923),1310
Mario Bellini,(Italian | born 1935),1335
Claus Bonderup | Torsten Thorup,(Danish | born 1943) (Danish | born 1944),1356
Achille Castiglioni | Pier Giacomo Castiglioni,(Italian | 1918–2002) (Italian | 1913–1968),1367
Peter Hamburger,(American | born 1941),1377
Josef Hoffmann,(Austrian | 1870–1956),1397
Josef Hoffmann,(Austrian | 1870–1956),1419
Jacob Jensen,(Danish | 1926–2015),1442
Joe Colombo,(Italian | 1930–1971),1451
George Dodson | Akzo Nobel Geosynthetics Company | Asheville | NC,,1461
Nikon (Nippon Kogaku K.K.) | Tokyo,(Japanese | established 1917),1469
Giorgio Berretti,(Italian | born 1941),1473
Giorgio Berretti,(Italian | born 1941),1474
Giorgio Berretti,(Italian | born 1941),1475
Giorgio Berretti,(Italian | born 1941),1476
Isamu Noguchi,(American | 1904–1988),1484
Marco Ferreri,(Italian | born 1958),1488
Marguerite Wildenhain,(American | born France. 1896–1985),1500
Peter Behrens,(German | 1868–1940),1501
Carl Walters,(American | 1883–1955),1502
Nikolai Suetin,(Russian | 1897–1954),1509
Kazuo Kawasaki,(Japanese | born 1949),1512
Marianne Brandt,(German | 1893–1983),1513
Leopoldo Tartarini,(Italian | born 1932),1518
Makoto Komatsu,(Japanese | born 1943),1520
Marcel Breuer,(American | born Hungary. 1902–1981),1521
Ugo La Pietra,(Italian | born 1938),1523
Unknown Designer,(Nationality unknown),1527
Ross Lovegrove,(British | born 1958),1529
Achille Castiglioni,(Italian | 1918–2002),1530
Frank Lloyd Wright,(American | 1867–1959),1536
Synthetic Industries | Chattanooga | TN,(American | founded 1969),1543
Achille Castiglioni,(Italian | 1918–2002),1544
Synthetic Industries | Chattanooga | TN,(American | founded 1969),1552
Christian Dell,(German | 1893–1974),1553
Alvar Aalto,(Finnish | 1898–1976),1554
Synthetic Industries | Chattanooga | TN,(American | founded 1969),1561
Maurizio Ficcadenti,(Italian | born 1970),1562
Ludwig Mies van der Rohe,(American | born Germany. 1886–1969),1563
Synthetic Industries | Chattanooga | TN,(American | founded 1969),1571
Kaj Franck,(Finnish | 1911–1989),1572
Ludwig Mies van der Rohe,(American | born Germany. 1886–1969),1573
Synthetic Industries | Chattanooga | TN,(American | founded 1969),1582
Kaj Franck,(Finnish | 1911–1989),1583
Ludwig Mies van der Rohe,(American | born Germany. 1886–1969),1584
Kristian Vedel,(Danish | 1923–2003),1593
Kaj Franck,(Finnish | 1911–1989),1594
Ludwig Mies van der Rohe,(American | born Germany. 1886–1969),1595
Massimo Vignelli | Lella Vignelli | David Law,(Italian | 1931–2014) (Italian | born 1934) (American | born 1937),1601
Hoechst Trevira GmbH,(German | established 1946),1602
Peter Behrens,(German | 1868–1940),1603
Toots Zynsky,(American | born 1951),1610
Arne Jacobsen,(Danish | 1902–1971),1611
Kevin Dwyer,(American | born 1952),1612
Florence Knoll,(American | born 1917),1620
Haus-Rucker-Co | Günter Zamp Kelp | Laurids Ortner | Manfred Ortner | Klaus Pinter,(Austrian | est. 1967–1992) (Austrian | born 1941) (Austrian | born 1941) (Austrian | born 1943) (Austrian | born 1940),1621
Carlo Moretti,(Italian | born 1934),1622
Hugo Leven,(German | 1874–1956),1626
Poul Henningsen,(Danish | 1894–1967),1627
Carlo Moretti,(Italian | born 1934),1628
Vico Magistretti,(Italian | 1920–2006),1640
René Herbst,(French | 1891–1982),1641
Gebrüder Thonet | company design,(Austrian | established 1853),1642
Bent Hedegaard Nobert,(Danish | born 1959),1662
Carl Jacobs,(Danish | born c. 1925),1663
Josef Frank,(Swedish | born Austria. 1885–1967),1664
Montse Padrós i Marqués | Carlos Riart,(Spanish | born 1952) (Spanish | born 1944),1672
Harri Koskinen,(Finnish | born 1970),1673
Josef Frank,(Swedish | born Austria. 1885–1967),1674
Frank O. Gehry,(American | born Canada 1929),1676
Paolo Rizzatto,(Italian | born 1941),1681
Ross Lovegrove,(British | born 1958),1682
Tobia Scarpa | Afra Scarpa,(Italian | born 1935) (Italian | born 1937),1691
Enzo Mari,(Italian | born 1932),1692
Josef Frank,(Swedish | born Austria. 1885–1967),1693
Studio Tetrarc,(Italian | established 1969),1700
Philippe Starck,(French | born 1949),1701
Bruno Mathsson,(Swedish | 1907–1988),1702
Oskar Strnad,(Austrian | 1879–1935),1709
Philippe Starck,(French | born 1949),1710
Philippe Starck,(French | born 1949),1711
Philippe Starck,(French | born 1949),1712
Seguso S.R.L. | Murano | Italy,(Italian | established 1933),1713
Philippe Starck,(French | born 1949),1720
Philippe Starck,(French | born 1949),1721
Philippe Starck,(French | born 1949),1722
Paolo Venini,(Italian | 1895–1959),1723
Philippe Starck,(French | born 1949),1729
Helena Hernmarck,(Swedish | born 1941),1730
Philippe Starck,(French | born 1949),1736
Richard W. Landis,(American | born 1931),1737
Philippe Starck,(French | born 1949),1743
Philippe Starck,(French | born 1949),1749
Philippe Starck,(French | born 1949),1756
Philippe Starck,(French | born 1949),1757
Philippe Starck,(French | born 1949),1758
Philippe Starck,(French | born 1949),1759
Philippe Starck,(French | born 1949),1760
Philippe Starck,(French | born 1949),1766
Philippe Starck,(French | born 1949),1771
Philippe Starck,(French | born 1949),1772
Philippe Starck,(French | born 1949),1773
Philippe Starck,(French | born 1949),1774
Philippe Starck,(French | born 1949),1775
Seguso S.R.L. | Murano | Italy,(Italian | established 1933),1776
Philippe Starck,(French | born 1949),1781
Philippe Starck,(French | born 1949),1782
Philippe Starck,(French | born 1949),1783
Philippe Starck,(French | born 1949),1784
Philippe Starck,(French | born 1949),1785
Philippe Starck,(French | born 1949),1786
Philippe Starck,(French | born 1949),1791
Philippe Starck,(French | born 1949),1792
Philippe Starck,(French | born 1949),1793
Philippe Starck,(French | born 1949),1798
Philippe Starck,(French | born 1949),1799
Philippe Starck,(French | born 1949),1800
Mario Bellini,(Italian | born 1935),1803
Philippe Starck,(French | born 1949),1807
Gianfranco Frattini | Livio Castiglioni,(Italian | 1926–2004) (Italian | 1911–1979),1809
Philippe Starck,(French | born 1949),1813
Philippe Starck,(French | born 1949),1814
Philippe Starck,(French | born 1949),1815
Philippe Starck,(French | born 1949),1816
Jacob Jensen,(Danish | 1926–2015),1819
Philippe Starck,(French | born 1949),1823
Philippe Starck,(French | born 1949),1824
Philippe Starck,(French | born 1949),1825
Fausto Melotti,(Italian | 1901–1986),1826
Jacob Jensen,(Danish | 1926–2015),1828
Philippe Starck,(French | born 1949),1832
The Aluminum Cooking Utensil Co. | New York | NY,(American | est. 1901),1834
Jacob Jensen,(Danish | 1926–2015),1836
Philippe Starck,(French | born 1949),1839
Palme Berthold,,1840
Carl Anderson | Ross Bellah,(American | 1903–1989) (American | 1907–2004),1841
Jacob Jensen,(Danish | 1926–2015),1842
Philippe Starck,(French | born 1949),1846
Peter Schlumbohm,(American | born Germany. 1896–1962),1847
Jacob Jensen,(Danish | 1926–2015),1849
Philippe Starck,(French | born 1949),1853
Jacob Jensen,(Danish | 1926–2015),1854
Philippe Starck,(French | born 1949),1858
Jacob Jensen,(Danish | 1926–2015),1861
Philippe Starck,(French | born 1949),1864
Joaquin Pottery Co. | Stockton | CA,,1865
Alvar Aalto,(Finnish | 1898–1976),1866
Hagbard Elis Bergh,(Swedish | 1881–1954),1867
Man Ray (Emmanuel Radnitzky),(American | 1890–1976),1868
Philippe Starck,(French | born 1949),1871
,,1872
Hagbard Elis Bergh,(Swedish | 1881–1954),1873
Peter Raacke,(German | born 1928),1874
Philippe Starck,(French | born 1949),1876
Philippe Starck,(French | born 1949),1877
Philippe Starck,(French | born 1949),1878
Philippe Starck,(French | born 1949),1879
Alvar Aalto,(Finnish | 1898–1976),1881
Alvar Aalto,(Finnish | 1898–1976),1882
Alvar Aalto,(Finnish | 1898–1976),1883
Alberto Salvati | Ambrogio Tresoldi,(Italian | born 1935) (Italian),1886
Philippe Starck,(French | born 1949),1889
Unknown Designer,(Nationality unknown),1890
Erich Walter Stadler,(German | 1927–1968),1891
Philippe Starck,(French | born 1949),1893
Corning Glass Works,(American | est. 1851),1894
Marcel Breuer,(American | born Hungary. 1902–1981),1895
Blenko Glass Co. | Inc. | Milton | WV,(American | established 1893),1896
Gustav A. Brown,(American | born 1908),1897
Philippe Starck,(French | born 1949),1901
Theodore Waddell | Dante Bandini,(American | born 1928) (Italian | born 1940),1904
Philippe Starck,(French | born 1949),1907
Shoe Form Co. | Inc. | Utility Box Div. | Auburn | NY,,1909
Blenko Glass Co. | Inc. | Milton | WV,(American | established 1893),1910
Massimo Vignelli,(Italian | 1931–2014),1911
Philippe Starck,(French | born 1949),1914
Philippe Starck,(French | born 1949),1915
Philippe Starck,(French | born 1949),1916
Shoe Form Co. | Inc. | Utility Box Div. | Auburn | NY,,1917
Marcel Breuer,(American | born Hungary. 1902–1981),1918
Marco Zanuso,(Italian | 1916–2001),1919
Philippe Starck | Jerome Olivet,(French | born 1949),1922
Marcel Breuer,(American | born Hungary. 1902–1981),1923
Philippe Starck,(French | born 1949),1926
Russel Wright,(American | 1904–1976),1927
Charles Eames,(American | 1907–1978),1928
Charles D. Briddell,(American),1929
Philippe Starck,(French | born 1949),1932
Russel Wright,(American | 1904–1976),1933
Charles Eames,(American | 1907–1978),1934
Charles D. Briddell,(American),1935
Philippe Starck,(French | born 1949),1937
Charles Eames,(American | 1907–1978),1938
P. E. Camerer | St. Paul | MN,(American),1939
Achille Castiglioni | Pier Giacomo Castiglioni,(Italian | 1918–2002) (Italian | 1913–1968),1942
Philippe Starck,(French | born 1949),1943
Charles Eames | Ray Eames,(American | 1907–1978) (American | 1912–1988),1944
Kayserzinn Workshop,(German),1948
Philippe Starck,(French | born 1949),1950
Philippe Starck,(French | born 1949),1951
Philippe Starck,(French | born 1949),1952
Philippe Starck,(French | born 1949),1953
Charles Eames | Ray Eames,(American | 1907–1978) (American | 1912–1988),1954
Bruno Mathsson,(Swedish | 1907–1988),1957
Philippe Starck,(French | born 1949),1958
Charles Eames | Ray Eames,(American | 1907–1978) (American | 1912–1988),1959
Greta Von Nessen,(American | born Sweden. 1898–1978),1962
Philippe Starck,(French | born 1949),1963
Charles Eames | Ray Eames,(American | 1907–1978) (American | 1912–1988),1964
Shuichi Obata,(Japanese | born 1932),1966
Philippe Starck,(French | born 1949),1967
Philippe Starck,(French | born 1949),1968
Philippe Starck,(French | born 1949),1969
Philippe Starck,(French | born 1949),1970
Charles Eames | Ray Eames,(American | 1907–1978) (American | 1912–1988),1971
Edward Condak,(American),1972
Asao Sakamoto,(Japanese | born 1950),1974
Philippe Starck,(French | born 1949),1975
Coors Porcelain Co. | Golden | CO,(American | est. 1910),1977
Timo Sarpaneva,(Finnish | 1926–2006),1980
Philippe Starck,(French | born 1949),1981
Imperial Glass Corp. | Bellaire | OH,,1982
Coors Porcelain Co. | Golden | CO,(American | est. 1910),1983
Wilhelm Wagenfeld,(German | 1900–1990),1986
Hans Wegner,(Danish | 1914–2007),1987
Lurelle Guild,(American | 1898–1986),1988
Corning Glass Works,(American | est. 1851),1989
Akihiro Kaneko,(Japanese | born 1961),1991
Kensington | Inc. | New Kensington | PA,,1992
Corning Glass Works | Corning | NY,(American | est.1851),1993
Yoshihiro Kimura,(Japanese | born 1947),1995
Corning Glass Works,(American | est. 1851),1996
Gunta Stölzl,(Swiss | born Germany. 1897–1983),1997
Osamu Mita,(Japanese),1999
William J. Russell,(American),2000
Gunta Stölzl,(Swiss | born Germany. 1897–1983),2002
Gunta Stölzl,(Swiss | born Germany. 1897–1983),2003
Gunta Stölzl,(Swiss | born Germany. 1897–1983),2004
Gunta Stölzl,(Swiss | born Germany. 1897–1983),2005
Gunta Stölzl,(Swiss | born Germany. 1897–1983),2006
Gunta Stölzl,(Swiss | born Germany. 1897–1983),2007
Gunta Stölzl,(Swiss | born Germany. 1897–1983),2008
Gunta Stölzl,(Swiss | born Germany. 1897–1983),2009
Gunta Stölzl,(Swiss | born Germany. 1897–1983),2010
Gunta Stölzl,(Swiss | born Germany. 1897–1983),2011
Gunta Stölzl,(Swiss | born Germany. 1897–1983),2012
Gunta Stölzl,(Swiss | born Germany. 1897–1983),2013
Gunta Stölzl,(Swiss | born Germany. 1897–1983),2014
Gunta Stölzl,(Swiss | born Germany. 1897–1983),2015
Gunta Stölzl,(Swiss | born Germany. 1897–1983),2016
Gunta Stölzl,(Swiss | born Germany. 1897–1983),2017
Gunta Stölzl,(Swiss | born Germany. 1897–1983),2018
Gunta Stölzl,(Swiss | born Germany. 1897–1983),2019
Gunta Stölzl,(Swiss | born Germany. 1897–1983),2020
Gunta Stölzl,(Swiss | born Germany. 1897–1983),2021
Gunta Stölzl,(Swiss | born Germany. 1897–1983),2022
Gunta Stölzl,(Swiss | born Germany. 1897–1983),2023
Keiji Otani,(Japanese | born 1967),2025
Frank Graham Holmes,(American | 1878–1954),2026
Flavio Poli,(Italian | 1900–1984),2028
Sakase Adtech Co. | Fukui | Japan,,2030
Reiko Sudo,(Japanese | born 1953),2034
Charles Eames | Ray Eames,(American | 1907–1978) (American | 1912–1988),2035
Reiko Sudo,(Japanese | born 1953),2037
Charles Eames | Ray Eames,(American | 1907–1978) (American | 1912–1988),2038
Reiko Sudo,(Japanese | born 1953),2040
W. Archibald Welden,(American | 1900–1970),2041
Urase Co. | Ltd. | Fukui | Japan,(Japanese),2044
Charles Eames | Ray Eames,(American | 1907–1978) (American | 1912–1988),2046
Koichi Yoshimura,(Japanese | born 1940),2048
Harold Elberg,(American),2049
Koichi Yoshimura | Reiko Sudo,(Japanese | born 1940) (Japanese | born 1953),2051
Carlo Scarpa,(Italian | 1906–1978),2052
Harold Elberg,(American),2053
Harold Elberg,(American),2057
Silverman,(American),2059
Harold Elberg,(American),2060
Frances Felten,(American | 1905–1976),2063
Louis Comfort Tiffany,(American | 1848–1933),2064
Unknown Designer,(Nationality unknown),2065
Frances Felten,(American | 1905–1976),2066
Unknown Designer,(Nationality unknown),2068
Louis Comfort Tiffany,(American | 1848–1933),2069
Unknown Designer,(Nationality unknown),2070
Emile Gallé,(French | 1846–1904),2071
Louis Comfort Tiffany | Tiffany Studios | New York | NY,(American | 1848–1933),2072
Unknown Designer,(Nationality unknown),2073
A. H. Staf,(American),2074
Johann Loetz,(American | 1848–1933),2075
Unknown Designer,(Nationality unknown),2079
Karl Hagenauer,(Austrian | 1898–1956),2080
Harry Handler,(American),2083
Harvill Corp. | Los Angeles | CA,,2084
Unknown Designer,(Nationality unknown),2086
Jack Heaney,(American),2087
Alvar Aalto,(Finnish | 1898–1976),2089
John R. Carroll,,2090
Alvar Aalto,(Finnish | 1898–1976),2093
Unknown Designer,(Nationality unknown),2094
Ludwig Mies van der Rohe,(American | born Germany. 1886–1969),2097
Egmont Arens | Theodore C. Brookhart,(American | 1888–1966) (American | 1898–1942),2101
Unknown Designer,(Nationality unknown),2102
Jon Hedu,(American | 1914–1995),2103
Louis Comfort Tiffany,(American | 1848–1933),2104
Hedda Beese,(German | born 1944),2106
Mario Bellini,(Italian | born 1935),2109
Albin J. Herek | Philip V. Leivo,(American) (American),2110
Luigi Colani,(German | born 1928),2112
G.M. Thurnauer Co. | Czechoslovakia,,2113
Albin J. Herek | Philip V. Leivo,(American) (American),2114
Charles Eames | Gregory Ain | Harry Bertoia | Norman Bruns | Ray Eames | Marion Overby,(American | 1907–1978) (American | 1908–1988) (American | born Italy. 1915–1978) (American | 1921–2005) (American | 1912–1988) (American | born 1909),2116
Unknown Designer,(Nationality unknown),2118
Carl Auböck,(Austrian | 1924–1993),2119
Yasuhiro Kira,(Japanese | born 1947),2121
Junichi Arai,(Japanese | born 1932),2122
Liberty & Co. | Ltd. | London,(English | established 1875),2124
Carl Auböck,(Austrian | 1924–1993),2125
Shiro Kuramata,(Japanese | 1934–1991),2127
Junichi Arai,(Japanese | born 1932),2128
Unknown Designer,(Nationality unknown),2129
Josef Hoffmann,(Austrian | 1870–1956),2130
Unknown Designer,(Nationality unknown),2131
Unknown Designer,(Nationality unknown),2132
Marcel Breuer,(American | born Hungary. 1902–1981),2134
NEC Design | Ltd.,(Japan | est. 1971),2135
Joe Colombo,(Italian | 1930–1971),2136
Josef Hoffmann,(Austrian | 1870–1956),2138
Isamu Noguchi,(American | 1904–1988),2139
Antoni Gaudí,(Spanish | 1852–1926),2141
Marcello Nizzoli,(Italian | 1887–1969),2142
Edward William Godwin,(British | 1833–1886),2143
Josef Hoffmann,(Austrian | 1870–1956),2145
Michael Rabinowitz,(British),2148
Josef Hoffmann | Berthold Löffler,(Austrian | 1870–1956) (Austrian | 1874–1960),2149
Göran Hongell,(Finnish | 1902–1973),2150
Hector Guimard,(French | 1867–1942),2152
Ed Rossbach,(American | 1914–2002),2153
Frederick Kiesler,(American | born Austria-Hungary. 1890–1965),2154
Unknown Designer,(French),2155
Jacob Jensen,(Danish | 1926–2015),2157
Ed Rossbach,(American | 1914–2002),2158
William Lescaze,(American | born Switzerland. 1896–1969),2159
Charles S. Todd,(American | 1885–1950),2160
Jacob Jensen,(Danish | 1926–2015),2161
Ed Rossbach,(American | 1914–2002),2162
Lohmann GmbH and Co. | Neuwield | Germany,,2163
John D. Wareham,(American | 1871–1954),2164
Richard Riemerschmid,(German | 1868–1957),2165
Vico Magistretti,(Italian | 1920–2006),2166
Ed Rossbach,(American | 1914–2002),2167
Sam Lucente | John Karidis | Robert P. Tennant | Richard Sapper | IBM Corporation,(American | born 1958) (American | 1958–2012) (American | born 1948) (German | born 1932) (American | founded 1911),2168
James Prestini,(American | born Italy. 1908–1993),2169
Louis Majorelle | Daum Frères | Nancy | France,(French | 1859–1926) (French | established 1875),2170
Ed Rossbach,(American | 1914–2002),2171
Sir William Lyons | Malcolm Sayer | William M. Heynes,(British | 1901–1985) (British | 1916–1970) (British | 1903–1989),2172
James Prestini,(American | born Italy. 1908–1993),2173
Gerhard Marcks | Wilhelm Wagenfeld,(German | 1889–1981) (German | 1900–1990),2174
Asao Sakamoto,(Japanese | born 1950),2175
Eiji Miyamoto,(Japanese | born 1948),2176
Karlsson & Nilsson | Sweden,,2177
James Prestini,(American | born Italy. 1908–1993),2178
William N. Touzani,(Moroccan | born 1954),2180
Harry J. Powell,(British | 1855–1922),2181
Vernon P. Steele,(American),2182
James Prestini,(American | born Italy. 1908–1993),2183
Richard Sapper,(German | born 1932),2184
Stephen Armellino,(American | born 1955),2185
Harry J. Powell,(British | 1855–1922),2186
James Prestini,(American | born Italy. 1908–1993),2188
Afra Scarpa | Tobia Scarpa,(Italian | born 1937) (Italian | born 1935),2189
Peter Behrens,(German | 1868–1940),2190
Ritva Puotila,(Finnish | born 1935),2191
Frederick Kiesler,(American | born Austria-Hungary. 1890–1965),2192
James Prestini,(American | born Italy. 1908–1993),2193
Louis Comfort Tiffany,(American | 1848–1933),2194
Les Broersma,(American),2195
N.V. Schlegel S.A. | Gistel | Belgium,,2196
Frederick Kiesler,(American | born Austria-Hungary. 1890–1965),2197
James Prestini,(American | born Italy. 1908–1993),2198
Kaj Franck,(Finnish | 1911–1989),2200
Gustav Stickley,(American | 1858–1942),2201
Frederick Kiesler,(American | born Austria-Hungary. 1890–1965),2202
James Prestini,(American | born Italy. 1908–1993),2203
Louis Comfort Tiffany,(American | 1848–1933),2204
Kaj Franck,(Finnish | 1911–1989),2205
Reiko Sudo,(Japanese | born 1953),2206
Frederick Kiesler,(American | born Austria-Hungary. 1890–1965),2207
James Prestini,(American | born Italy. 1908–1993),2208
Robert Brunner,(American | born 1958),2209
Arne Jacobsen,(Danish | 1902–1971),2210
Reiko Sudo,(Japanese | born 1953),2211
Frederick Kiesler,(American | born Austria-Hungary. 1890–1965),2212
James Prestini,(American | born Italy. 1908–1993),2213
Arne Jacobsen,(Danish | 1902–1971),2214
