Artist,ArtistBio,ObjectID
Otto Wagner,(Austrian | 1841–1918),2
Christian de Portzamparc,(French | born 1944),3
Emil Hoppe,(Austrian | 1876–1957),4
Bernard Tschumi,(French and Swiss | born Switzerland 1944),5
Emil Hoppe,(Austrian | 1876–1957),6
Bernard Tschumi,(French and Swiss | born Switzerland 1944),7
Bernard Tschumi,(French and Swiss | born Switzerland 1944),8
Bernard Tschumi,(French and Swiss | born Switzerland 1944),9
Bernard Tschumi,(French and Swiss | born Switzerland 1944),10
Bernard Tschumi,(French and Swiss | born Switzerland 1944),11
Bernard Tschumi,(French and Swiss | born Switzerland 1944),12
Bernard Tschumi,(French and Swiss | born Switzerland 1944),13
Bernard Tschumi,(French and Swiss | born Switzerland 1944),14
Bernard Tschumi,(French and Swiss | born Switzerland 1944),15
Bernard Tschumi,(French and Swiss | born Switzerland 1944),16
Bernard Tschumi,(French and Swiss | born Switzerland 1944),17
Bernard Tschumi,(French and Swiss | born Switzerland 1944),18
Bernard Tschumi,(French and Swiss | born Switzerland 1944),19
Bernard Tschumi,(French and Swiss | born Switzerland 1944),20
Bernard Tschumi,(French and Swiss | born Switzerland 1944),21
Bernard Tschumi,(French and Swiss | born Switzerland 1944),22
Bernard Tschumi,(French and Swiss | born Switzerland 1944),23
Bernard Tschumi,(French and Swiss | born Switzerland 1944),24
Bernard Tschumi,(French and Swiss | born Switzerland 1944),25
Bernard Tschumi,(French and Swiss | born Switzerland 1944),26
Bernard Tschumi,(French and Swiss | born Switzerland 1944),27
Bernard Tschumi,(French and Swiss | born Switzerland 1944),28
Bernard Tschumi,(French and Swiss | born Switzerland 1944),29
Bernard Tschumi,(French and Swiss | born Switzerland 1944),30
Bernard Tschumi,(French and Swiss | born Switzerland 1944),31
Louis I. Kahn,(American | born Estonia. 1901–1974),32
Bernard Tschumi,(French and Swiss | born Switzerland 1944),33
Marcel Kammerer,(Austrian | 1878–1969),34
Bernard Tschumi,(French and Swiss | born Switzerland 1944),35
Otto Schönthal,(Austrian | 1878–1961),36
Bernard Tschumi,(French and Swiss | born Switzerland 1944),38
Otto Schönthal,(Austrian | 1878–1961),39
Bernard Tschumi,(French and Swiss | born Switzerland 1944),41
Bernard Tschumi,(French and Swiss | born Switzerland 1944),42
Bernard Tschumi,(French and Swiss | born Switzerland 1944),43
Bernard Tschumi,(French and Swiss | born Switzerland 1944),44
Bernard Tschumi,(French and Swiss | born Switzerland 1944),45
Bernard Tschumi,(French and Swiss | born Switzerland 1944),46
Bernard Tschumi,(French and Swiss | born Switzerland 1944),47
Bernard Tschumi,(French and Swiss | born Switzerland 1944),48
Bernard Tschumi,(French and Swiss | born Switzerland 1944),49
Bernard Tschumi,(French and Swiss | born Switzerland 1944),50
Bernard Tschumi,(French and Swiss | born Switzerland 1944),52
Bernard Tschumi,(French and Swiss | born Switzerland 1944),54
Bernard Tschumi,(French and Swiss | born Switzerland 1944),55
Bernard Tschumi,(French and Swiss | born Switzerland 1944),56
Bernard Tschumi,(French and Swiss | born Switzerland 1944),57
Bernard Tschumi,(French and Swiss | born Switzerland 1944),58
Bernard Tschumi,(French and Swiss | born Switzerland 1944),59
Bernard Tschumi,(French and Swiss | born Switzerland 1944),60
Bernard Tschumi,(French and Swiss | born Switzerland 1944),61
Bernard Tschumi,(French and Swiss | born Switzerland 1944),62
Bernard Tschumi,(French and Swiss | born Switzerland 1944),63
Bernard Tschumi,(French and Swiss | born Switzerland 1944),64
Bernard Tschumi,(French and Swiss | born Switzerland 1944),65
Bernard Tschumi,(French and Swiss | born Switzerland 1944),66
Bernard Tschumi,(French and Swiss | born Switzerland 1944),67
Bernard Tschumi,(French and Swiss | born Switzerland 1944),68
Hans Poelzig,(German | 1869–1936),76
Raimund Abraham,(American | born Austria. 1933–2010),79
Peter Eisenman | Robert Cole,(American | born 1932),81
Rem Koolhaas | Madelon Vriesendorp,(Dutch | born 1944) (Dutch | born 1945),82
Roger C. Ferri,(American | 1949–1991),84
Bernard Tschumi,(French and Swiss | born Switzerland 1944),85
Roger C. Ferri,(American | 1949–1991),87
Bernard Tschumi,(French and Swiss | born Switzerland 1944),88
Roger C. Ferri,(American | 1949–1991),90
Michael Graves,(American | 1934–2015),92
Michael Graves,(American | 1934–2015),94
Michael Graves,(American | 1934–2015),96
Michael Graves,(American | 1934–2015),98
Aldo Rossi | Gianni Braghieri | M. Bosshard,(Italian | 1931–1997) (Italian | born 1945) (Italian),100
Ludwig Mies van der Rohe,(American | born Germany. 1886–1969),102
Erik Gunnar Asplund,(Swedish | 1885–1940),107
Erik Gunnar Asplund,(Swedish | 1885–1940),109
Erik Gunnar Asplund,(Swedish | 1885–1940),111
Erik Gunnar Asplund,(Swedish | 1885–1940),113
Erik Gunnar Asplund,(Swedish | 1885–1940),115
Erik Gunnar Asplund,(Swedish | 1885–1940),117
Erik Gunnar Asplund,(Swedish | 1885–1940),119
Erik Gunnar Asplund,(Swedish | 1885–1940),121
Erik Gunnar Asplund,(Swedish | 1885–1940),123
Erik Gunnar Asplund,(Swedish | 1885–1940),125
Erik Gunnar Asplund,(Swedish | 1885–1940),126
Erik Gunnar Asplund,(Swedish | 1885–1940),128
Erik Gunnar Asplund,(Swedish | 1885–1940),130
Erik Gunnar Asplund,(Swedish | 1885–1940),131
Erik Gunnar Asplund,(Swedish | 1885–1940),132
Erik Gunnar Asplund,(Swedish | 1885–1940),133
Erik Gunnar Asplund,(Swedish | 1885–1940),134
Erik Gunnar Asplund,(Swedish | 1885–1940),135
Erik Gunnar Asplund,(Swedish | 1885–1940),136
Erik Gunnar Asplund,(Swedish | 1885–1940),137
Erik Gunnar Asplund,(Swedish | 1885–1940),138
Erik Gunnar Asplund,(Swedish | 1885–1940),139
Erik Gunnar Asplund,(Swedish | 1885–1940),141
Erik Gunnar Asplund,(Swedish | 1885–1940),142
Erik Gunnar Asplund,(Swedish | 1885–1940),143
Erik Gunnar Asplund,(Swedish | 1885–1940),144
Erik Gunnar Asplund,(Swedish | 1885–1940),145
Erik Gunnar Asplund,(Swedish | 1885–1940),146
Erik Gunnar Asplund,(Swedish | 1885–1940),147
Erik Gunnar Asplund | Sigurd Lewerentz,(Swedish | 1885–1940) (Swedish),148
Erik Gunnar Asplund,(Swedish | 1885–1940),149
Erik Gunnar Asplund,(Swedish | 1885–1940),150
Paul Nelson | Frantz Jourdain | Oscar Nitzchke,(American | 1895–1979) (French | 1847–1935) (American | born Germany. 1900–1991),151
Paul Nelson | Frantz Jourdain | Oscar Nitzchke,(American | 1895–1979) (French | 1847–1935) (American | born Germany. 1900–1991),152
Paul Nelson | Oscar Nitzchke | Frantz Jourdain,(American | 1895–1979) (American | born Germany. 1900–1991) (French | 1847–1935),153
Paul Nelson | Frantz Jourdain | Oscar Nitzchke,(American | 1895–1979) (French | 1847–1935) (American | born Germany. 1900–1991),154
Steven Holl,(American | born 1947),163
Steven Holl,(American | born 1947),164
Erich Mendelsohn,(American | born Germany (now Poland). 1887–1953),165
Steven Holl,(American | born 1947),166
Erich Mendelsohn,(American | born Germany (now Poland). 1887–1953),167
Paolo Soleri,(American | born Italy. 1919–2013),168
Steven Holl,(American | born 1947),169
Erich Mendelsohn,(American | born Germany (now Poland). 1887–1953),170
Steven Holl,(American | born 1947),171
Erich Mendelsohn,(American | born Germany (now Poland). 1887–1953),172
Steven Holl,(American | born 1947),173
Erich Mendelsohn,(American | born Germany (now Poland). 1887–1953),174
Steven Holl,(American | born 1947),175
Erich Mendelsohn,(American | born Germany (now Poland). 1887–1953),176
Steven Holl,(American | born 1947),177
Erich Mendelsohn,(American | born Germany (now Poland). 1887–1953),178
Steven Holl,(American | born 1947),179
Erich Mendelsohn,(American | born Germany (now Poland). 1887–1953),180
Steven Holl,(American | born 1947),181
Erich Mendelsohn,(American | born Germany (now Poland). 1887–1953),182
Steven Holl,(American | born 1947),183
Erich Mendelsohn,(American | born Germany (now Poland). 1887–1953),184
Steven Holl,(American | born 1947),185
Erich Mendelsohn,(American | born Germany (now Poland). 1887–1953),186
Steven Holl,(American | born 1947),187
Erich Mendelsohn,(American | born Germany (now Poland). 1887–1953),188
Paul Rudolph,(American | 1918–1997),189
Erich Mendelsohn,(American | born Germany (now Poland). 1887–1953),190
Paul Rudolph,(American | 1918–1997),191
Erich Mendelsohn,(American | born Germany (now Poland). 1887–1953),192
Paul Rudolph,(American | 1918–1997),193
Erich Mendelsohn,(American | born Germany (now Poland). 1887–1953),194
Erich Mendelsohn,(American | born Germany (now Poland). 1887–1953),195
Erich Mendelsohn,(American | born Germany (now Poland). 1887–1953),197
Erich Mendelsohn,(American | born Germany (now Poland). 1887–1953),198
Erich Mendelsohn,(American | born Germany (now Poland). 1887–1953),199
Peter Cook,(British | born 1936),200
Diller + Scofidio | Elizabeth Diller | Ricardo Scofidio,(American | established 1979) (American | born Poland 1954) (American | born 1935),201
Zaha Hadid,(British | born Iraq 1950),202
Fumihiko Maki,(Japanese | born 1928),203
Rem Koolhaas | Zoe Zenghelis | Elia Zenghelis | Madelon Vriesendorp,(Dutch | born 1944) (British | born Greece 1937) (British | born Greece 1937) (Dutch | born 1945),204
Frank Lloyd Wright,(American | 1867–1959),205
Frank Lloyd Wright,(American | 1867–1959),206
Frank Lloyd Wright,(American | 1867–1959),207
Frank Lloyd Wright,(American | 1867–1959),208
Mario Bellini,(Italian | born 1935),209
Venturi and Rauch | Robert Venturi | John Rauch,(American | est. 1964–1979) (American | born 1925) (American | born 1930),210
Venturi and Rauch | Robert Venturi | John Rauch | Denise Scott Brown,(American | est. 1964–1979) (American | born 1925) (American | born 1930) (American | born Zambia | 1931),211
Venturi | Rauch and Scott Brown | Robert Venturi | John Rauch | Denise Scott Brown,(American | established 1980) (American | born 1925) (American | born 1930) (American | born Zambia | 1931),212
Venturi | Rauch and Scott Brown | Robert Venturi | John Rauch | Denise Scott Brown,(American | established 1980) (American | born 1925) (American | born 1930) (American | born Zambia | 1931),213
Venturi | Rauch and Scott Brown | Robert Venturi | John Rauch | Denise Scott Brown,(American | established 1980) (American | born 1925) (American | born 1930) (American | born Zambia | 1931),215
Emilio Ambasz,(Argentine | born 1943),219
Raimund Abraham,(American | born Austria. 1933–2010),220
Tadao Ando,(Japanese | born 1941),221
Tadao Ando,(Japanese | born 1941),222
Tadao Ando,(Japanese | born 1941),223
Tadao Ando,(Japanese | born 1941),224
Arata Isozaki,(Japanese | born 1931),225
Arata Isozaki,(Japanese | born 1931),226
Arata Isozaki,(Japanese | born 1931),227
Arata Isozaki,(Japanese | born 1931),228
Arata Isozaki,(Japanese | born 1931),229
Arata Isozaki,(Japanese | born 1931),230
Arata Isozaki,(Japanese | born 1931),231
Theo van Doesburg (Christian Emil Marie Küpper) | Cornelis van Eesteren,(Dutch | 1883–1931) (Dutch | 1897–1988),232
Arata Isozaki,(Japanese | born 1931),233
Arata Isozaki,(Japanese | born 1931),235
Arata Isozaki,(Japanese | born 1931),237
Arata Isozaki,(Japanese | born 1931),238
Arata Isozaki,(Japanese | born 1931),239
Bernard Tschumi,(French and Swiss | born Switzerland 1944),240
Frank Lloyd Wright,(American | 1867–1959),241
Frank Lloyd Wright,(American | 1867–1959),242
Frank Lloyd Wright,(American | 1867–1959),243
Frank Lloyd Wright,(American | 1867–1959),244
Frank Lloyd Wright,(American | 1867–1959),245
Frank Lloyd Wright,(American | 1867–1959),246
Frank Lloyd Wright,(American | 1867–1959),247
Frank Lloyd Wright,(American | 1867–1959),248
Frank Lloyd Wright,(American | 1867–1959),249
Frank Lloyd Wright,(American | 1867–1959),250
Roberto Burle Marx | Oscar Niemeyer,(Brazilian | 1909–1994) (Brazilian | 1907–2012),252
Roberto Burle Marx | Oscar Niemeyer,(Brazilian | 1909–1994) (Brazilian | 1907–2012),253
Neil M. Denari,(American | born 1957),255
Ludwig Mies van der Rohe,(American | born Germany. 1886–1969),256
David Jacob,(American | born 1928),257
Mario Botta,(Swiss | born 1943),258
Mario Botta,(Swiss | born 1943),259
Mario Botta,(Swiss | born 1943),260
Mario Botta,(Swiss | born 1943),261
Mario Botta,(Swiss | born 1943),262
Mario Botta,(Swiss | born 1943),263
R. Buckminster Fuller,(American | 1895–1983),264
Mario Botta,(Swiss | born 1943),265
R. Buckminster Fuller,(American | 1895–1983),266
Mario Botta,(Swiss | born 1943),267
Mario Botta,(Swiss | born 1943),268
Mario Botta,(Swiss | born 1943),269
Mario Botta,(Swiss | born 1943),270
Mario Botta,(Swiss | born 1943),271
Mario Botta,(Swiss | born 1943),272
Mario Botta,(Swiss | born 1943),273
Mario Botta,(Swiss | born 1943),274
Mario Botta,(Swiss | born 1943),275
Mario Botta,(Swiss | born 1943),276
Mario Botta,(Swiss | born 1943),277
Mario Botta,(Swiss | born 1943),278
Mario Botta,(Swiss | born 1943),279
Mario Botta,(Swiss | born 1943),280
Mario Botta,(Swiss | born 1943),281
Frank Lloyd Wright,(American | 1867–1959),282
Alessandro Mendini,(Italian | born 1931),283
Frank Lloyd Wright,(American | 1867–1959),284
Frank Lloyd Wright,(American | 1867–1959),285
Roberto Burle Marx,(Brazilian | 1909–1994),286
Herbert Bayer,(American | born Austria. 1900–1985),287
Leon Krier,(Luxembourgish | born 1946),288
Ludwig Mies van der Rohe,(American | born Germany. 1886–1969),289
Ludwig Mies van der Rohe,(American | born Germany. 1886–1969),290
Ludwig Mies van der Rohe,(American | born Germany. 1886–1969),291
Ludwig Mies van der Rohe,(American | born Germany. 1886–1969),292
Ludwig Mies van der Rohe,(American | born Germany. 1886–1969),293
Ludwig Mies van der Rohe,(American | born Germany. 1886–1969),294
Daniel Libeskind,(American | born Poland 1946),295
Thom Mayne | Andrew Zago,(American | born 1944) (American | born 1958),296
Thom Mayne | Andrew Zago,(American | born 1944) (American | born 1958),297
Thom Mayne | Andrew Zago,(American | born 1944) (American | born 1958),298
Morphosis | Santa Monica | CA | Thom Mayne | Andrew Zago,(founded 1972) (American | born 1944) (American | born 1958),299
Rem Koolhaas | Elia Zenghelis | Zoe Zenghelis | Madelon Vriesendorp,(Dutch | born 1944) (British | born Greece 1937) (British | born Greece 1937) (Dutch | born 1945),300
Aldo Rossi,(Italian | 1931–1997),301
Joel Sanders,(American | born 1956),302
Joel Sanders,(American | born 1956),303
Massimo Scolari,(Italian | born 1943),304
Frank Lloyd Wright,(American | 1867–1959),305
Frank Lloyd Wright,(American | 1867–1959),306
Raimund Abraham,(American | born Austria. 1933–2010),307
Raimund Abraham,(American | born Austria. 1933–2010),308
Kenneth Snelson,(American | born 1927),309
Erik Gunnar Asplund,(Swedish | 1885–1940),318
Erik Gunnar Asplund | Sigurd Lewerentz,(Swedish | 1885–1940) (Swedish),319
Ernesto Bruno La Padula | Giovanni Guerrini | Mario Romano,(Italian | 1902–1968) (Italian | 1887–1972) (Italian),320
Leon Krier,(Luxembourgish | born 1946),321
Leon Krier,(Luxembourgish | born 1946),322
Leon Krier,(Luxembourgish | born 1946),323
Richard Meier,(American | born 1934),324
Richard Meier,(American | born 1934),325
Richard Meier,(American | born 1934),326
Richard Meier,(American | born 1934),327
Richard Meier,(American | born 1934),328
Richard Meier,(American | born 1934),329
Richard Meier,(American | born 1934),330
Richard Meier,(American | born 1934),331
Ernesto Bruno La Padula | Giovanni Guerrini | Mario Romano,(Italian | 1902–1968) (Italian | 1887–1972) (Italian),332
Ernesto Bruno La Padula | Giovanni Guerrini | Mario Romano,(Italian | 1902–1968) (Italian | 1887–1972) (Italian),333
Ernesto Bruno La Padula | Giovanni Guerrini | Mario Romano | Mario Romano | Giovanni Guerrini,(Italian | 1902–1968) (Italian | 1887–1972) (Italian) (Italian) (Italian | 1887–1972),334
Raimund Abraham,(American | born Austria. 1933–2010),335
Emilio Ambasz,(Argentine | born 1943),336
Emilio Ambasz,(Argentine | born 1943),337
Tadao Ando,(Japanese | born 1941),338
Tadao Ando,(Japanese | born 1941),339
Tadao Ando,(Japanese | born 1941),340
Tadao Ando,(Japanese | born 1941),341
Raimund Abraham,(American | born Austria. 1933–2010),342
Tadao Ando,(Japanese | born 1941),343
Rafael Viñoly,(American | born Uruguay 1944),344
Mario Bellini,(Italian | born 1935),345
Rafael Viñoly,(American | born Uruguay 1944),346
Rafael Viñoly,(American | born Uruguay 1944),347
Rafael Viñoly,(American | born Uruguay 1944),348
Rafael Viñoly,(American | born Uruguay 1944),349
Rafael Viñoly,(American | born Uruguay 1944),350
Rafael Viñoly,(American | born Uruguay 1944),351
Rafael Viñoly,(American | born Uruguay 1944),352
Mario Bellini,(Italian | born 1935),353
Rafael Viñoly,(American | born Uruguay 1944),354
Mario Botta,(Swiss | born 1943),355
Santiago Calatrava,(Spanish | born 1951),357
Santiago Calatrava,(Spanish | born 1951),359
Norman Foster,(British | born 1935),360
Norman Foster,(British | born 1935),361
Norman Foster,(British | born 1935),362
Zaha Hadid,(British | born Iraq 1950),363
Zaha Hadid,(British | born Iraq 1950),364
Zaha Hadid,(British | born Iraq 1950),365
Zaha Hadid,(British | born Iraq 1950),366
Zaha Hadid,(British | born Iraq 1950),367
Zaha Hadid,(British | born Iraq 1950),368
Zaha Hadid,(British | born Iraq 1950),369
Zaha Hadid,(British | born Iraq 1950),370
Zaha Hadid,(British | born Iraq 1950),372
Zaha Hadid,(British | born Iraq 1950),373
Zaha Hadid,(British | born Iraq 1950),374
Zaha Hadid,(British | born Iraq 1950),375
Zaha Hadid,(British | born Iraq 1950),376
Zaha Hadid,(British | born Iraq 1950),377
Zaha Hadid,(British | born Iraq 1950),378
Zaha Hadid,(British | born Iraq 1950),379
Zaha Hadid,(British | born Iraq 1950),380
Zaha Hadid,(British | born Iraq 1950),381
Zaha Hadid,(British | born Iraq 1950),382
Zaha Hadid,(British | born Iraq 1950),383
Zaha Hadid,(British | born Iraq 1950),384
Louis I. Kahn,(American | born Estonia. 1901–1974),386
Arata Isozaki,(Japanese | born 1931),387
Ludwig Mies van der Rohe,(American | born Germany. 1886–1969),388
Louis I. Kahn,(American | born Estonia. 1901–1974),389
Rem Koolhaas | Elia Zenghelis | Madelon Vriesendorp | Zoe Zenghelis,(Dutch | born 1944) (British | born Greece 1937) (Dutch | born 1945) (British | born Greece 1937),390
Louis I. Kahn,(American | born Estonia. 1901–1974),391
Rem Koolhaas | Elia Zenghelis | Madelon Vriesendorp | Zoe Zenghelis,(Dutch | born 1944) (British | born Greece 1937) (Dutch | born 1945) (British | born Greece 1937),392
Frederick Kiesler,(American | born Austria-Hungary. 1890–1965),393
Louis I. Kahn,(American | born Estonia. 1901–1974),394
Frederick Kiesler,(American | born Austria-Hungary. 1890–1965),396
Louis I. Kahn,(American | born Estonia. 1901–1974),397
Frederick Kiesler,(American | born Austria-Hungary. 1890–1965),399
Louis I. Kahn,(American | born Estonia. 1901–1974),400
Rem Koolhaas | Elia Zenghelis | Madelon Vriesendorp | Zoe Zenghelis,(Dutch | born 1944) (British | born Greece 1937) (Dutch | born 1945) (British | born Greece 1937),401
Frederick Kiesler,(American | born Austria-Hungary. 1890–1965),402
Louis I. Kahn,(American | born Estonia. 1901–1974),403
Rem Koolhaas | Elia Zenghelis | Madelon Vriesendorp | Zoe Zenghelis,(Dutch | born 1944) (British | born Greece 1937) (Dutch | born 1945) (British | born Greece 1937),404
Louis I. Kahn,(American | born Estonia. 1901–1974),405
Rem Koolhaas | Elia Zenghelis | Madelon Vriesendorp | Zoe Zenghelis,(Dutch | born 1944) (British | born Greece 1937) (Dutch | born 1945) (British | born Greece 1937),406
Louis I. Kahn,(American | born Estonia. 1901–1974),407
Rem Koolhaas | Elia Zenghelis | Madelon Vriesendorp | Zoe Zenghelis,(Dutch | born 1944) (British | born Greece 1937) (Dutch | born 1945) (British | born Greece 1937),408
Louis I. Kahn,(American | born Estonia. 1901–1974),409
Rem Koolhaas | Elia Zenghelis | Madelon Vriesendorp | Zoe Zenghelis,(Dutch | born 1944) (British | born Greece 1937) (Dutch | born 1945) (British | born Greece 1937),410
Louis I. Kahn,(American | born Estonia. 1901–1974),411
Raimund Abraham,(American | born Austria. 1933–2010),412
Rem Koolhaas | Elia Zenghelis | Madelon Vriesendorp | Zoe Zenghelis,(Dutch | born 1944) (British | born Greece 1937) (Dutch | born 1945) (British | born Greece 1937),413
Louis I. Kahn,(American | born Estonia. 1901–1974),414
Emilio Ambasz,(Argentine | born 1943),415
Rem Koolhaas | Elia Zenghelis | Madelon Vriesendorp | Zoe Zenghelis,(Dutch | born 1944) (British | born Greece 1937) (Dutch | born 1945) (British | born Greece 1937),416
Louis I. Kahn,(American | born Estonia. 1901–1974),417
Emilio Ambasz,(Argentine | born 1943),418
Rem Koolhaas | Elia Zenghelis | Madelon Vriesendorp | Zoe Zenghelis,(Dutch | born 1944) (British | born Greece 1937) (Dutch | born 1945) (British | born Greece 1937),419
Louis I. Kahn,(American | born Estonia. 1901–1974),420
Jason Crum,(American | 1935–2004),421
Emilio Ambasz,(Argentine | born 1943),422
Rem Koolhaas | Elia Zenghelis | Madelon Vriesendorp | Zoe Zenghelis,(Dutch | born 1944) (British | born Greece 1937) (Dutch | born 1945) (British | born Greece 1937),423
Louis I. Kahn,(American | born Estonia. 1901–1974),424
Jason Crum,(American | 1935–2004),425
Tadao Ando,(Japanese | born 1941),426
Rem Koolhaas | Elia Zenghelis | Madelon Vriesendorp | Zoe Zenghelis,(Dutch | born 1944) (British | born Greece 1937) (Dutch | born 1945) (British | born Greece 1937),427
Louis I. Kahn,(American | born Estonia. 1901–1974),428
Jason Crum,(American | 1935–2004),429
Mario Bellini,(Italian | born 1935),430
Rem Koolhaas | Elia Zenghelis | Madelon Vriesendorp | Zoe Zenghelis,(Dutch | born 1944) (British | born Greece 1937) (Dutch | born 1945) (British | born Greece 1937),431
Louis I. Kahn,(American | born Estonia. 1901–1974),432
Konrad Wachsmann,(American | born Germany. 1901–1980),433
Ricardo Bofill,(Spanish | born 1939),434
Rem Koolhaas | Elia Zenghelis | Madelon Vriesendorp | Zoe Zenghelis,(Dutch | born 1944) (British | born Greece 1937) (Dutch | born 1945) (British | born Greece 1937),435
Louis I. Kahn,(American | born Estonia. 1901–1974),436
Mario Botta,(Swiss | born 1943),437
Rem Koolhaas | Elia Zenghelis | Madelon Vriesendorp | Zoe Zenghelis,(Dutch | born 1944) (British | born Greece 1937) (Dutch | born 1945) (British | born Greece 1937),438
Louis I. Kahn,(American | born Estonia. 1901–1974),439
Diller + Scofidio | Elizabeth Diller | Ricardo Scofidio,(American | established 1979) (American | born Poland 1954) (American | born 1935),440
Rem Koolhaas | Elia Zenghelis | Madelon Vriesendorp | Zoe Zenghelis,(Dutch | born 1944) (British | born Greece 1937) (Dutch | born 1945) (British | born Greece 1937),441
Louis I. Kahn,(American | born Estonia. 1901–1974),442
Ricardo Bofill,(Spanish | born 1939),443
Frank O. Gehry,(American | born Canada 1929),444
Leon Krier,(Luxembourgish | born 1946),445
Louis I. Kahn,(American | born Estonia. 1901–1974),446
Ricardo Bofill,(Spanish | born 1939),447
Wolf D. Prix | Helmut Swiczinsky,(Austrian | born 1942) (Polish | born 1944),448
Cesar Pelli,(American | born Argentina 1926),449
Louis I. Kahn,(American | born Estonia. 1901–1974),450
Ricardo Bofill,(Spanish | born 1939),451
Chuck Hoberman,(American | born 1956),452
Cesar Pelli,(American | born Argentina 1926),453
Louis I. Kahn,(American | born Estonia. 1901–1974),454
Ricardo Bofill,(Spanish | born 1939),455
Steven Holl,(American | born 1947),456
Cesar Pelli,(American | born Argentina 1926),457
Louis I. Kahn,(American | born Estonia. 1901–1974),458
Ricardo Bofill,(Spanish | born 1939),459
Hans Hollein,(Austrian | 1934–2014),460
Cesar Pelli,(American | born Argentina 1926),461
Louis I. Kahn,(American | born Estonia. 1901–1974),462
Ricardo Bofill,(Spanish | born 1939),463
Leon Krier,(Luxembourgish | born 1946),464
Cesar Pelli,(American | born Argentina 1926),465
Louis I. Kahn,(American | born Estonia. 1901–1974),466
Ricardo Bofill,(Spanish | born 1939),467
Scott Marble | Karen Fairbanks,(American | born 1960) (American | born 1959),468
Cesar Pelli,(American | born Argentina 1926),469
Louis I. Kahn,(American | born Estonia. 1901–1974),470
Ricardo Bofill | Gregory Baird | Rogelio Jimenez,(Spanish | born 1939),471
Yoshito Takahashi,(Japanese | born 1962),472
Cesar Pelli,(American | born Argentina 1926),473
Louis I. Kahn,(American | born Estonia. 1901–1974),474
Ricardo Bofill,(Spanish | born 1939),475
Bernard Tschumi,(French and Swiss | born Switzerland 1944),476
Cesar Pelli,(American | born Argentina 1926),477
Louis I. Kahn,(American | born Estonia. 1901–1974),478
Ricardo Bofill,(Spanish | born 1939),479
Rafael Viñoly,(American | born Uruguay 1944),480
Rafael Viñoly,(American | born Uruguay 1944),481
Rafael Viñoly,(American | born Uruguay 1944),482
Cesar Pelli,(American | born Argentina 1926),483
Louis I. Kahn,(American | born Estonia. 1901–1974),484
Louis I. Kahn,(American | born Estonia. 1901–1974),485
Ricardo Bofill,(Spanish | born 1939),486
Cesar Pelli,(American | born Argentina 1926),487
Louis I. Kahn,(American | born Estonia. 1901–1974),488
Louis I. Kahn,(American | born Estonia. 1901–1974),489
Ricardo Bofill,(Spanish | born 1939),490
Cesar Pelli,(American | born Argentina 1926),491
Louis I. Kahn,(American | born Estonia. 1901–1974),492
Louis I. Kahn,(American | born Estonia. 1901–1974),493
Theo van Doesburg (Christian Emil Marie Küpper),(Dutch | 1883–1931),494
Ricardo Bofill,(Spanish | born 1939),495
Cesar Pelli,(American | born Argentina 1926),496
Louis I. Kahn,(American | born Estonia. 1901–1974),497
Louis I. Kahn,(American | born Estonia. 1901–1974),498
Theo van Doesburg (Christian Emil Marie Küpper),(Dutch | 1883–1931),499
Ricardo Bofill,(Spanish | born 1939),500
Cesar Pelli,(American | born Argentina 1926),501
Louis I. Kahn,(American | born Estonia. 1901–1974),502
Louis I. Kahn,(American | born Estonia. 1901–1974),503
James Stirling,(British | born Scotland 1926–1992),504
Ricardo Bofill,(Spanish | born 1939),505
Cesar Pelli,(American | born Argentina 1926),506
Louis I. Kahn,(American | born Estonia. 1901–1974),507
Louis I. Kahn,(American | born Estonia. 1901–1974),508
James Stirling,(British | born Scotland 1926–1992),509
Ricardo Bofill,(Spanish | born 1939),510
Paul Rudolph,(American | 1918–1997),511
Louis I. Kahn,(American | born Estonia. 1901–1974),512
Louis I. Kahn,(American | born Estonia. 1901–1974),513
James Stirling,(British | born Scotland 1926–1992),514
Iakov Chernikhov,(Russian | 1889–1951),515
Wolf D. Prix | Helmut Swiczinsky,(Austrian | born 1942) (Polish | born 1944),516
Robert A. M. Stern,(American | born 1939),517
Louis I. Kahn,(American | born Estonia. 1901–1974),518
Louis I. Kahn,(American | born Estonia. 1901–1974),519
James Stirling,(British | born Scotland 1926–1992),520
Leon Krier,(Luxembourgish | born 1946),521
Venturi and Rauch | John Rauch | Robert Venturi,(American | est. 1964–1979) (American | born 1930) (American | born 1925),522
James Wines | Alison Sky | Michelle Stone | Emilio Sousa,(American | born 1932) (American) (American | born 1944) (American | born 1944),523
Louis I. Kahn,(American | born Estonia. 1901–1974),524
Louis I. Kahn,(American | born Estonia. 1901–1974),525
James Stirling,(British | born Scotland 1926–1992),526
Leon Krier,(Luxembourgish | born 1946),527
Harry C. Wolf,(American | born 1935),528
Louis I. Kahn,(American | born Estonia. 1901–1974),529
Louis I. Kahn,(American | born Estonia. 1901–1974),530
James Stirling,(British | born Scotland 1926–1992),531
Leon Krier,(Luxembourgish | born 1946),532
Mehrdad Yazdani,(Iranian | born 1959),533
Louis I. Kahn,(American | born Estonia. 1901–1974),534
Louis I. Kahn,(American | born Estonia. 1901–1974),535
Leon Krier,(Luxembourgish | born 1946),536
Louis I. Kahn,(American | born Estonia. 1901–1974),538
Louis I. Kahn,(American | born Estonia. 1901–1974),539
