Title,Year,Medium,Width,Height,Depth,CreditLine,Classification,Department,YearAcquired,CuratorApproved,ObjectID
Merce from Merce Cunningham Portfolio,1974,Screenprint from a portfolio of three screenprints |  one lithograph |  one lithograph and screenprint |  one embossing with stencil |  and one die-cut,69.1,48,null,Purchase,Print,Prints & Illustrated Books,1975,Y,62185
Drinker,1981,Linoleum cut,80.8,60.5,null,Gift of Mr. and Mrs. Philip A. Straus,Print,Prints & Illustrated Books,1982,Y,62186
Self-Portrait: Tattooed Man,1981,Etching and drypoint,22.4,30.3,null,Purchase,Print,Prints & Illustrated Books,1989,N,62188
Dream,1939,Woodcut |  with hand additions,null,null,null,Gift of the artist,Print,Prints & Illustrated Books,1990,Y,62189
Patty's Little White Lies 61865,1986,Lithograph,null,null,null,Gift of Faye Johnson,Print,Prints & Illustrated Books,1991,Y,62190
Plate XIII from the Barcelona Series,1944,Lithograph,null,null,null,Abby Aldrich Rockefeller Fund and Prints and Illustrated Books Endowment Fund,Print,Prints & Illustrated Books,1993,Y,62191
Paris Review,1993,Aquatint and drypoint |  with hand additions,80.8,60,null,Gift of the artist,Print,Prints & Illustrated Books,1994,Y,62192
Olga's Wallpaper (for Parkett no. 47),1996,Lithograph,102,68.6,null,Riva Castleman Endowment Fund |  Lily Auchincloss Fund |  and Gift of Parkett,Print,Prints & Illustrated Books,1998,Y,62194
SELF PORTRAIT,1901,Drypoint |  printed in black,32.9,24.7,null,Purchase,Print,Prints & Illustrated Books,1949,N,62196
Young Woman |  Goldfish and Checkered Cloth (Jeune femme |  poissons rouges et nappe à carreaux),1929,Etching,12.8,17.9,null,Stephen C. Clark Fund,Print,Prints & Illustrated Books,1951,Y,62197
THE MERRY-GO-ROUND (Los Muertos se diviesten),1951,Woodcut |  printed in black,34.9,46.6,null,Inter-American Fund,Print,Prints & Illustrated Books,1954,N,62198
Noctes Ambrosianae,1906,Etching,22.2,25.4,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1955,Y,62199
THE CHURCH - OUR MOTHER,1955,Lithograph |  printed in color,51.8,41.0,null,Gift of Carl Magnus Berger,Print,Prints & Illustrated Books,1956,N,62200
Carouse (Gelage),1925,Drypoint,25.5,32.5,null,Gift of Mr. and Mrs. Leo Auerbach,Print,Prints & Illustrated Books,1963,Y,62201
THE TOWER,1960,Soft ground etching and aquatint |  printed in color,48.5,74.6,null,Gift of Robert M. Light,Print,Prints & Illustrated Books,1964,N,62202
#1 from an untitled series,1974,Serigraph |  printed in color,183.1,75.2,null,Gift of Paul |  Weiss |  Rifkind |  Wharton and Garrison,Print,Prints & Illustrated Books,1975,N,62204
Untitled,1974,Series of six screenprints |  with flocking,null,null,null,Gift of Paul |  Weiss |  Rifkind |  Wharton and Garrison,Print,Prints & Illustrated Books,1975,Y,62205
#2 from an untitled series,1974,Serigraph |  printed in color,182.7,74.3,null,Gift of Paul |  Weiss |  Rifkind |  Wharton and Garrison,Print,Prints & Illustrated Books,1975,N,62206
#3 from an untitled series,1974,Serigraph |  printed in color,181.2,73.5,null,Gift of Paul |  Weiss |  Rifkind |  Wharton and Garrison,Print,Prints & Illustrated Books,1975,N,62207
#4 from an untitled series,1974,Serigraph |  printed in color,181.7,73.3,null,Gift of Paul |  Weiss |  Rifkind |  Wharton and Garrison,Print,Prints & Illustrated Books,1975,N,62208
#5 from an untitled series,1974,Serigraph |  printed in color,182.3,77.5,null,Gift of Paul |  Weiss |  Rifkind |  Wharton and Garrison,Print,Prints & Illustrated Books,1975,N,62209
#6 from an untitled series,1974,Serigraph |  printed in color,183.6,77.4,null,Gift of Paul |  Weiss |  Rifkind |  Wharton and Garrison,Print,Prints & Illustrated Books,1975,N,62210
Frau am Strand (Woman on the Beach),1981,Woodcut and linoleum cut,79.8,61.1,null,Gift of Nelson Blitz |  Jr.,Print,Prints & Illustrated Books,1982,Y,62211
No. 30 from Changes + Disappearances,1982,Drypoint |  engraving |  and aquatint,29.3,54.2,null,Gift of Crown Point Press in celebration of its 25th anniversary,Print,Prints & Illustrated Books,1987,Y,62212
FIGURE IV from the portfolio 12 BLUE-PRINTS,1932,Blueprint,25.3,19.6,null,William K. Simpson Fund (in memory of Abby Aldrich Rockefeller),Print,Prints & Illustrated Books,1989,N,62213
Composition,1940,Lithograph,null,null,null,Gift of the artist,Print,Prints & Illustrated Books,1990,Y,62214
Grief (Leid),1908,Lithograph,null,null,null,Gift of The Philip and Lynn Straus Foundation Fund,Print,Prints & Illustrated Books,1991,Y,62215
Flipper,1970,Screenprint on two sheets,error,error,error,Walter Bareiss Fund and Sarah C. Epstein Fund,Print,Prints & Illustrated Books,1993,Y,62216
Paris Review,1993,Aquatint and drypoint |  with hand additions,80.8,60,null,Gift of the artist,Print,Prints & Illustrated Books,1994,Y,62217
Untitled (forParkett no. 29),1991,Multiple of screenprinted padded silk in gilded wooden frame,null,null,null,Riva Castleman Endowment Fund |  Lily Auchincloss Fund |  and Gift of Parkett,Print,Prints & Illustrated Books,1998,Y,62219
Head (Kopf),1925,Lithograph,null,null,null,Philip Johnson Fund,Print,Prints & Illustrated Books,1946,Y,62220
Snake,1946,Relief and soft ground etching,35.4,27.9,null,Purchase,Print,Prints & Illustrated Books,1949,N,62222
HEAD LEANING AND GOLDFISH BOWL (Tête penchée et bocal de poissons),1929,Etching |  printed in black,14.8,19.6,null,Stephen C. Clark Fund,Print,Prints & Illustrated Books,1951,N,62223
Litanies,1952,Lithograph,51.4,32.6,null,Larry Aldrich Fund,Print,Prints & Illustrated Books,1954,Y,62224
The Old Bedford Music Hall,1908,Etching,11.1,8.5,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1955,N,62225
Le Salon d'Automne,1912,Lithograph,null,null,null,Gift of Peter H. Deitsch,Print,Prints & Illustrated Books,1963,N,62226
Untitled,1967,Verifax collage in four sections |  with press type additions,30.5,32.9,null,John B. Turner Fund,Print,Prints & Illustrated Books,1975,Y,62229
The Jerusalem Plant #1 from Jerusalem Plant,1982,Lithograph,92.4,66.6,null,Gift of Celeste Bartos,Print,Prints & Illustrated Books,1982,N,62230
Untitled Etching,1985,Aquatint and etching,86.2,150.2,null,Gift of Crown Point Press in celebration of its 25th anniversary,Print,Prints & Illustrated Books,1987,N,62231
TIGER RAG from the portfolio 12 BLUE-PRINTS,1932,Blueprint,33.2,27.5,null,William K. Simpson Fund (in memory of Abby Aldrich Rockefeller),Print,Prints & Illustrated Books,1989,Y,62232
Summer,1941,Lithograph,null,null,null,Gift of the artist,Print,Prints & Illustrated Books,1990,Y,62233
Untitled,1988,Aquatint with gouache additions,null,null,null,Purchase,Print,Prints & Illustrated Books,1993,Y,62235
Storm at Saint Honoré |  state I,1993,Engraving,53,83.2,null,Gift of the artist,Print,Prints & Illustrated Books,1994,Y,62236
Fireman's Glove with Photograph (for Parkett no. 45),1995,Multiple of fireman's glove,null,null,null,Riva Castleman Endowment Fund |  Lily Auchincloss Fund |  and Gift of Parkett,Multiple,Prints & Illustrated Books,1998,Y,62238
A Guardian Angel Serves a Small Breakfast (Ein Genius serviert ein kleines Frühstück) from the yearbook Die Freude: Blätter einer neuen Gesinnung (Joy: Papers for a New Consciousness),1920,Lithograph with watercolor additions,20,15,null,Frank Crowninshield Fund,Print,Prints & Illustrated Books,1944,Y,62239
The City,1945,Engraving,22.2,12.6,null,Purchase,Print,Prints & Illustrated Books,1949,N,62240
HEAD OF A GIRL WITH RECTANGULAR EYEBROWS (Tête de jeune fille aux sourcils rectangulaires),1930,Etching |  printed in black,12.8,9.9,null,Stephen C. Clark Fund,Print,Prints & Illustrated Books,1951,N,62241
Horsemen,1954,Lithograph,48.7,32.2,null,Larry Aldrich Fund,Print,Prints & Illustrated Books,1954,Y,62242
Sally |  first state,1915,Etching,13.8,8.6,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1955,N,62243
Vegetable Market at Pontoise,1891,Etching and aquatint,25.3,20.3,null,Curt Valentin Bequest,Print,Prints & Illustrated Books,1956,N,62244
On the Stove (Sur le poêle),1922,Lithograph,17.8,22.3,null,Gift of Mr. and Mrs. Leo Auerbach,Print,Prints & Illustrated Books,1963,Y,62245
OVERNIGHT,1962,Serigraph |  printed in color,72.7,50.8,null,Gift of John S. Newberry,Print,Prints & Illustrated Books,1964,N,62246
Untitled,1967,Verifax collage in four sections |  with press type additions,30.5,32.9,null,John B. Turner Fund,Print,Prints & Illustrated Books,1975,Y,62248
The Jerusalem Plant #2 from Jerusalem Plant,1982,Woodcut,null,null,null,Gift of Celeste Bartos,Print,Prints & Illustrated Books,1982,N,62249
Bad,1988,Screenprint,108.5,101.7,null,Purchase,Print,Prints & Illustrated Books,1989,Y,62251
Easton,1941,Drypoint,19.1,12.6,null,Gift of the artist,Print,Prints & Illustrated Books,1990,Y,62252
Easton,1941,Drypoint,19.1,12.8,null,Gift of the artist,Print,Prints & Illustrated Books,1990,Y,62253
Time Flowers from the series Nails,1974,Screenprint,null,null,null,Gift of Harry Kahn,Print,Prints & Illustrated Books,1991,Y,62254
Untitled,1988,Aquatint with gouache additions,null,null,null,Purchase,Print,Prints & Illustrated Books,1993,Y,62255
Storm at Saint Honoré |  state II,1993,Engraving,53,83.2,null,Gift of the artist,Print,Prints & Illustrated Books,1994,N,62256
Saint of the Inner Light (Die Heilige vom innern Licht) from the portfolio New European Graphics |  1st Portfolio: Masters of the State Bauhaus |  Weimar (Neue europäische Graphik |  1. Mappe: Meister des Staatlichen Bauhauses in Weimar) |  1921,1921,Lithograph,31.1,17.4,null,Gift of Karl Nierendorf,Print,Prints & Illustrated Books,1944,Y,62258
Conception,1947,Engraving,27.7,17.5,null,Purchase,Print,Prints & Illustrated Books,1949,N,62260
FIGURE WITH LACE COLLOR AND CUFFS (Figure au col e t manchettes de dentelle),1929,Etching |  printed in black,12.5,9.2,null,Stephen C. Clark Fund,Print,Prints & Illustrated Books,1951,N,62261
Sally  |  second state,191,Etching,13.8,8.6,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1955,N,62262
Self-Portrait (Selbstbildnis),1914,Etching and drypoint,11.7,8.9,null,Given anonymously,Print,Prints & Illustrated Books,1963,Y,62263
Colored Palette,1963,Lithograph,null,null,null,Gift of the Celeste and Armand Bartos Foundation,Print,Prints & Illustrated Books,1964,Y,62264
Pr1nt A,1969,Screenprint,51.4,76.8,null,Given anonymously,Print,Prints & Illustrated Books,1970,Y,62265
The Jerusalem Plant #3 from Jerusalem Plant,1982,Woodcut,null,null,null,Gift of Celeste Bartos,Print,Prints & Illustrated Books,1982,N,62267
Gun Face,1985,Screenprint,60,51.4,null,Walter Bareiss Fund,Print,Prints & Illustrated Books,1987,Y,62268
Untitled from the series Work for the Blind,1985,Offset lithograph with embossing,81,61.6,null,John B. Turner Fund,Print,Prints & Illustrated Books,1989,Y,62269
Man Reading,1940,Lithograph,null,null,null,Gift of the artist,Print,Prints & Illustrated Books,1990,Y,62270
Counting,1991,Photogravure and screenprint,173,90.2,null,Gift of Walter Bareiss,Print,Prints & Illustrated Books,1991,Y,62271
The Moon Museum,1969,Lithograph of tantalum nitride film on ceramic wafer,1.4,1.9,null,Gift of Ruth Waldhauer,Print,Prints & Illustrated Books,1993,Y,62272
Storm at Saint Honoré |  state III,1993,Engraving,53,83.2,null,Gift of the artist,Print,Prints & Illustrated Books,1994,N,62273
Chevelle,1968,Screenprint,61,49.7,null,Frances Keech Fund,Print,Prints & Illustrated Books,1998,Y,62275
Mediterranean Sailor (Südlicher Matrose),1923,Lithograph,null,null,null,Purchase Fund,Print,Prints & Illustrated Books,1945,Y,62276
MAN WITH BASKET,1922,Drypoint,11.8,9.0,null,A. Conger Goodyear Fund,Print,Prints & Illustrated Books,1947,N,62277
Self-Portrait with Dog in Front of the Easel (Selbstbildnis mit Hund vor der Staffelei) from the deluxe periodical in portfolio form Die Schaffenden |  vol. 5 |  no. 2,1926,Lithograph,null,null,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,62278
FIGURE WITH JOINED HANDS AND PERSIAN CLOTH (Figure mains jointes et nappe à décor persan),1929,Etching |  printed in black,12.5,8.9,null,Stephen C. Clark Fund,Print,Prints & Illustrated Books,1951,N,62279
STUDY,1952,Lithograph |  printed in black on green paper,66.2,50.7,null,Inter-American Fund,Print,Prints & Illustrated Books,1954,N,62280
That Old-Fashioned Mother of Mine,1928,Etching,19.4,14.9,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1955,Y,62281
Child's Head with Flowers,1897,Lithograph,25.2,21.2,null,Gift of Mrs. Donald B. Straus,Print,Prints & Illustrated Books,1956,N,62282
Pr2nt A,1969,Screenprint,51.4,76.8,null,Given anonymously,Print,Prints & Illustrated Books,1970,Y,62284
Ikur,1972,Woodcut,26.4,50.8,null,Walter Bareiss Fund,Print,Prints & Illustrated Books,1975,Y,62285
Tilting Power,1981,Woodcut,null,null,null,John B. Turner Fund,Print,Prints & Illustrated Books,1982,Y,62286
Reindeer with Pattern,1985,Screenprint,70.8,57.4,null,Walter Bareiss Fund,Print,Prints & Illustrated Books,1987,N,62287
Laboratory Still Life No. 4,1988,Etching and aquatint,46.3,48.7,null,Elinor and Edmund Grasheim and Margery and Harry Kahn Funds,Print,Prints & Illustrated Books,1989,Y,62288
During the War: Shortage of Food in Easton,1942,Woodcut,null,null,null,Gift of the artist,Print,Prints & Illustrated Books,1990,Y,62289
Long Vertical Falls #4,1991,Aquatint,113.8,57.9,null,Gift of Matthew Marks,Print,Prints & Illustrated Books,1991,Y,62290
Storm at Saint Honoré |  state IV,1993,Engraving with ink and crayon additions,53,83.2,null,Gift of the artist,Print,Prints & Illustrated Books,1994,Y,62292
The Waltz of The Black Stockings (La Valse des bas noirs),1893,Lithographed and stenciled sheet music,null,null,null,Linda Barth Goldstein Fund,Print,Prints & Illustrated Books,1997,Y,62293
Copper Series,1970,Series of seven lithographs,40.6,55.8,null,John B. Turner Fund,Print,Prints & Illustrated Books,1998,Y,62294
Mrs. Otto Mueller (Frau Otto Mueller),1923,Lithograph,null,null,null,Purchase Fund,Print,Prints & Illustrated Books,1945,Y,62295
Feast Day,1922,Drypoint,24.9,18.7,null,A. Conger Goodyear Fund,Print,Prints & Illustrated Books,1947,Y,62296
Composition,1948,Drypoint,15.6,11.4,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1949,Y,62297
Young Woman with Black Eyes Staring at an Aquarium (Jeune femme aux yeux noirs fixant un aquarium),1929,Etching,9.2,12.4,null,Stephen C. Clark Fund,Print,Prints & Illustrated Books,1951,Y,62298
Dog Barking at the Moon,1952,Lithograph,36.2,54.3,null,Larry Aldrich Fund,Print,Prints & Illustrated Books,1954,Y,62299
Vision |  Volumes and Recession,1924,Etching,19.9,11.1,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1955,Y,62300
....First a stretch of water |  then the figure of a prostitute |  the corner of a temple |  a soldier |  a chariot with two prancing white horses |  Plate I from the portfolio Temptation of Saint Anthony (first series),1888,Lithograph on chine appliqué,29,20.9,null,Gift of Abby Aldrich Rockefeller (by exchange),Print,Prints & Illustrated Books,1956,Y,62301
Temptation of Saint Anthony (first series),1888,Portfolio of 10 lithographs on chine appliqué |  and one lithographed portfolio cover,null,null,null,Gift of Abby Aldrich Rockefeller (by exchange),Print,Prints & Illustrated Books,1956,Y,62302
.....And in the disc of the sun shines the face of Jesus Christ |  Plate X from the portfolio Temptation of Saint Anthony (first series),1888,Lithograph on chine appliqué,null,null,null,Gift of Abby Aldrich Rockefeller (by exchange),Print,Prints & Illustrated Books,1956,Y,62303
Cover - Frontispiece from the portfolio Temptation of Saint Anthony (first series),1888,Lithograph,null,null,null,Gift of Abby Aldrich Rockefeller (by exchange),Print,Prints & Illustrated Books,1956,Y,62304
It is the Devil |  bearing beneath his wings the Seven Deadly Sins.....Plate II from the portfolio Temptation of Saint Anthony (first series),1888,Lithograph on chine appliqué,25.4,20.1,null,Gift of Abby Aldrich Rockefeller (by exchange),Print,Prints & Illustrated Books,1956,Y,62305
.....And a huge bird |  descending from the sky |  hurled itself against her crown of hair..... |  Plate III from the portfolio Temptation of Saint Anthony (first series),1888,Lithograph on chine appliqué,19.1,16.1,null,Gift of Abby Aldrich Rockefeller (by exchange),Print,Prints & Illustrated Books,1956,Y,62306
He raises high the brass urn |  Plate IV from the portfolio Temptation of Saint Anthony (first series),1888,Lithograph on chine appliqué,27.3,19.6,null,Gift of Abby Aldrich Rockefeller (by exchange),Print,Prints & Illustrated Books,1956,Y,62307
It is a skull |  crowned with roses |  dominating the torso of a woman nacresously white |  Plate VI from the portfolio The Temptation of Saint Anthony (first series),1888,Lithograph on chine appliqué,29.7,21.4,null,Gift of Abby Aldrich Rockefeller (by exchange),Print,Prints & Illustrated Books,1956,Y,62308
.....The chimera with green eyes |  turning |  baying |  Plate VII from the portfolio Temptation of Saint Anthony (first series),1888,Lithograph on chine appliqué,27.3,16.1,null,Gift of Abby Aldrich Rockefeller (by exchange),Print,Prints & Illustrated Books,1956,Y,62309
And all manner of frightful creatures arose |  Plate VIII from the portfolio Temptation of Saint Anthony (first series),1888,Lithograph on chine appliqué,31.4,23,null,Gift of Abby Aldrich Rockefeller (by exchange),Print,Prints & Illustrated Books,1956,Y,62310
Eyeballs blazed everywhere |  Plate IX from the portfolio The Temptation of Saint Anthony (first series),1888,Lithograph on chine appliqué,20.3,15.7,null,Gift of Abby Aldrich Rockefeller (by exchange),Print,Prints & Illustrated Books,1956,Y,62311
BABYLON from the portfolio APOCALYPSE,1961,,38.7,27.7,null,Gift of Mrs. Donald B. Straus,Print,Prints & Illustrated Books,1963,N,62312
APOCALYPSE,1961,Eleven thermo-intaglios (heat engraving of poly-vinyl) and other non-thermal techniques |  printed in black,error,error,error,Gift of Mrs. Donald B. Straus,Print,Prints & Illustrated Books,1963,N,62313
THE MESSAGE from the portfolio APOCALYPSE,1961,,40.1,28.8,null,Gift of Mrs. Donald B. Straus,Print,Prints & Illustrated Books,1963,N,62314
THE CAPSULE from the portfolio APOCALYPSE,1961,,40.4,51.7,null,Gift of Mrs. Donald B. Straus,Print,Prints & Illustrated Books,1963,N,62315
THE MAW from the portfolio APOCALYPSE,1961,,40,28.4,null,Gift of Mrs. Donald B. Straus,Print,Prints & Illustrated Books,1963,N,62316
CHARIOTS from the portfolio APOCALYPSE,1961,,37.3,26.5,null,Gift of Mrs. Donald B. Straus,Print,Prints & Illustrated Books,1963,N,62317
DIES IRAE from the portfolio APOCALYPSE,1961,,39.5,26.1,null,Gift of Mrs. Donald B. Straus,Print,Prints & Illustrated Books,1963,N,62318
THE ALTAR from the portfolio APOCALYPSE,1961,,38.7,22.8,null,Gift of Mrs. Donald B. Straus,Print,Prints & Illustrated Books,1963,N,62319
MANNA from the portfolio APOCALYPSE,1961,,39.9,28.9,null,Gift of Mrs. Donald B. Straus,Print,Prints & Illustrated Books,1963,N,62320
THE STREET from the portfolio APOCALYPSE,1961,,39.5,28.9,null,Gift of Mrs. Donald B. Straus,Print,Prints & Illustrated Books,1963,N,62321
THE ROAD from the portfolio APOCALYPSE,1961,,39.8,26.6,null,Gift of Mrs. Donald B. Straus,Print,Prints & Illustrated Books,1963,N,62322
TRUMPETS from the portfolio APOCALYPSE,1961,,40,24.7,null,Gift of Mrs. Donald B. Straus,Print,Prints & Illustrated Books,1963,N,62323
Solarium,1964,Lithograph,45.5,35,null,Gift of the Celeste and Armand Bartos Foundation,Print,Prints & Illustrated Books,1964,Y,62324
Pr3nt A,1969,Screenprint,50.7,76.2,null,Given anonymously,Print,Prints & Illustrated Books,1970,Y,62325
Rimbaud,1973,Etching,18.1,14.6,null,Purchase,Print,Prints & Illustrated Books,1975,Y,62326
Digging Kids,1982,Etching and aquatint,99.2,95.7,null,Miles O. Epstein Fund,Print,Prints & Illustrated Books,1982,N,62327
Untitled,1985,Carborundum,57.8,78.5,null,John B. Turner Fund,Print,Prints & Illustrated Books,1987,N,62328
Untitled,1987,Etching and aquatint,35.2,42.6,null,John B. Turner Fund,Print,Prints & Illustrated Books,1989,Y,62329
The Symbols,1942,Drypoint,12.4,18.9,null,Gift of the artist,Print,Prints & Illustrated Books,1990,Y,62330
The Symbols,1942,Drypoint |  with hand additions,null,null,null,Gift of the artist,Print,Prints & Illustrated Books,1990,Y,62331
Epitaph to Beuys,1991,Etching and aquatint,null,null,null,Acquired in memory of Monroe Wheeler,Print,Prints & Illustrated Books,1991,Y,62332
Monica Nude with Matisse,1990,Etching and aquatint with embossing,null,null,null,Gift of the artist and International Images Incorporated,Print,Prints & Illustrated Books,1993,Y,62333
Storm at Saint Honoré,1993,Engraving,53,83.2,null,Gift of the artist,Print,Prints & Illustrated Books,1994,Y,62334
Defiance,1996,Etching and aquatint,70.6,88.3,null,Gift of Emily Fisher Landau,Print,Prints & Illustrated Books,1997,Y,62335
Double Gray Scramble,1973,Screenprint,59.4,109.5,null,The Associates Fund,Print,Prints & Illustrated Books,1998,Y,62336
REIGN OF CLAWS,1945,Engraving and aquatint |  printed in black and color,l8.8,13.2,null,Purchase Fund,Print,Prints & Illustrated Books,1946,N,62337
REIGN OF CLAWS,1945,Portfolio of eight engravings |  printed in black and one engraving and aquatint |  printed in black and color,null,null,null,Purchase Fund,Print,Prints & Illustrated Books,1946,N,62338
REIGN OF CLAWS,1945,Engraving |  printed in black,15.1,19.9,null,Purchase Fund,Print,Prints & Illustrated Books,1946,N,62339
REIGN OF CLAWS,1945,Engraving |  printed in black,19.9,30.0,null,Purchase Fund,Print,Prints & Illustrated Books,1946,N,62340
REIGN OF CLAWS,1945,Engraving |  printed in black,14.9,10.0,null,Purchase Fund,Print,Prints & Illustrated Books,1946,N,62341
REIGN OF CLAWS,1945,Engraving |  printed in black,10.2,14.9,null,Purchase Fund,Print,Prints & Illustrated Books,1946,N,62342
REIGN OF CLAWS,1945,Engraving |  printed in black,9.8,14.9,null,Purchase Fund,Print,Prints & Illustrated Books,1946,N,62343
REIGN OF CLAWS,1945,Engraving |  printed in black,15.1,19.9,null,Purchase Fund,Print,Prints & Illustrated Books,1946,N,62344
REIGN OF CLAWS,1945,Engraving |  printed in black,35.1,25.1,null,Purchase Fund,Print,Prints & Illustrated Books,1946,N,62345
Mother and Child,1897,Lithograph,24.7,17.6,null,Gift of Abby Aldrich Rockefeller,Print,Prints & Illustrated Books,1947,Y,62346
White Horses (Weisse Pferde),1912,Woodcut,null,null,null,Purchase,Print,Prints & Illustrated Books,1949,Y,62347
YOUNG GIRL |  WAVE OF RIBBON ON LEFT SHOULDER (Jeune fille de face |  flot de ruban sur l'épaule gauche),1929,Etching |  printed in black,16.7,11.8,null,Stephen C. Clark Fund,Print,Prints & Illustrated Books,1951,N,62348
Fish,1952,Lithograph,29.9,50,null,Larry Aldrich Fund,Print,Prints & Illustrated Books,1954,Y,62349
In Holland - The Beacon,1894,Lithograph,31,40.7,null,Gift of Mrs. Donald B. Straus,Print,Prints & Illustrated Books,1955,Y,62350
(Untitled),1957,Portfolio of four etchings with aquatint and drypoint,37.8,49.5,null,Gift of Allan Frumkin,Print,Prints & Illustrated Books,1963,N,62351
Pr4nt A,1969,Screenprint,55.7,76.1,null,Given anonymously,Print,Prints & Illustrated Books,1970,Y,62352
Untitled,1974,Screenprint,84.7,119,null,Gift of Parasol Press |  Ltd.,Print,Prints & Illustrated Books,1975,Y,62353
Spider (Die Spinne),1914,Drypoint,17.1,12,null,Gift of Mr. and Mrs. Arnold Smoller in memory of Esta Josephs,Print,Prints & Illustrated Books,1982,Y,62354
Full Spectrum,1985,Lithograph and screenprint,106.7,71.1,null,Gift of Emily Fisher Landau,Print,Prints & Illustrated Books,1987,N,62355
Untitled,1988,Etching and aquatint,38.9,55.8,null,John B. Turner Fund,Print,Prints & Illustrated Books,1989,Y,62356
Youth,1941,Etching |  drypoint |  and aquatint,12.9,19,null,Gift of the artist,Print,Prints & Illustrated Books,1990,Y,62357
Youth,1941,Etching |  drypoint |  and aquatint,12.9,18.9,null,Gift of the artist,Print,Prints & Illustrated Books,1990,Y,62358
The Funeral from the series Moby Dick Engravings,1991,Etching |  aquatint |  and drypoint,199.4,150.5,null,Gift of Tyler Graphics Ltd.,Print,Prints & Illustrated Books,1991,Y,62359
Storm at Saint Honoré |  state VI,1993,Engraving and drypoint with paint |  gouache |  and wash additions,53,83.2,null,Gift of the artist,Print,Prints & Illustrated Books,1994,N,62360
Face with Watch,1996,Etching and aquatint,68,90.9,null,Gift of Emily Fisher Landau,Print,Prints & Illustrated Books,1997,Y,62361
Jiangxi Zhong Lu |  Shanghai 1996 (for Parkett no. 50/51),1997,Chromogenic color print,40.7,50.7,null,Riva Castleman Endowment Fund |  Lily Auchincloss Fund |  and Gift of Parkett,Print,Prints & Illustrated Books,1998,Y,62362
Noiseless Blackboard Eraser,1974,Multiple of blackboard eraser,2.5,5.1,12.6,Gift of Janice Oresman,Print,Prints & Illustrated Books,2000,Y,62363
THE ATTACK ON MARSHALL GILBERT,1948,Soft ground etching |  engraving |  photomechanical halftone |  with offset color,22.5,45.2,null,Purchase,Print,Prints & Illustrated Books,1949,N,62365
Reclining Nude |  with Necklace (Femme étendue aux perles),1925,Etching,9.2,12,null,Stephen C. Clark Fund,Print,Prints & Illustrated Books,1951,Y,62366
Portrait of a Peasant Woman (Bildnis einer Bäuerin),189,Etching and aquatint,10.1,14,null,Larry Aldrich Fund,Print,Prints & Illustrated Books,1954,Y,62367
Untitled,1955,Wood engraving,38.0,63.6,null,Purchase,Print,Prints & Illustrated Books,1955,N,62368
Jamaican Women,1956,Lithograph,35.3,27,null,Inter-American Fund,Print,Prints & Illustrated Books,1956,Y,62369
Man on a Pier,1954,Mezzotint,null,null,null,Gift of Mr. and Mrs. E. Powis Jones,Print,Prints & Illustrated Books,1960,N,62370
Closed Ward #12,1962,Etching |  lift-ground |  drypoint and aquatint,60.1,85.2,null,Mrs. Bertram Smith Fund,Print,Prints & Illustrated Books,1963,N,62371
Pr5nt A,1969,Screenprint,50.7,76.2,null,Given anonymously,Print,Prints & Illustrated Books,1970,Y,62372
Surface is the Between |  Between Gravity and Stain,1981,Lithograph with chine colle,null,null,null,Gift of Prasada Press |  Inc.,Print,Prints & Illustrated Books,1982,N,62374
Wolf I,1984,Drypoint |  aquatint |  amd sugar lift aquatint,60.1,90.7,null,Walter Bareiss Fund,Print,Prints & Illustrated Books,1987,N,62375
Car Crash I,1960,One from a series of six lithographs,null,null,null,The Associates Fund in honor of Riva Castleman,Print,Prints & Illustrated Books,1989,Y,62376
CAR CRASH I-VI and END OF THE CRASH,1960,Series of six lithographs |  printed in color,null,null,null,The Associates Fund in honor of Riva Castleman,Print,Prints & Illustrated Books,1989,N,62377
Car Crash II,1960,One from a series of six lithographs,null,null,null,The Associates Fund in honor of Riva Castleman,Print,Prints & Illustrated Books,1989,Y,62378
Car Crash III,1960,One from a series of six lithographs,null,null,null,The Associates Fund in honor of Riva Castleman,Print,Prints & Illustrated Books,1989,Y,62379
Car Crash IV,1960,One from a series of six lithographs,null,null,null,The Associates Fund in honor of Riva Castleman,Print,Prints & Illustrated Books,1989,Y,62380
Car Crash V,1960,One from a series of six lithographs,null,null,null,The Associates Fund in honor of Riva Castleman,Print,Prints & Illustrated Books,1989,Y,62381
End of the Crash,1960,One from a series of six lithographs,69.4,44.5,null,The Associates Fund in honor of Riva Castleman,Print,Prints & Illustrated Books,1989,Y,62382
Thompson Street,1946,Etching,37.8,19.7,null,Gift of the artist,Print,Prints & Illustrated Books,1990,Y,62383
Thompson Street,1946,Etching and monotype |  with selective wiping,37.8,19.8,null,Gift of the artist,Print,Prints & Illustrated Books,1990,Y,62384
