Title,Year,Medium,Width,Height,Depth,CreditLine,Classification,Department,YearAcquired,CuratorApproved,ObjectID
Brisk Day (Woodblock),1990,Woodcut,91,73.9,null,Gift of Eunice and Joseph Fearer in memory of Tatyana Grosman on the occasion of the 35th anniversary of ULAE,Print,Prints & Illustrated Books,1993,Y,60032
ANN'S BOUQUET,-1,Lithograph,null,null,null,Gift of Samuel Chotzinoff,Print,Prints & Illustrated Books,1935,N,60034
Untitled from VVV Portfolio,1942,Etching,20.2,25,null,Gift of Bernard J. Reis,Print,Prints & Illustrated Books,1948,Y,60036
THE BIG WINTER,1959,Etching and engraving |  printed in color,55.2,80.0,null,Gift of the artist,Print,Prints & Illustrated Books,1964,N,60037
An Old Wound is Healed from Empty Canoes,1971,Lithograph,54.1,71,null,John B. Turner Fund,Print,Prints & Illustrated Books,1972,Y,60039
Two Flags,1970,Lithograph,null,null,null,Gift of Celeste Bartos,Print,Prints & Illustrated Books,1973,Y,60040
Masts and Houses (Provincetown),1916,Linoleum cut,27.6,18.6,null,Carol O. Selle Fund,Print,Prints & Illustrated Books,1981,Y,60043
Woman Holding Flower at Table,192,Woodcut,11.8,7,null,Gift of Mr. and Mrs. Samuel Rosenfeld (through the Associates of the Department of Prints and Illustrated Books) by exchange,Print,Prints & Illustrated Books,1985,Y,60044
Heart from Possession is Nine-Tenths of the Law,1985,One from a portfolio of nine screenprints and monotypes with ink additions,null,null,null,Richard A. Epstein Fund,Print,Prints & Illustrated Books,1986,Y,60045
Possession is Nine-Tenths of the Law,1985,Portfolio of nine screenprints and monotypes with ink additions,null,null,null,Richard A. Epstein Fund,Print,Prints & Illustrated Books,1986,Y,60046
Kidneys from Possession is Nine-Tenths of the Law,1985,One from a portfolio of nine screenprints and monotypes with ink additions,16.6,25.3,null,Richard A. Epstein Fund,Print,Prints & Illustrated Books,1986,N,60047
Brain from Possession is Nine-Tenths of the Law,1985,One from a portfolio of nine screenprints and monotypes with ink additions,null,null,null,Richard A. Epstein Fund,Print,Prints & Illustrated Books,1986,Y,60048
Bladder from Possession is Nine-Tenths of the Law,1985,One from a portfolio of nine screenprints and monotypes with ink additions,12.8,18.6,null,Richard A. Epstein Fund,Print,Prints & Illustrated Books,1986,N,60049
Stomach from Possession is Nine-Tenths of the Law,1985,One from a portfolio of nine screenprints and monotypes with ink additions,36.2,38.4,null,Richard A. Epstein Fund,Print,Prints & Illustrated Books,1986,N,60050
Pancreas from Possession is Nine-Tenths of the Law,1985,One from a portfolio of nine screenprints and monotypes with ink additions,25.6,30.9,null,Richard A. Epstein Fund,Print,Prints & Illustrated Books,1986,Y,60051
Liver from Possession is Nine-Tenths of the Law,1985,One from a portfolio of nine screenprints and monotypes with ink additions,21.5,26.5,null,Richard A. Epstein Fund,Print,Prints & Illustrated Books,1986,N,60052
Gallbladder from Possession is Nine-Tenths of the Law,1985,One from a portfolio of nine screenprints and monotypes with ink additions,null,null,null,Richard A. Epstein Fund,Print,Prints & Illustrated Books,1986,Y,60053
Lungs from Possession is Nine-Tenths of the Law,1985,One from a portfolio of nine screenprints and monotypes with ink additions,null,null,null,Richard A. Epstein Fund,Print,Prints & Illustrated Books,1986,Y,60054
Untitled |  third state,1967,Etching and drypoint,25.2,19.8,null,Gift of Walter Bareiss,Print,Prints & Illustrated Books,1987,Y,60055
Black Lemons,1984,Series of four aquatints,157.5,122,null,Gift of the artist,Print,Prints & Illustrated Books,1988,Y,60056
Bellini #4,1988,Photoetching |  aquatint and etching,null,null,null,Gift of Emily Fisher Landau,Print,Prints & Illustrated Books,1989,Y,60057
Soviet/American Array I,1988,Photoetching and paper collage,null,null,null,Gift of Emily Fisher Landau,Print,Prints & Illustrated Books,1990,Y,60058
Test Plate #3 from portfolio BAM 3,1990,Aquatint and etching,40.5,29.9,null,Purchase,Print,Prints & Illustrated Books,1991,N,60059
Street Sounds,1992,Etching |  aquatint and photogravure,null,null,null,Gift of Emily Fisher Landau,Print,Prints & Illustrated Books,1993,Y,60060
Strikers,1951,Screenprint,31.7,25,null,Ralph E. Shikes Fund and funds given by Dave Williams,Print,Prints & Illustrated Books,1996,N,60061
Untitled from Ten Dancers (Dix Danseuses),1927,One from a portfolio of ten transfer lithographs,45.4,27.5,null,Gift of Saidie A. May,Print,Prints & Illustrated Books,-1,Y,60062
Ten Dancers (Dix danseuses),1927,Portfolio of ten lithographs,50.5,33.5,null,Gift of Mrs. Saidie A. May,Print,Prints & Illustrated Books,-1,Y,60063
Untitled from Ten Dancers (Dix Danseuses),1927,One from a portfolio of ten transfer lithographs,28,46,null,Gift of Saidie A. May,Print,Prints & Illustrated Books,-1,Y,60064
Untitled from Ten Dancers (Dix Danseuses),1927,One from a portfolio of ten transfer lithographs,16.3,41.3,null,Gift of Saidie A. May,Print,Prints & Illustrated Books,-1,Y,60065
Untitled from Ten Dancers (Dix Danseuses),1927,One from a portfolio of ten transfer lithographs,26.5,45.8,null,Gift of Saidie A. May,Print,Prints & Illustrated Books,-1,Y,60066
Untitled from Ten Dancers (Dix Danseuses),1927,One from a portfolio of ten transfer lithographs,45.5,26.2,null,Gift of Saidie A. May,Print,Prints & Illustrated Books,-1,Y,60067
Untitled from Ten Dancers (Dix Danseuses),1927,One from a portfolio of ten transfer lithographs,27.8,45.7,null,Gift of Saidie A. May,Print,Prints & Illustrated Books,-1,Y,60068
Untitled from Ten Dancers (Dix Danseuses),1927,One from a portfolio of ten transfer lithographs,27.7,46,null,Gift of Saidie A. May,Print,Prints & Illustrated Books,-1,Y,60069
Untitled from Ten Dancers (Dix Danseuses),1927,One from a portfolio of ten transfer lithographs,43.4,27.7,null,Gift of Saidie A. May,Print,Prints & Illustrated Books,-1,Y,60070
Untitled from Ten Dancers (Dix Danseuses),1927,One from a portfolio of ten transfer lithographs,46,27.7,null,Gift of Saidie A. May,Print,Prints & Illustrated Books,-1,Y,60071
Untitled from Ten Dancers (Dix Danseuses),1927,One from a portfolio of ten transfer lithographs,25.2,41.4,null,Gift of Saidie A. May,Print,Prints & Illustrated Books,-1,Y,60072
SELF PORTRAIT,-1,Lithograph,null,null,null,Gift of Samuel Chotzinoff,Print,Prints & Illustrated Books,1935,N,60073
Eiffel Tower from VVV Portfolio,1942,Etching,27.5,20.0,null,Gift of Bernard J. Reis,Print,Prints & Illustrated Books,1948,N,60074
The Scream,1895,Lithograph,35.4,25.4,null,Matthew T. Mellon Fund,Print,Prints & Illustrated Books,1960,Y,60075
CLIFFS I,1961,Etching and engraving |  printed in black,50.5,80,null,Gift of the artist,Print,Prints & Illustrated Books,1964,N,60076
Leaves (Feuilles) from Suite of Plant Lithographs,1964,One from a series of twelve lithographs,null,null,null,Given anonymously,Print,Prints & Illustrated Books,1966,Y,60077
Camellia I from Suite of Plant Lithographs,1964,One from a series of twelve lithographs,null,null,null,Given anonymously,Print,Prints & Illustrated Books,1966,Y,60079
Camellia II from Suite of Plant Lithographs,1964,One from a series of twelve lithographs,null,null,null,Given anonymously,Print,Prints & Illustrated Books,1966,Y,60080
Camellia III from Suite of Plant Lithographs,1964,One from a series of twelve lithographs,null,null,null,Given anonymously,Print,Prints & Illustrated Books,1966,Y,60081
Tangerine (Mandarine) from Suite of Plant Lithographs,1964,One from a series of twelve lithographs,null,null,null,Given anonymously,Print,Prints & Illustrated Books,1966,Y,60082
Grapefruit (Pamplemousse) from Suite of Plant Lithographs,1964,One from a series of twelve lithographs,null,null,null,Given anonymously,Print,Prints & Illustrated Books,1966,Y,60083
Lemon (Citron) from Suite of Plant Lithographs,1964,One from a series of twelve lithographs,null,null,null,Given anonymously,Print,Prints & Illustrated Books,1966,Y,60084
Cyclamen I from Suite of Plant Lithographs,1964,One from a series of twelve lithographs,null,null,null,Given anonymously,Print,Prints & Illustrated Books,1966,Y,60085
Cyclamen II from Suite of Plant Lithographs,1964,One from a series of twelve lithographs,null,null,null,Given anonymously,Print,Prints & Illustrated Books,1966,Y,60086
Cyclamen III from Suite of Plant Lithographs,1964,One from a series of twelve lithographs,null,null,null,Given anonymously,Print,Prints & Illustrated Books,1966,Y,60087
Cyclamen IV from Suite of Plant Lithographs,1964,One from a series of twelve lithographs,null,null,null,Given anonymously,Print,Prints & Illustrated Books,1966,Y,60088
Cyclamen V from Suite of Plant Lithographs,1964,One from a series of twelve lithographs,null,null,null,Given anonymously,Print,Prints & Illustrated Books,1966,Y,60089
Peyote from Empty Canoes,1971,Lithograph,55.7,73.2,null,John B. Turner Fund,Print,Prints & Illustrated Books,1972,Y,60090
Cups 4 Picasso,1972,Lithograph,35.9,81.9,null,Gift of Celeste Bartos,Print,Prints & Illustrated Books,1973,Y,60091
The Diver (La Plongeuse),1932,Etching |  with collage additions,14,11.3,null,Bequest of Eve Clendenin,Print,Prints & Illustrated Books,1975,Y,60092
Composition,1912,Engraving and soft ground etching,28.3,22.9,null,The Philip and Lynn Straus Foundation Fund,Print,Prints & Illustrated Books,1985,Y,60094
Fashion Moda Benefit Portfolio,1985,Portfolio of seven prints,null,null,null,Purchase,Print,Prints & Illustrated Books,1986,N,60096
Poppitz at the Moda from the Fashion Moda Benefit Portfolio,1985,Screenprint,75.5,106.2,null,Purchase,Print,Prints & Illustrated Books,1986,N,60101
Untitled,1967,Etching,30.1,21.9,null,Gift of Walter Bareiss,Print,Prints & Illustrated Books,1987,Y,60103
Ball Game in the Plaza,1987,Series of four etchings and aquatints,null,null,null,Purchase,Print,Prints & Illustrated Books,1989,Y,60104
Hook and Eye,1990,Series of three etchings,null,null,null,Gift of Editions Ilene Kurtz,Print,Prints & Illustrated Books,1991,Y,60105
Mao,1968,Collotype,83.9,59.4,null,Jeanne C. Thayer Fund,Print,Prints & Illustrated Books,1993,Y,60106
Green Landscape (Paysage vert),1890,Monotype,29.9,39.7,null,Louise Reinhardt Smith Bequest,Print,Prints & Illustrated Books,1996,Y,60107
SQUATTERS,-1,Etching,null,null,null,Gift of Samuel Chotzinoff,Print,Prints & Illustrated Books,1935,N,60108
ADOLESCENCE,1943,Lithograph |  printed in black,52.6,30.5,null,Purchase,Print,Prints & Illustrated Books,1944,N,60109
La Minotauromachie (Minotauromachy),1935,Etching and engraving,49.6,69.6,null,Abby Aldrich Rockefeller Fund,Print,Prints & Illustrated Books,1947,Y,60110
Breton Woman (Les Bretonnes),1883,Woodcut |  with watercolor additions,10.8,39.4,null,Purchase,Print,Prints & Illustrated Books,1952,Y,60111
Figure and Foliage |  first state,1960,Etching,31.6,36.2,null,Gift of the artist,Print,Prints & Illustrated Books,1961,N,60112
PAINTED DESERT,1961,Etching |  aquatint |  relief and stencil |  printed in color,55.2,75,null,Gift of the artist,Print,Prints & Illustrated Books,1964,N,60113
Stairwell ( Treppenhaus ),1970,Screenprint,40.5,95.2,null,Gift of Mr. and Mrs. Wolfgang Schoenborn,Print,Prints & Illustrated Books,1972,Y,60115
Kitty Hawk,1974,Lithograph,98.2,100.8,null,Gift of Celeste Bartos,Print,Prints & Illustrated Books,1975,Y,60117
Eric,1984,Lithograph,149.3,64,null,The Charles A. Dana Foundation Fund,Print,Prints & Illustrated Books,1985,Y,60118
Primer,1985,Lithograph,78.9,58.1,null,Gift of Emily Landau,Print,Prints & Illustrated Books,1986,N,60119
Untitled,1968,Lithograph,null,null,null,Gift of Walter Bareiss,Print,Prints & Illustrated Books,1987,Y,60120
Untitled (Large Tape),1988,Aquatint and etching,67.2,34.3,null,John B. Turner Fund,Print,Prints & Illustrated Books,1989,Y,60121
Space Dust from the series Welcome to the Water Planet,1989,Colored |  pressed paper pulp and lithograph |  collaged,null,null,null,Gift of James Rosenquist and Tyler Graphics Ltd.,Print,Prints & Illustrated Books,1990,Y,60122
The Impossible Step,1985,Lithograph,null,null,null,Gift of Elena Zayas in memory of Ignacio Zayas,Print,Prints & Illustrated Books,1993,Y,60123
Forest in the Mountains (Forêt dans la montagne),1890,Monotype,30,40,null,Louise Reinhardt Smith Bequest,Print,Prints & Illustrated Books,1996,Y,60124
Hearring (for Parkett no. 49),1997,Multiple of earring with playable recording,10.3,4.8,1.6,Riva Castleman Endowment Fund |  Lily Auchincloss Fund |  and Gift of Parkett,Multiple,Prints & Illustrated Books,1998,Y,60125
JACKSON HEIGHTS |  L. I,-1,Lithograph,null,null,null,Gift of Samuel Chotzinoff,Print,Prints & Illustrated Books,1935,N,60126
Still Life with Bottle of Marc,1911,Drypoint,49.8,30.5,null,Acquired through the Lillie P. Bliss Bequest,Print,Prints & Illustrated Books,1947,Y,60127
Ambroise Vollard,1867,Lithograph,26,24.8,null,Gift of Larry Aldrich,Print,Prints & Illustrated Books,1952,Y,60128
Figure and Foliage |  final state,1960,Etching and aquatint,31.1,36.7,null,Gift of the Junior Council,Print,Prints & Illustrated Books,1961,N,60129
ANGRY SKY,1961,Etching and engraving |  printed in black,57.8,83,null,Gift of the artist,Print,Prints & Illustrated Books,1964,N,60130
Untitled,1965,Serigraph |  printed in color,89,78.9,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60131
Rhinoceros,1970,Lithograph,48.7,69.3,null,John B. Turner Fund,Print,Prints & Illustrated Books,1972,Y,60132
No. 398,1971,Etching,null,null,null,Gift of Mr. and Mrs. Wolfgang Schoenborn,Print,Prints & Illustrated Books,1973,Y,60133
The New House (La Casa Nueva),1973,Lithograph,76.3,56.1,null,Given anonymously,Print,Prints & Illustrated Books,1975,Y,60134
For S.C. I-III,1978,Series of three drypoints,17.3,27.0,null,John R. Jakobson Foundation Fund,Print,Prints & Illustrated Books,1979,Y,60135
Portrait of Per Kirkeby,1984,Etching and spitbite aquatint,54.3,44,null,Walter Bareiss Fund,Print,Prints & Illustrated Books,1985,Y,60136
Untitled,198,Etching,19.3,30.1,null,Purchase,Print,Prints & Illustrated Books,1987,Y,60137
Time Door Time D'Or from the series Welcome to the Water Planet,1989,Colored |  pressed paper pulp and lithograph |  collaged,null,null,null,Gift of James Rosenquist and Tyler Graphics Ltd.,Print,Prints & Illustrated Books,1990,Y,60139
Sueño,1992,Etching and aquatint,59.6,125.1,null,Gift of Emily Fisher Landau,Print,Prints & Illustrated Books,1993,Y,60140
Untitled (for Parkett no. 50/51),1997,Multiple of Perspex object in flourescent orange,40,40,20,Riva Castleman Endowment Fund |  Lily Auchincloss Fund |  and Gift of Parkett,Multiple,Prints & Illustrated Books,1998,Y,60142
DISTINGUISHED AUDIENCE,-1,Lithograph,null,null,null,Gift of Samuel Chotzinoff,Print,Prints & Illustrated Books,1935,N,60143
The Fruits of the Abyss (Les fruits de l'abîme) from VVV Portfolio,1942,Etching,30.1,20.1,null,Gift of Bernard J. Reis,Print,Prints & Illustrated Books,1948,Y,60144
STAND ON THE SNOW GORGE,1956,Woodcut |  printed in color,64.0,45.3,null,Gift of the International Graphic Arts Society,Print,Prints & Illustrated Books,1958,N,60146
Deirdre,1960,Woodcut,51.1,75.8,null,Gift of the Junior Council,Print,Prints & Illustrated Books,1961,Y,60147
THE BIG ROCK,1961,Etching and engraving |  printed in black,85,55.8,null,Gift of the artist,Print,Prints & Illustrated Books,1964,N,60148
S1 from the portfolio LES LEVINE LXVI,1965,,32.4,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60149
S11 from the portfolio LES LEVINE LXVI,1965,,32.4,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60151
S12 from the portfolio LES LEVINE LXVI,1965,,32.4,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60152
S13 from the portfolio LES LEVINE LXVI,1965,,32.4,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60153
S14 from the portfolio LES LEVINE LXVI,1965,,32.4,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60154
S15 from the portfolio LES LEVINE LXVI,1965,,24,32.4,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60155
S16 from the portfolio LES LEVINE LXVI,1965,,30,23.8,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60156
S17 from the portfolio LES LEVINE LXVI,1965,,32.4,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60157
S18 from the portfolio LES LEVINE LXVI,1965,,29.8,23.8,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60158
S19 from the portfolio LES LEVINE LXVI,1965,,25.4,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60159
S20 from the portfolio LES LEVINE LXVI,1965,,26,23.9,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60160
S2 from the portfolio LES LEVINE LXVI,1965,,32.4,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60161
S21 from the portfolio LES LEVINE LXVI,1965,,27.8,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60162
S22 from the portfolio LES LEVINE LXVI,1965,,32.4,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60163
S23 from the portfolio LES LEVINE LXVI,1965,,32.4,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60164
S24 from the portfolio LES LEVINE LXVI,1965,,32.4,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60165
S25 from the portfolio LES LEVINE LXVI,1965,,32.4,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60166
S26 from the portfolio LES LEVINE LXVI,1965,,32.4,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60167
S27 from the portfolio LES LEVINE LXVI,1965,,32.4,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60168
S28 from the portfolio LES LEVINE LXVI,1965,,32.4,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60169
S29 from the portfolio LES LEVINE LXVI,1965,,32.4,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60170
S30 from the portfolio LES LEVINE LXVI,1965,,27.5,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60171
S3 from the portfolio LES LEVINE LXVI,1965,,32.4,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60172
S31 from the portfolio LES LEVINE LXVI,1965,,30,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60173
S32 from the portfolio LES LEVINE LXVI,1965,,32.4,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60174
S5 from the portfolio LES LEVINE LXVI,1965,,32.4,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60175
S6 from the portfolio LES LEVINE LXVI,1965,,23.8,29.8,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60176
S7 from the portfolio LES LEVINE LXVI,1965,,32.4,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60177
S8 from the portfolio LES LEVINE LXVI,1965,,32,23.6,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60178
S9 from the portfolio LES LEVINE LXVI,1965,,32.4,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60179
S10 from the portfolio LES LEVINE LXVI,1965,,24,24,null,Gift of the Fischbach Gallery,Print,Prints & Illustrated Books,1966,N,60180
Untitled from the portfolio 10 SCREENPRINTS BY AD REINHARDT,1966,Screenprint |  printed in black and color,33.5,25.4,null,John B. Turner Fund,Print,Prints & Illustrated Books,1972,N,60181
10 Screenprints by Ad Reinhardt,1966,Portfolio of ten screenprints,null,null,null,John B. Turner Fund,Print,Prints & Illustrated Books,1972,Y,60182
Untitled from the portfolio 10 SCREENPRINTS BY AD REINHARDT,1966,Screenprint |  printed in color,30.5,30.5,null,John B. Turner Fund,Print,Prints & Illustrated Books,1972,N,60183
Untitled from the portfolio 10 SCREENPRINTS BY AD REINHARDT,1966,Screenprint |  printed in color,53.5,14.8,null,John B. Turner Fund,Print,Prints & Illustrated Books,1972,N,60184
Untitled from the portfolio 10 SCREENPRINTS BY AD REINHARDT,1966,Screenprint |  printed in color,53.3,14.8,null,John B. Turner Fund,Print,Prints & Illustrated Books,1972,N,60185
Untitled from the portfolio 10 SCREENPRINTS BY AD REINHARDT,1966,Screenprint |  printed in color,53.3,14.8,null,John B. Turner Fund,Print,Prints & Illustrated Books,1972,N,60186
Untitled from the portfolio 10 SCREENPRINTS BY AD REINHARDT,1966,Screenprint |  printed in color,40.8,25.4,null,John B. Turner Fund,Print,Prints & Illustrated Books,1972,N,60187
Untitled from the portfolio 10 SCREENPRINTS BY AD REINHARDT,1966,Screenprint |  printed in color,30.5,30.5,null,John B. Turner Fund,Print,Prints & Illustrated Books,1972,N,60188
Untitled from the portfolio 10 SCREENPRINTS BY AD REINHARDT,1966,Screenprint |  printed in color,53.3,17.8,null,John B. Turner Fund,Print,Prints & Illustrated Books,1972,N,60189
Untitled from the portfolio 10 SCREENPRINTS BY AD REINHARDT,1966,Screenprint |  printed in color,45.7,22.9,null,John B. Turner Fund,Print,Prints & Illustrated Books,1972,N,60190
Untitled from the portfolio 10 SCREENPRINTS BY AD REINHARDT,1966,Screenprint |  printed in color,45.7,22.9,null,John B. Turner Fund,Print,Prints & Illustrated Books,1972,N,60191
In Praise of Historical Determinism II,1973,Lithograph,57.3,44.2,null,Gift of Brooke and Carolyn Alexander,Print,Prints & Illustrated Books,1975,Y,60192
Surface is the Between |  Stone on Paper No. 1,1977,Offset lithograph from a portfolio of five,null,null,null,Blanchette Hooker Rockefeller Fund,Print,Prints & Illustrated Books,1979,Y,60193
Stone on Paper No. 1-No. 5 from the series Surface is the Between,1977,Portfolio of five lithographs |  offset printed,null,null,null,Blanchette Hooker Rockefeller Fund,Print,Prints & Illustrated Books,1979,Y,60194
Surface is the Between |  Stone on Paper No. 2,1977,Offset lithograph from a portfolio of five,null,null,null,Blanchette Hooker Rockefeller Fund,Print,Prints & Illustrated Books,1979,Y,60195
Surface is the Between |  Stone on Paper No. 3,1977,Offset lithograph from a portfolio of five,null,null,null,Blanchette Hooker Rockefeller Fund,Print,Prints & Illustrated Books,1979,Y,60196
Surface is the Between |  Stone on Paper No. 4,1977,Offset lithograph from a portfolio of five,null,null,null,Blanchette Hooker Rockefeller Fund,Print,Prints & Illustrated Books,1979,Y,60197
Surface is the Between |  Stone on Paper No. 5,1977,Offset lithograph from a portfolio of five,null,null,null,Blanchette Hooker Rockefeller Fund,Print,Prints & Illustrated Books,1979,Y,60198
Bazaar,1984,Photoetching and lithograph,80,61.2,null,Gift of Emily Fisher Landau,Print,Prints & Illustrated Books,1985,Y,60199
ETUDES POUR LES DEMOISELLES D'AVIGNON from the portfolio HOMMAGE À PICASSO,1973,Lithograph from a portfolio of sixty-nine mixed media prints,71,51.2,null,Gift of Dorothy Miller (by exchange),Print,Prints & Illustrated Books,1987,N,60200
Bonjour Picasso from the portfolio Homage to Picasso (Hommage à Picasso),1973,Screenprint from a portfolio of sixty-nine mixed media prints,null,null,null,Gift of Dorothy Miller (by exchange),Print,Prints & Illustrated Books,1987,N,60203
Seated Woman from the portfolio Homage to Picasso (Hommage à Picasso),1972,Screenprint with flocking from a portfolio of sixty-nine mixed media prints,76.8,60,null,Gift of Dorothy Miller (by exchange),Print,Prints & Illustrated Books,1987,Y,60204
Picasso's Meninas from the portfolio Homage to Picasso (Hommage à Picasso),1973,Etching |  aquatint |  engraving |  and drypoint from a portfolio of sixty-nine mixed media prints,57.3,49.2,null,Gift of Dorothy Miller (by exchange),Print,Prints & Illustrated Books,1987,Y,60206
