Title,Year,Medium,Width,Height,Depth,CreditLine,Classification,Department,YearAcquired,CuratorApproved,ObjectID
Prohibition,-200,Pencil and ink on paper,61,48.3,null,Gift of Martin and Rebecca Eisenberg,Drawing,Drawings,2005,Y,100053
Prohibition,-200,Pencil and ink on paper,61,48.3,null,Gift of Martin and Rebecca Eisenberg,Drawing,Drawings,2005,Y,100054
Prohibition,-200,Pencil and ink on paper,61,48.3,null,Gift of Martin and Rebecca Eisenberg,Drawing,Drawings,2005,Y,100055
Prohibition,-200,Pencil and ink on paper,61,48.3,null,Gift of Martin and Rebecca Eisenberg,Drawing,Drawings,2005,Y,100056
Prohibition,-200,Pencil and ink on paper,61,48.3,null,Gift of Martin and Rebecca Eisenberg,Drawing,Drawings,2005,Y,100057
Prohibition,2005,Pencil and ink on paper,61,48.3,null,Gift of Martin and Rebecca Eisenberg,Drawing,Drawings,2005,Y,100058
Hour Rose,1959,Painted wood,27.6,22.9,5.1,Fractional and promised gift of Irving Stenn and purchase,Sculpture,Painting & Sculpture,2005,Y,100069
Los Angeles No. 4 (Barnes),2000,Oil on canvas,182.9,91.4,null,Gift of the artist,Painting,Painting & Sculpture,2005,Y,100075
La Nausée |  plate 1 of 7 |  from the portfolio |  La Réparation,2003,Drypoint,25.4,20.3,null,Gift of the artist,Print,Prints & Illustrated Books,2005,Y,100077
Spiral Woman |  plate 2 of 7 |  from the portfolio |  La Réparation,2003,Drypoint and engraving,29.2,22.9,null,Gift of the artist,Print,Prints & Illustrated Books,2005,Y,100078
La Réparation |  plate 3 of 7 |  from the portfolio |  La Réparation,2003,Engraving and drypoint,27.9,21.6,null,Gift of the artist,Print,Prints & Illustrated Books,2005,Y,100079
M is for Mother |  plate 4 of 7 |  from the portfolio |  La Réparation,2003,Drypoint,25.4,30.5,null,Gift of the artist,Print,Prints & Illustrated Books,2005,Y,100080
The Couple |  plate 5 of 7 |  from the portfolio |  La Réparation,2003,Drypoint |  engraving |  and aquatint,25.4,20.3,null,Gift of the artist,Print,Prints & Illustrated Books,2005,Y,100081
Cocoon |  plate 6 of 7 |  from the portfolio |  La Réparation,2003,Drypoint,30.5,15.2,null,Gift of the artist,Print,Prints & Illustrated Books,2005,Y,100082
The Happy House |  plate 7 of 7 |  from the portfolio |  La Réparation,2003,Engraving and aquatint,21.6,27.9,null,Gift of the artist,Print,Prints & Illustrated Books,2005,Y,100083
Woman I (Corps de dame I),1950,One from a series of six lithographs,29.5,24.1,null,Gift of Mr. and Mrs. Ralph F. Colin,Print,Prints & Illustrated Books,1965,Y,100089
The Brown Sisters |  Cataumet |  Massachusetts,2005,Gelatin silver print,19.5,24.5,null,Gift of the artist,Photograph,Photography,2005,Y,100098
From Hardware to Softform |  project |  Armature model,2002,Acrylic,33,15.2,50.8,Barbara Pine Purchase Fund and gift of Frederieke Taylor,A&D Architectural Model,Architecture & Design,2005,Y,100100
La Cité-Notre-Dame,1937,Etching,36.7,28.8,null,Gift of the Estate of Alberta McPeak,Print,Prints & Illustrated Books,2005,Y,100101
Tropical Breeze,2004,Video (color |  sound) |  wood container |  cardboard boxes |  projector and tissues. 3:20 min.,609.6,243.8,243.8,Fund for the Twenty-First Century,Media,Painting & Sculpture,2005,Y,100119
Door Handles,1954,.1-2: Anodized light metal alloy .3-4: Cast metal,4.8,12.7,8.6,Gift of the designer,A&D Design,Architecture & Design,2005,Y,100122
Untitled (02.08.04),-200,Gouache on paper,57.2,76.8,null,Fund for the Twenty-First Century,Drawing,Drawings,2005,Y,100124
ToFU Lamp,2000,Acrylic and aluminum,29.5,36.5,7.6,Gift of Yamagiwa USA Corporation,A&D Design,Architecture & Design,2005,Y,100126
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100128
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100129
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100130
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100131
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100132
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100133
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100134
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100135
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100136
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100137
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100138
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100139
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100140
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100141
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100142
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100143
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100144
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100145
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100146
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100147
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100148
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100149
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100150
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100151
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100152
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100153
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100154
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100155
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100156
Cubes in Color on Color,2003,One from a portfolio of thirty linoleum cuts,35.6,35.2,null,Roxanne H. Frank Fund and General Print Fund,Print,Prints & Illustrated Books,2005,N,100157
Ribbon® Bicycle Rack,1979,Stainless steel,89.5,158.4,6,Gift of the designer,A&D Design,Architecture & Design,2005,Y,100160
Façade Panels from Best Products Showroom |  Langhorne |  Pennsylvania,1973,Porcelain-enameled steel,233.7,598.8,4.4,Gift of Carlin McLaughlin |  Nalin Patel |  Rajnikant Shah and Gregory Zollner,A&D Architectural Model,Architecture & Design,2005,Y,100161
Bague Table Lamp,2003,Silicon-coated metal mesh and acrylic,38.1,29.2,17.1,Gift of the manufacturer,A&D Design,Architecture & Design,2005,Y,100168
Lapeyrouse Wall,2005,Etching on chine collé,45.7,56.5,null,Gift of Anna Marie and Robert F. Shapiro,Print,Prints & Illustrated Books,2005,Y,100169
John Lewis,1961,Pigmented inkjet print,38.2,37.6,null,Gift of Lee and Maria Friedlander |  in memory of Joyce Wein,Photograph,Photography,2005,Y,100170
Portrait of Georgia Engelhard,1922,Gelatin silver print,23.7,20.2,null,Gift of Carla Emil and Richard Silverstein,Photograph,Photography,2005,Y,100171
Américan Crescent Cycles,1900,Lithograph,167.6,137.2,null,Promised and fractional gift of James Ford,A&D Graphic Design,Architecture & Design,2006,Y,100175
Narkissos: The Last Translation,197,Pencil on primed linen,177.8,152.4,null,Gift of Odyssia Skouras,Drawing,Drawings,2005,Y,100176
Chain Armchair,1967,Glass |  leather and aluminum,71.1,76.2,91.4,Gift of Mr. and Mrs. Lewis Cullman,A&D Design,Architecture & Design,2005,Y,100177
Drawing on newsprint (Village Voice) with printed Walking Woman silhouette. February 4 |  1965,1965,Charcoal and gouache on newspaper,42.6,29.2,null,Gift of Barbara G. Pine in honor of her mother |  Rose A. Goldman,Drawing,Drawings,2006,Y,100178
Pivot,1978,Steel,10.5,104.8,10.5,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100186
Three Women,1963,Synthetic polymer paint on board with metal frame,125.7,124.1,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100187
Johnson Wax Building,1974,Synthetic polymer paint on board with metal frame,120.7,151.1,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100188
Splatter Table,1997,Synthetic polymer paint and formica on wood with metal plate |  five parts,193,248.9,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100189
Rhapsody,1975,Enamel on steel |  987 plates,30.4,30.4,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100190
Third House for Edgar Hofschen #1,1979,Ink |  pencil and gouache on paper,35.2,55.9,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100191
Third House for Edgar Hofschen #2,1979,Ink and pencil on paper,40.6,55.9,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100192
Third House for Edgar Hofschen #3,1979,Ink and pencil on paper,35.2,55.9,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100193
Third House for Edgar Hofschen #4,1979,Ink and pencil on paper,35.6,55.9,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100194
Third House for Edgar Hofschen #5,1979,Ink and pencil on paper,61,55.9,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100195
Self-Portrait,1981,Synthetic polymer paint and pencil on paper,76.5,57.2,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100196
Belfast,1981,Oil on canvas,186.7,125.1,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100197
Untitled (skull),1981,Ink |  gesso and pencil on paper,11.7,9.2,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100198
Room,1979,Oil on canvas,182.9,152.4,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100199
Untitled,1985,Ink |  gouache and pencil on paper,26.7,27.3,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100200
Untitled,1984,Ink |  crayon and pencil on paper,76.2,55.9,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100201
Untitled,1984,Ink and crayon on paper,76.2,55.9,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100202
Greenpoint,1971,Synthetic polymer paint on canvas,213.4,182.9,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100203
Anawanda,1985,Oil on linen,122.6,89.5,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100204
April '59 Ronco,1959,Oil on canvas,19.1,22.9,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100205
7.XI.57,1957,Egg and oil on canvas,22.9,19.7,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100206
9/28/1957,1957,Egg and oil on canvas,21.3,21.9,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100207
9/29/1958,1958,Ink on paper,39.4,52.4,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100208
Untitled (Ocean with Cross #1),1971,Graphite on acrylic ground on paper,45.1,57.8,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100209
Star Field III,1982,Graphite on acrylic ground on paper,53.3,68.6,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100215
Moon Surface (Surveyor I),1971,Graphite on synthetic polymer ground on paper,35.6,47,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100216
Untitled (Irregular Desert),1973,Graphite on synthetic polymer ground on paper,30.5,38.1,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100217
House #1,1965,Oil on wood |  metal |  fur |  and plastic,19.1,16.5,25.4,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100218
Clipping with Pistol,1968,Graphite on acrylic ground on paper,34.6,47,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100219
Bikini,1968,Graphite on acrylic ground on paper,34,46.4,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100220
Ocean: 7 Steps #2,1973,Graphite on acrylic ground on paper,29.8,249.9,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100221
Gun with Hand #1,1964,Oil on canvas,62.2,87.6,null,Gift of Edward R. Broida in honor of John Elderfield,Painting,Painting & Sculpture,2005,Y,100222
Flying Fortress,1966,Oil on canvas,40.6,66,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100223
Puzzle,1965,Oil on wood,5.1,30.5,25.4,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100224
Untitled #13 (Comet),1996,Charcoal on paper,43.2,55.9,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100225
Peoples Republic,-198,Graphite |  charcoal |  synthetic polymer paint |  and cut-and-pasted printed paper on paper,57.2,76.2,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100227
Breaking,1984,Mixed media on canvas,231.1,307.3,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100228
2 Hooks,1971,Steel,101.6,77.5,45.7,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100229
Queen's Rook,1962,Steel and wood,95.3,100.3,55.9,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100230
For Gonzalez,1973,Steel,240,265.4,153.7,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100231
Measure Piece,1967,Wood and steel,120.7,185.4,91.4,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100232
Eatherly's Lamp,1961,Stainless steel |  wood |  fiberglass |  resin |  brass |  and iron,83.8,119.4,101.6,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100233
Exclamation,1980,Steel,411.5,138.4,88.9,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100234
Cubo Arcane,1997,Titanium,78.4,124.5,71.1,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100235
Reciprocating Wedge,1982,Resin |  paint |  and wood fragments,181.9,25.4,38.1,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100236
Pernambuco,1985,Resin and paint,172.1,43.2,32.4,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100237
Jacob El Hanani,-199,Ink on paper,48.3,48.3,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100238
Topography,-200,Ink on paper,81.3,101.9,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100239
Untitled,1981,Painted steel,88.9,264.2,254,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100240
Gladiators,1940,Oil and pencil on canvas,62.2,71.4,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100241
Study for Tormentors,1947,Ink on paper,26.4,25.4,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100242
Loft I,1950,Ink on paper,43.2,55.9,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100243
Last Piece,-195,Gouache on board,55.9,76.2,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100244
Pleasures,1961,Ink on paper,66,91.4,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100245
Untitled,1963,Ink on paper,55.9,71.1,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100246
The Stone,1965,Ink on paper,45.7,61,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100247
Inhabiter,1965,Oil on canvas,193.4,201.3,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100248
Fix,1968,Charcoal on paper,41.9,57.8,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100249
Edge of Town,1969,Oil on canvas,195.6,280.7,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100250
Four Heads,1974,Ink on paper,47.3,61,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100252
Deluge II,1975,Oil on canvas,201.6,281.9,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100253
Web,1975,Oil on canvas,170.2,247,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100254
Cherries,1976,Oil on canvas,174.3,296.2,null,Gift of Edward R. Broida in honor of Glenn D. Lowry,Painting,Painting & Sculpture,2005,Y,100255
Green Rug,1976,Oil on canvas,238.8,174,null,Gift of Edward R. Broida in honor of Ann Temkin,Painting,Painting & Sculpture,2005,Y,100256
Source,1976,Oil on canvas,190.5,297.2,null,Gift of Edward R. Broida in honor of Uncle Sidney Feldman,Painting,Painting & Sculpture,2005,Y,100257
Wheel,1980,Ink on paper,48.3,65.4,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100258
Door,1980,Lithograph,51,74.3,null,Gift of Edward R. Broida,Print,Prints & Illustrated Books,2005,Y,100263
Agean,1980,Lithograph,62.5,100,null,Gift of Edward R. Broida,Print,Prints & Illustrated Books,2005,Y,100266
Ischia,1949,Ink on paper,27,35.2,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100267
Haven,1967,Ink on paper,40,48.3,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100268
City,1968,Synthetic polymer paint on board,50.8,76.2,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100269
Book,1968,Charcoal on paper,45.4,61,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100270
Discussion I,1969,Charcoal on paper,60,43.2,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100271
Talking,1979,Oil on canvas,173,198.8,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100272
Untitled,1963,Synthetic polymer paint on paper,76.2,101.6,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100273
Head,1968,Synthetic polymer paint on panel,45.7,50.8,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100274
Lamp and Chair,1974,Ink on paper,48.3,64.1,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100275
Painter in Bed,1973,Oil on canvas,151.4,264.8,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100276
Untitled 542,1986,Pigment and varnish on cut-and-pasted paper,34.9,40,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100277
The XV,-198,Powdered pigment and varnish on paper,48.3,52.1,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100278
Thicket No. 2,1990,Solid aluminum and plastic |  two units,10.8,65.1,130.5,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100279
Stevens' Bouquet,1991,Solid aluminum and plastic |  six units,106.7,127,38.1,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100280
Study for Columbus and Isabella I,1987,Wax |  pigment |  and pencil on paper,112.1,76.8,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100281
Beasts and Burdens,1970,Synthetic polymer paint on canvas |  with painted wood frame,148.3,322.3,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100282
Biosphere #4,1971,Oil on wood |  with painted wood frame,82.6,656.6,16.5,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100283
Terrace Positano,1983,Oil on canvas,111.4,183.5,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100284
Untitled,1985,Oil on canvas,127.3,101.9,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100285
Rice House,1988,Marble |  rice |  and hazelnut pollen,21.6,89.2,22.9,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100286
Milkstone,1983,Marble and milk,2.2,104.1,109.2,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100287
Seven Virtues/Seven Vices,1983,Limestone,60.3,190.5,null,Gift of Edward R. Broida,Installation,Painting & Sculpture,2005,Y,100289
Propagation,1997,Ink on paper mounted on canvas,221,152.1,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100290
Marble Skin and Acacia Thorns,2001,Marble |  canvas |  synthetic polymer paint |  and silk |  with acacia thorns,88.9,276.9,null,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100291
On the Fingertips,1993,Terra cotta and cast glass,138.4,90.2,92.7,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100292
Troy Decuto,2003,Synthetic polymer paint on fired clay,38.1,61,48.3,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100293
Red Neck,2002,Synthetic polymer paint on fired clay,24.1,25.4,27.9,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100294
Upside Down V Jar,1960,Glazed ceramic |  wood |  glass |  and metal fastener,29.8,27.3,18.1,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100296
Phobia,1995,Synthetic polymer paint on fired clay,43.2,58.4,47,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100297
Arctic,1998,Synthetic polymer paint on fired clay,55.9,42.5,39.4,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100298
Flatso,1999,Synthetic polymer paint on fired clay,31.8,35.6,22.9,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100299
Pacific,2000,Synthetic polymer paint on fired clay,54,32.4,22.9,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100300
Verge,1987,Painted wood,171.1,213.4,117.5,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100301
Horsefly,1996,Wire mesh |  tar |  glass |  and wood,246.4,200.7,241.3,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100302
Ivory Sliver,1986,Synthetic polymer paint on canvas,71.4,71.8,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100303
The Illusionist,1997,Synthetic polymer paint on canvas,287.7,287.7,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100304
The Millers Delight,1992,Synthetic polymer paint and rust on canvas,152.4,152.7,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100305
Untitled,-199,Ink and synthetic polymer paint on paper on board,45.7,45.7,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100306
Triphammer Bridge,1974,Synthetic polymer paint and tempera on canvas,170.5,292.1,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100307
Black in Place,1976,Synthetic polymer paint and tempera on canvas,174,217.2,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100308
Smoker,1978,Synthetic polymer paint and Flashe paint on canvas,158.8,114.3,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100309
Go-Devil Sled,1976,Wood |  resin |  canvas |  and wax,314.3,297.8,22.9,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100310
Narcissus,1984,Oil on canvas |  two panels,278.4,244.2,14,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100311
Big Grey Robe,2002,Oil on canvas,228.9,182.9,null,Gift of Edward R. Broida,Painting,Painting & Sculpture,2005,Y,100312
WWI,1984,Cor-Ten steel,139.7,162.6,20.3,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100313
Close Pin Prop,1969,Steel,243.8,50.8,25.4,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100314
Two Plate Prop,1969,Steel |  two plates,125.1,125.1,5.1,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100315
Untitled,1980,Wood,132.7,177.8,86.4,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100316
Untitled,1980,Wood |  gouache |  and casein,64.1,38.6,55.9,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100317
Untitled,1982,Bronze,107.3,106.7,47.6,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100318
Untitled,1980,Burnt wood |  oil |  and casein,53.3,43.2,22.9,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100319
Untitled,1979,Bronze |  three parts,7.3,21,17.5,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100320
Untitled,1980,Gouache and charcoal on paper,44.5,53.3,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100321
Untitled,-198,Gouache and charcoal on paper,51.4,62.9,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100322
Untitled,1979,Gouache on paper,38.7,49.2,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100323
Untitled,1980,Gouache and charcoal on paper,38.7,48.9,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100324
Untitled,-198,Synthetic polymer paint on two pieces of paper,79.1,52.4,null,Gift of Edward R. Broida,Drawing,Drawings,2005,Y,100325
Untitled,1982,Bronze,113,95.9,62.2,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100326
Untitled,1982,Wood and oil paint,94,147.3,109.2,Gift of Edward R. Broida,Sculpture,Painting & Sculpture,2005,Y,100327
