Title,Year,Medium,Width,Height,Depth,CreditLine,Classification,Department,YearAcquired,CuratorApproved,ObjectID
Variant of in-text plate and tailpiece from folios 21 verso and 26 (supplementary suite |  plate 9) from LE RÊVE DE L'AMMONITE,1972,Lithograph |  printed in color,26.8,47.9,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1978,N,20011
Variant of in-text plate from folio 24 (supplementary suite |  plate 10) from LE RÊVE DE L'AMMONITE,1972,Lithograph |  printed in color,29,47,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1978,N,20012
Variant of headpiece and tailpiece from folios 27 and 32 verso (supplementary suite |  plate 11) from LE RÊVE DE L'AMMONITE,1972,Lithograph |  printed in color,30.4,46.6,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1978,N,20013
Variant of in-text plates from folios 27 verso and 32 (supplementary suite |  plate 12) from LE RÊVE DE L'AMMONITE,1972,Lithograph |  printed in color,30.7,49.9,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1978,N,20014
Variant of in-text plate from folio 30 (supplementary suite |  plate 13) from LE RÊVE DE L'AMMONITE,1972,Lithograph |  printed in color,28.5,46.5,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1978,N,20015
Variant of headpiece and tailpiece from folios 33 and 38 verso (supplementary suite |  plate 14) from LE RÊVE DE L'AMMONITE,1972,Lithograph |  printed in color,29.9,48.1,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1978,N,20016
Variant of in-text plates from folios 33 verso and 38 (supplementary suite |  plate 15) from LE RÊVE DE L'AMMONITE,1972,Lithograph |  printed in color,29.5,47.1,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1978,N,20017
Variant of in-text plate from folio 36 (supplementary suite |  plate 16) from LE RÊVE DE L'AMMONITE,1972,Lithograph |  printed in color,28.7,45.5,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1978,N,20018
Variant of plates from folios 11 and 12 verso (supplementary suite |  plate 17) from LE RÊVE DE L'AMMONITE,1972,Lift ground aquatint |  printed in black,37.8,53.4,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1978,N,20019
Variant of plates from folios 17 and 18 verso (supplementary suite |  plate 18) from LE RÊVE DE L'AMMONITE,1972,Lift ground aquatint |  printed in black,37.8,53.4,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1978,N,20020
Variant of plates from folios 23 and 24 verso (supplementary suite |  plate 19) from LE RÊVE DE L'AMMONITE,1972,Lift ground aquatint |  printed in black,37.8,53.4,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1978,N,20021
Variant of plates from folios 29 and 30 verso (supplementary suite |  plate 20) from LE RÊVE DE L'AMMONITE,1972,Lift ground aquatint |  printed in black,37.8,53.4,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1978,N,20022
Variant of plates from folios 35 and 36 verso (supplementary suite |  plate 21) from LE RÊVE DE L'AMMONITE,1972,Lift ground aquatint |  printed in black,37.8,53.4,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1978,N,20023
Orientalia,-1,,35.5,26.6,null,Gift of The Judith Rothschild Foundation,Illustrated Book,Prints & Illustrated Books,2001,N,20024
CENTRAL PARK,1976,21 photolithographic reproductions after paintings (including front cover); and supplementary suite of 4 lithographs (3 with aquatint and lift ground aquatint and 1 with etching) |  printed in color,49.5,65.7,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1978,N,20025
Plate I (supplementary suite) from CENTRAL PARK,1976,Etching and lithograph |  printed in color,48,64.9,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1978,N,20026
Plate II (supplementary suite) from CENTRAL PARK,1976,Aquatint |  lift ground aquatint |  and lithograph |  printed in color,48.2,65.2,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1978,N,20027
Plate III (supplementary suite) from CENTRAL PARK,1976,Aquatint |  lift ground aquatint |  and lithograph |  printed in color,47.8,63.5,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1978,N,20028
Plate IV (supplementary suite) from CENTRAL PARK,1976,Aquatint |  lift ground aquatint |  and lithograph |  printed in color,47.7,63.8,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1978,N,20029
Pesenki Versalia. Akvarel',-1,,35.8,26.8,null,Gift of The Judith Rothschild Foundation,Illustrated Book,Prints & Illustrated Books,2001,N,20030
Pesenki Versalia. Markiza i korol',-1,,35.8,26.8,null,Gift of The Judith Rothschild Foundation (Boris Kerdimun Archive),Illustrated Book,Prints & Illustrated Books,2001,N,20031
Pesenki Versalia. Kaprizy markizy,-1,,33.6,25.5,null,Gift of The Judith Rothschild Foundation,Illustrated Book,Prints & Illustrated Books,2001,N,20032
Plate (folio 1) from PAR EXPÉRIENCE,1976,,37,26.7,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1978,N,20033
Par expérience,1976,3 collotypes with pochoir,39,28.8,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1978,Y,20034
Plate (folio 3) from PAR EXPÉRIENCE,1976,,36.3,26,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1978,N,20035
Plate (folio 5) from PAR EXPÉRIENCE,1976,,37.5,27.5,null,Gift of the artist,Illustrated Book,Prints & Illustrated Books,1978,N,20036
1918,1917,Brown paper cover with letterpress text and black ink manuscript title mounted on front; 1 lithographed ferro-concrete poem by Kamenskii and Zdanevich mounted on brown paper |  and 1 lithographed zaum poem by Kruchenykh mounted on brown paper; 1 leaf of lithographed manuscript text by Zdanevich mounted on inside back cover,25.5,35,null,Gift of The Judith Rothschild Foundation (Boris Kerdimun Archive),Illustrated Book,Prints & Illustrated Books,2001,Y,20037
Illustrations for Tender Buttons,1965,Illustrated book with ten xerox images,35.5,21.6,null,John B. Turner Fund,Illustrated Book,Prints & Illustrated Books,1965,Y,20038
Le Coeur à Gaz,-197,Illustrated book with twelve lithographs and supplementary suite of seven lithographs,45,20,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1978,Y,20040
Double page plate (pages 46 and 47) from LE COEUR À GAZ,1923,Lithograph |  printed in black,37,25.1,null,,Illustrated Book,Prints & Illustrated Books,1978,N,20041
In-text plate (page 49) from LE COEUR À GAZ,1923,,33.3,3.3,null,,Illustrated Book,Prints & Illustrated Books,1978,N,20042
Tailpiece (page 51) from LE COEUR À GAZ,1923,,14.2,14,null,,Illustrated Book,Prints & Illustrated Books,1978,N,20043
Duplicate of plate from page 10 (supplementary suite |  plate 1) from LE COEUR À GAZ,1923,,37,16.2,null,,Illustrated Book,Prints & Illustrated Books,1978,N,20044
Duplicate of plate from page 14 (supplementary suite |  plate 2) from LE COEUR À GAZ,1923,,34.6,17.1,null,,Illustrated Book,Prints & Illustrated Books,1978,N,20045
Duplicate of plate from page 22 (supplementary suite |  plate 3) from LE COEUR À GAZ,1923,,28.3,19.1,null,,Illustrated Book,Prints & Illustrated Books,1978,N,20046
Duplicate of plate from page 25 (supplementary suite |  plate 4) from LE COEUR À GAZ,1923,,38.1,16.2,null,,Illustrated Book,Prints & Illustrated Books,1978,N,20047
Duplicate of plate from page 30 (supplementary suite |  plate 5) from LE COEUR À GAZ,1923,,32.5,19.6,null,,Illustrated Book,Prints & Illustrated Books,1978,N,20048
Duplicate of plate from page 35 (supplementary suite |  plate 6) from LE COEUR À GAZ,1923,,33.5,18.4,null,,Illustrated Book,Prints & Illustrated Books,1978,N,20049
Duplicate of plate from page 43 (supplementary suite |  plate 7) from LE COEUR À GAZ,1923,,28,18.2,null,,Illustrated Book,Prints & Illustrated Books,1978,N,20050
Plate (page 10) from LE COEUR À GAZ,1923,,37,16.2,null,,Illustrated Book,Prints & Illustrated Books,1978,N,20051
Plate (page 14) from LE COEUR À GAZ,1923,,34.6,17.1,null,,Illustrated Book,Prints & Illustrated Books,1978,N,20052
Plate (page 22) from LE COEUR À GAZ,1923,,28.3,19.1,null,,Illustrated Book,Prints & Illustrated Books,1978,N,20053
Plate (page 25) from LE COEUR À GAZ,1923,,38.1,16.2,null,,Illustrated Book,Prints & Illustrated Books,1978,N,20054
Plate (page 30) from LE COEUR À GAZ,1923,,32.5,19.6,null,,Illustrated Book,Prints & Illustrated Books,1978,N,20055
Plate (page 35) from LE COEUR À GAZ,1923,,33.5,18.4,null,,Illustrated Book,Prints & Illustrated Books,1978,N,20056
Double page in-text plate (pages 38 and 39) from LE COEUR À GAZ,1923,,16.8,16.3,null,,Illustrated Book,Prints & Illustrated Books,1978,N,20057
Plate (page 43) from LE COEUR À GAZ,1923,,28,18.2,null,,Illustrated Book,Prints & Illustrated Books,1978,N,20058
Untitled,1921,Colored pencil,10.4,6.3,null,Gift of The Judith Rothschild Foundation (Anonymous donation),Illustrated Book,Prints & Illustrated Books,2001,N,20059
Double page plate I (folios 4 verso and 5) from LE COURTISAN GROTESQUE,1974,Etching |  aquatint |  lift ground aquatint |  and drypoint |  printed in color,41.9,58,null,The Associates Fund,Illustrated Book,Prints & Illustrated Books,1978,N,20060
Le Courtisan Gortesque,1974,Illustrated book with 16 etching and aquatints |  some with aquatint and/or drypoint (including wrapper front),42,29,null,The Associates Fund,Illustrated Book,Prints & Illustrated Books,1978,Y,20061
Double page plate X (folios 39 and 42 verso) from LE COURTISAN GROTESQUE,1974,Etching and lift ground aquatint |  printed in color,39.8,54.5,null,The Associates Fund,Illustrated Book,Prints & Illustrated Books,1978,N,20062
Double page plate XI (folios 44 verso and 45) from LE COURTISAN GROTESQUE,1974,Etching |  aquatint |  lift ground aquatint |  and drypoint |  printed in color,42,58.6,null,The Associates Fund,Illustrated Book,Prints & Illustrated Books,1978,N,20063
Double page plate XII (folios 47 and 50 verso) from LE COURTISAN GROTESQUE,1974,Etching and lift ground aquatint |  printed in color,40.2,56.5,null,The Associates Fund,Illustrated Book,Prints & Illustrated Books,1978,N,20064
Double page plate XIII (folios 52 verso and 53) from LE COURTISAN GROTESQUE,1974,Etching |  aquatint |  lift ground aquatint |  and drypoint |  printed in color,41.8,58.5,null,The Associates Fund,Illustrated Book,Prints & Illustrated Books,1978,N,20065
Double page plate XIV (folios 55 and 58 verso) from LE COURTISAN GROTESQUE,1974,Etching |  lift ground aquatint |  and drypoint |  printed in color,40.8,55.3,null,The Associates Fund,Illustrated Book,Prints & Illustrated Books,1978,N,20066
Double page plate XV (folios 60 verso and 61) from LE COURTISAN GROTESQUE,1974,Etching and lift ground aquatint |  printed in color,41.2,55.8,null,The Associates Fund,Illustrated Book,Prints & Illustrated Books,1978,N,20067
Wrapper front from LE COURTISAN GROTESQUE,1974,Etching |  lift ground aquatint |  and drypoint |  printed in color,43,31.5,null,The Associates Fund,Illustrated Book,Prints & Illustrated Books,1978,N,20068
Double page plate II (folios 7 and 10 verso) from LE COURTISAN GROTESQUE,1974,Etching and lift ground aquatint |  printed in color,40.8,56,null,The Associates Fund,Illustrated Book,Prints & Illustrated Books,1978,N,20069
Double page plate III (folios 12 verso and 13) from LE COURTISAN GROTESQUE,1974,Etching |  aquatint |  lift ground aquatint |  and drypoint |  printed in color,42,58.7,null,The Associates Fund,Illustrated Book,Prints & Illustrated Books,1978,N,20070
Double page plate IV (folios 15 and 18 verso) from LE COURTISAN GROTESQUE,1974,Etching and lift ground aquatint |  printed in color,39,56.4,null,The Associates Fund,Illustrated Book,Prints & Illustrated Books,1978,N,20071
Double page plate V (folios 20 verso and 21) from LE COURTISAN GROTESQUE,1974,Etching |  aquatint |  lift ground aquatint |  and drypoint |  printed in color,42,58.4,null,The Associates Fund,Illustrated Book,Prints & Illustrated Books,1978,N,20072
Double page plate VI (folios 23 and 26 verso) from LE COURTISAN GROTESQUE,1974,Etching and lift ground aquatint |  printed in color,41,56.1,null,The Associates Fund,Illustrated Book,Prints & Illustrated Books,1978,N,20073
Double page plate VII (folios 28 verso and 29) from LE COURTISAN GROTESQUE,1974,Etching |  aquatint |  lift ground aquatint |  and drypoint |  printed in color,42,58.6,null,The Associates Fund,Illustrated Book,Prints & Illustrated Books,1978,N,20074
Double page plate VIII (folios 31 and 34 verso) from LE COURTISAN GROTESQUE,1974,Etching and lift ground aquatint |  printed in color,38.1,56,null,The Associates Fund,Illustrated Book,Prints & Illustrated Books,1978,N,20075
Double page plate IX (folios 36 verso and 37) from LE COURTISAN GROTESQUE,1974,Etching |  aquatint |  lift ground aquatint |  and drypoint |  printed in color,42.2,58.4,null,The Associates Fund,Illustrated Book,Prints & Illustrated Books,1978,N,20076
Polishinel'. Tango,1922,,33.2,25.8,null,Gift of The Judith Rothschild Foundation,Illustrated Book,Prints & Illustrated Books,2001,N,20077
Plate (facing page 6) from LE CRIME D'UNE NUIT,1973,,31.1,24.5,null,Gift of Jacques Putman,Illustrated Book,Prints & Illustrated Books,1978,N,20078
Le Crime d'une Nuit,1973,Illustrated book with five lithographs,32,26.5,null,Gift of Jacques Putman,Illustrated Book,Prints & Illustrated Books,1978,Y,20079
Plate (facing page 10) from LE CRIME D'UNE NUIT,1973,,31.9,24.2,null,Gift of Jacques Putman,Illustrated Book,Prints & Illustrated Books,1978,N,20080
Plate (facing page 18) from LE CRIME D'UNE NUIT,1973,,23.5,18.5,null,Gift of Jacques Putman,Illustrated Book,Prints & Illustrated Books,1978,N,20081
Plate (facing page 26) from LE CRIME D'UNE NUIT,1973,,23.4,17.8,null,Gift of Jacques Putman,Illustrated Book,Prints & Illustrated Books,1978,N,20082
Plate (facing page 30) from LE CRIME D'UNE NUIT,1973,,29.9,25,null,Gift of Jacques Putman,Illustrated Book,Prints & Illustrated Books,1978,N,20083
Portrety,1922,,33,23.7,null,Gift of The Judith Rothschild Foundation,Illustrated Book,Prints & Illustrated Books,2001,N,20084
Plate (folio 5) from LE MOT BUVETTE,1975,Lithograph |  printed in color,11.2,27.3,null,Gift of Jacques Putman,Illustrated Book,Prints & Illustrated Books,1978,N,20085
Le Mot Buvette,1975,Illustrated book with eight lithographs,33,23,null,Gift of Jacques Putman,Illustrated Book,Prints & Illustrated Books,1978,Y,20086
Plate (folio 9) from LE MOT BUVETTE,1975,Lithograph |  printed in color,16.5,23.2,null,Gift of Jacques Putman,Illustrated Book,Prints & Illustrated Books,1978,N,20087
Plate (folio 12) from LE MOT BUVETTE,1975,Lithograph |  printed in color,22.1,14.1,null,Gift of Jacques Putman,Illustrated Book,Prints & Illustrated Books,1978,N,20088
Plate (folio 16) from LE MOT BUVETTE,1975,Lithograph |  printed in color,24.7,17.3,null,Gift of Jacques Putman,Illustrated Book,Prints & Illustrated Books,1978,N,20089
Duplicate of plate from folio 5 (folio 18) from LE MOT BUVETTE,1975,Lithograph |  printed in color,11.2,27.3,null,Gift of Jacques Putman,Illustrated Book,Prints & Illustrated Books,1978,N,20090
Duplicate of plate from folio 9 (folio 19) from LE MOT BUVETTE,1975,Lithograph |  printed in color,16.5,23.3,null,Gift of Jacques Putman,Illustrated Book,Prints & Illustrated Books,1978,N,20091
Duplicate of plate from folio 12 (folio 20) from LE MOT BUVETTE,1975,Lithograph |  printed in color,22.1,14.1,null,Gift of Jacques Putman,Illustrated Book,Prints & Illustrated Books,1978,N,20092
Duplicate of plate from folio 16 (folio 21) from LE MOT BUVETTE,1975,Lithograph |  printed in color,24.7,17.3,null,Gift of Jacques Putman,Illustrated Book,Prints & Illustrated Books,1978,N,20093
Ruki galstukom,1920,,34,26.3,null,Gift of The Judith Rothschild Foundation,Illustrated Book,Prints & Illustrated Books,2001,N,20094
Plate (page 13) from TROIS REMARQUES SUR LA COULEUR,1977,,31.8,25.2,null,Gift of Jacques Putman,Illustrated Book,Prints & Illustrated Books,1978,N,20095
Trois Remarques sur la Couleur,1978,Illustrated book with four lithographs,32,25.2,null,Gift of Jacques Putman,Illustrated Book,Prints & Illustrated Books,1978,Y,20096
Plate (page 21) from TROIS REMARQUES SUR LA COULEUR,1977,,31.5,25,null,Gift of Jacques Putman,Illustrated Book,Prints & Illustrated Books,1978,N,20097
Plate (page 37) from TROIS REMARQUES SUR LA COULEUR,1977,,31.7,25.2,null,Gift of Jacques Putman,Illustrated Book,Prints & Illustrated Books,1978,N,20098
Plate (page 45) from TROIS REMARQUES SUR LA COULEUR,1977,,31.8,25.2,null,Gift of Jacques Putman,Illustrated Book,Prints & Illustrated Books,1978,N,20099
Shumit nochnoi marsel',1926,,33.3,25.8,null,Gift of The Judith Rothschild Foundation,Illustrated Book,Prints & Illustrated Books,2001,N,20100
Title page from METAFISIKAL TRANSLATIONS,1962,,8.6,18.9,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20102
METAFISIKAL TRANSLATIONS,1962,Illustrated book with 30 screenprints |  printed in black,29,20.8,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20103
Plate (folio 7 verso) from METAFISIKAL TRANSLATIONS,1962,,27.6,18.5,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20104
Plate (folio 8) from METAFISIKAL TRANSLATIONS,1962,,18.5,17.5,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20105
In-text plate (folio 8 verso) from METAFISIKAL TRANSLATIONS,1962,,9.8,9.7,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20106
In-text plate (folio 9) from METAFISIKAL TRANSLATIONS,1962,,2.6,9.8,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20107
Plate (folio 10) from METAFISIKAL TRANSLATIONS,1962,,21.5,11.3,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20108
In-text plate (folio 10 verso) from METAFISIKAL TRANSLATIONS,1962,,7.2,17.7,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20109
In-text plate (folio 11) from METAFISIKAL TRANSLATIONS,1962,,13.8,12.4,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20110
Plate (folio 11 verso) from METAFISIKAL TRANSLATIONS,1962,,22.8,19,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20111
Plate (folio 12) from METAFISIKAL TRANSLATIONS,1962,,26,19,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20112
Plate (folio 14) from METAFISIKAL TRANSLATIONS,1962,,26.8,20.2,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20113
Plate (folio 2 verso) from METAFISIKAL TRANSLATIONS,1962,,29.8,10.8,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20114
Plate (folio 14 verso) from METAFISIKAL TRANSLATIONS,1962,,26.5,19.1,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20115
In-text plate (folio 16 verso) from METAFISIKAL TRANSLATIONS,1962,,2.1,15.9,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20116
In-text plate (folio 17) from METAFISIKAL TRANSLATIONS,1962,,2.9,16.6,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20117
In-text plate (folio 17 verso) from METAFISIKAL TRANSLATIONS,1962,,26.6,8.8,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20118
Plate (folio 18 verso) from METAFISIKAL TRANSLATIONS,1962,,28,19,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20119
In-text plate (folio 19 verso) from METAFISIKAL TRANSLATIONS,1962,,13.8,18.9,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20120
Plate (folio 20) from METAFISIKAL TRANSLATIONS,1962,,26.9,19,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20121
Plate (folio 20 verso) from METAFISIKAL TRANSLATIONS,1962,,27.2,18.9,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20122
Plate (folio 21 verso) from METAFISIKAL TRANSLATIONS,1962,,27,12.6,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20123
In-text plate (folio 23) from METAFISIKAL TRANSLATIONS,1962,,1.3,11.5,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20124
In-text plate (folio 3 verso) from METAFISIKAL TRANSLATIONS,1962,,27,7.9,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20125
In-text plate (folio 23 verso) from METAFISIKAL TRANSLATIONS,1962,,12,19,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20126
Plate (folio 4) from METAFISIKAL TRANSLATIONS,1962,,26.8,16.9,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20127
In-text plate (folio 4 verso) from METAFISIKAL TRANSLATIONS,1962,,19.1,7.2,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20128
Plate (folio 5) from METAFISIKAL TRANSLATIONS,1962,,26.5,14.6,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20129
In-text plate (folio 5 verso) from METAFISIKAL TRANSLATIONS,1962,,10.5,18.9,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20130
Plate (folio 6) from METAFISIKAL TRANSLATIONS,1962,,26.2,19.1,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20131
Plate (folio 7) from METAFISIKAL TRANSLATIONS,1962,,27.9,19,null,Given anonymously,Illustrated Book,Prints & Illustrated Books,1965,N,20132
Sredi lesov i polia,-1,,33,25.5,null,Gift of The Judith Rothschild Foundation,Illustrated Book,Prints & Illustrated Books,2001,N,20133
Plate (folio 20) from CINÉMA CALENDRIER DU COEUR ABSTRAIT |  MAISONS,-192,,15.5,11,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,20136
Plate (folio 22) from CINÉMA CALENDRIER DU COEUR ABSTRAIT |  MAISONS,-192,,9.1,8,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,20137
Plate (folio 24) from CINÉMA CALENDRIER DU COEUR ABSTRAIT |  MAISONS,-192,,8.9,10,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,20138
Plate (folio 26) from CINÉMA CALENDRIER DU COEUR ABSTRAIT |  MAISONS,-192,,6.8,8.5,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,20139
Plate (folio 28) from CINÉMA CALENDRIER DU COEUR ABSTRAIT |  MAISONS,-192,,22.2,16.9,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,20140
Plate (folio 30) from CINÉMA CALENDRIER DU COEUR ABSTRAIT |  MAISONS,-192,,11.5,12,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,20141
Plate (folio 32) from CINÉMA CALENDRIER DU COEUR ABSTRAIT |  MAISONS,-192,,11.5,11.4,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,20142
Plate (folio 34) from CINÉMA CALENDRIER DU COEUR ABSTRAIT |  MAISONS,-192,,23,16.5,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,20143
Plate (folio 36) from CINÉMA CALENDRIER DU COEUR ABSTRAIT |  MAISONS,-192,,22.7,18,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,20144
Plate (folio 38) from CINÉMA CALENDRIER DU COEUR ABSTRAIT |  MAISONS,-192,,5,5.5,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,20145
Plate (folio 4) from CINÉMA CALENDRIER DU COEUR ABSTRAIT |  MAISONS,-192,,8.3,11.8,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,20146
Plate (folio 6) from CINÉMA CALENDRIER DU COEUR ABSTRAIT |  MAISONS,-192,,12,10.8,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,20147
Plate (folio 8) from CINÉMA CALENDRIER DU COEUR ABSTRAIT |  MAISONS,-192,,11.7,18.1,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,20148
Plate (folio 10) from CINÉMA CALENDRIER DU COEUR ABSTRAIT |  MAISONS,-192,,12.1,16.8,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,20149
Plate (folio 12) from CINÉMA CALENDRIER DU COEUR ABSTRAIT |  MAISONS,-192,,8.1,6.8,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,20150
Plate (folio 14) from CINÉMA CALENDRIER DU COEUR ABSTRAIT |  MAISONS,-192,,13.3,11,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,20151
Plate (folio 16) from CINÉMA CALENDRIER DU COEUR ABSTRAIT |  MAISONS,-192,,16.7,10.7,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,20152
Plate (folio 18) from CINÉMA CALENDRIER DU COEUR ABSTRAIT |  MAISONS,-192,,16.3,13.3,null,The Louis E. Stern Collection,Illustrated Book,Prints & Illustrated Books,1964,N,20153
Plate (facing page 10) from PICABIA,1908,Etching |  printed in black,11.9,16,null,,Illustrated Book,Prints & Illustrated Books,1965,N,20154
PICABIA,1908,Monograph with reproductions and 6 etchings (2 with drypoint) |  printed in black,24,20,null,Purchase,Illustrated Book,Prints & Illustrated Books,1965,N,20155
Plate (facing page 14) from PICABIA,1908,Etching and drypoint |  printed in black,14.7,19.8,null,,Illustrated Book,Prints & Illustrated Books,1965,N,20156
Plate (facing page 18) from PICABIA,-190,Etching |  printed in black,12,15,null,,Illustrated Book,Prints & Illustrated Books,1965,N,20157
