Title,Year,Medium,Width,Height,Depth,CreditLine,Classification,Department,YearAcquired,CuratorApproved,ObjectID
The Park,1894,Distemper on canvas,211.8,159.2,null,The William B. Jaffe and Evelyn A. J. Hall Collection,Painting,Painting & Sculpture,1959,Y,80056
Annette,1962,Oil on canvas,92.3,73.2,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1967,Y,80059
Untitled 1964 |  New York,1964,Oil on canvas,255.1,203.3,null,Junior Council Fund,Painting,Painting & Sculpture,1965,Y,80061
Two Women,1934,Oil on canvas,99.7,100,null,Gift of Dr. C. M. Ramírez Corría,Painting,Painting & Sculpture,1942,Y,80063
Composition on the Word Vie |  2,1950,Oil on canvas,145.8,97.1,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1967,N,80064
Memory of a Voyage,1955,Oil on canvas,162.2,130.2,null,Gift of D. and J. de Menil,Painting,Painting & Sculpture,1959,Y,80065
Angora Cat,1937,Oil on canvas,56.1,69.1,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1967,Y,80066
Lion,1939,Oil on canvas,71.5,102,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1969,Y,80068
Cafe Deutschland (Style War),1980,Synthetic polymer paint on canvas,280,350.7,null,Gift of Emily and Jerry Spiegel,Painting,Painting & Sculpture,1994,Y,80069
Standing Man with Stick,1959,Oil on canvas,175.9,154,null,Gift of Joseph H. Hirshhorn,Painting,Painting & Sculpture,1959,Y,80070
Untitled,1963,Oil |  string |  and canvas on wood,183.6,136.8,null,Purchase,Painting,Painting & Sculpture,1965,Y,80071
Inseparable Friends,1941,Oil on canvas,152.6,101.9,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1967,Y,80072
Girl with Pigeons,1942,Oil on canvas,76.1,101.7,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1969,Y,80074
Cityscape,1970,Oil on canvas,199.6,199.6,null,Fractional and promised gift of Jo Carole and Ronald S. Lauder,Painting,Painting & Sculpture,1994,Y,80075
Composition,1932,Oil on canvas,71.8,50.2,null,Gift of Dr. Román Fresnedo Siri,Painting,Painting & Sculpture,1942,Y,80076
The Synagogue,1940,Oil on canvas,165.7,118.7,null,Acquired through the Lillie P. Bliss Bequest,Painting,Painting & Sculpture,1943,Y,80077
Parliamentary Buildings,1946,Oil on canvas,91.7,71.1,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1969,Y,80078
Columbus Making Ripples,1993,Pleated silver-dye-bleach print (Cibachrome) on pleated canvas with steel pushpins,216,275,2.7,Gift of Waldo Rasmussen and AT&T NEW ART/NEW VISIONS Fund,Painting,Painting & Sculpture,1994,Y,80079
Burning Bush,1959,Oil on canvas,160,121.9,null,Larry Aldrich Foundation Fund,Painting,Painting & Sculpture,1959,Y,80081
Untitled,1964,Synthetic polymer paint on canvas,333.4,225.4,null,John G. Powers Fund,Painting,Painting & Sculpture,1965,Y,80082
The Four Seasons: Spring |  Summer |  Autumn |  and Winter,1993,Synthetic polymer paint |  oil |  house paint |  pencil and crayon on four canvases,312.5,190,null,Gift of the artist,Painting,Painting & Sculpture,1994,Y,80085
Untitled,1970,Oil-based house paint and crayon on canvas,405,640.3,null,Acquired through the Lillie P. Bliss Bequest and The Sidney and Harriet Janis Collection (both by exchange),Painting,Painting & Sculpture,1994,Y,80088
The Cathedral at Mantes,1930,Oil on canvas,46,54.6,null,Gift of Mr. and Mrs. Peter A. Rübel,Painting,Painting & Sculpture,1951,Y,80090
Composition |  I,1959,Oil and casein on canvas strips stretched over armature,116.2,89.1,null,Gift of William Rubin,Painting,Painting & Sculpture,1959,Y,80091
The Campbells Are Coming,1932,Oil and gold paint on paper over composition board,50.8,40.8,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1969,N,80092
Actor's Mask,1924,Oil on canvas mounted on board,36.7,33.8,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1969,Y,80094
Homage to the Square: White Monument,1951,Oil on composition board,81.3,81.3,null,Nina and Gordon Bunshaft Bequest,Painting,Painting & Sculpture,1994,Y,80095
The Little Presser,1943,Oil on composition board,29.2,29.5,null,Purchase,Painting,Painting & Sculpture,1943,Y,80096
Meeting Place,1957,Oil on canvas,142.2,111.7,null,G. David Thompson Fund,Painting,Painting & Sculpture,1959,Y,80098
In the Grass,1930,Oil on canvas,42.1,52.5,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1969,Y,80099
Obsol,1964,Oil on canvas,203.2,188,null,Nina and Gordon Bunshaft Bequest,Painting,Painting & Sculpture,1994,Y,80100
Blue Monochrome,1961,Dry pigment in synthetic polymer medium on cotton over plywood,195.1,140,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1969,Y,80103
Picture with an Archer,1909,Oil on canvas,175,144.6,null,Gift and bequest of Louise Reinhardt Smith,Painting,Painting & Sculpture,1959,Y,80104
Convergences,1976,Vinyl paint and pasted paper mounted on canvas,135.4,356.3,null,Nina and Gordon Bunshaft Bequest,Painting,Painting & Sculpture,1994,Y,80106
Le Gros,1961,Oil on canvas,105,133.8,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1969,Y,80108
Mondanite XXIV,1975,Vinyl paint on paper mounted on canvas,64.1,91.3,null,Nina and Gordon Bunshaft Bequest,Painting,Painting & Sculpture,1994,Y,80110
The Weeping Woman,1942,Oil on canvas,60,75.2,null,Inter-American Fund,Painting,Painting & Sculpture,1942,Y,80114
The Blue Doll,1942,Oil on canvas,108.9,88.9,null,James Thrall Soby Fund,Painting,Painting & Sculpture,1943,Y,80115
A Tree in Naples,1960,Oil on canvas,203.7,178.1,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1969,Y,80116
Harlequin (Self-Portrait),1944,Oil and pencil on canvas,61.2,51.3,null,Gift of Margery and Harry Kahn,Painting,Painting & Sculpture,1973,N,80117
Bridge,1908,Oil on canvas,92.7,72.6,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1967,Y,80121
Bargeman,1918,Oil on canvas,45.8,55.5,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1967,Y,80123
Random Site with 5 Personages from the Sites Aléatoires series,1982,Synthetic polymer paint and pasted paper mounted on canvas,67.4,99.7,null,Nina and Gordon Bunshaft Bequest,Painting,Painting & Sculpture,1994,Y,80126
Slowly Toward the North,1942,Oil on canvas,106.7,91.4,null,Gift of Philip Johnson,Painting,Painting & Sculpture,1943,Y,80127
Gregory,1961,Lacquer and synthetic enamel on composition board,122,122,null,Larry Aldrich Foundation Fund,Painting,Painting & Sculpture,1965,Y,80129
Synchromy in Blue,1917,Oil on canvas,66.4,51.1,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1967,N,80131
Head of a Girl from the Assemblages d'empreintes series,1954,Oil on canvas,28.6,24.1,null,Nina and Gordon Bunshaft Bequest,Painting,Painting & Sculpture,1994,Y,80135
Window at Vers,1912,Oil on canvas,130.8,89.5,null,Abby Aldrich Rockefeller Fund |  purchased in memory of Mrs. Cornelius J. Sullivan,Painting,Painting & Sculpture,1939,Y,80136
Solution of Continuity |  24,1964,Oil and acrylic on canvas,161.6,129.8,null,Gift of Mr. and Mrs. David Kluger,Painting,Painting & Sculpture,1977,N,80138
Chairman of the Board,1971,Synthetic polymer paint and felt-tip pen on canvas,224.2,493.2,null,Nina and Gordon Bunshaft Bequest,Painting,Painting & Sculpture,1994,Y,80139
Monastery Farm |  Rhode Island,1936,Oil on rubberized cloth,71.8,96.5,null,Abby Aldrich Rockefeller Fund,Painting,Painting & Sculpture,1939,Y,80140
Item 34 |  1964 |  Spiral IV,1964,Synthetic polymer paint on canvas,172,172,10,Given anonymously,Painting,Painting & Sculpture,1965,N,80142
The Leaf of the Artichoke Is an Owl,1944,Oil on canvas,71.1,91.2,null,Sidney and Harriet Janis Collection Fund,Painting,Painting & Sculpture,1977,Y,80143
Echo of a Scream,1937,Enamel on wood,121.9,91.4,null,Gift of Edward M. M. Warburg,Painting,Painting & Sculpture,1939,Y,80144
Savanna,1942,Oil on canvas,49.2,48.9,null,Inter-American Fund,Painting,Painting & Sculpture,1942,Y,80145
Tableau no. 2 / Composition no. V,1914,Oil on canvas,54.8,85.3,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1967,Y,80146
The Mirror,1925,Oil on canvas,129.6,99.6,null,Nina and Gordon Bunshaft Bequest,Painting,Painting & Sculpture,1994,Y,80147
Two Female Models in the Studio,1967,Oil on canvas,127.3,153.1,null,Gift of Mr. and Mrs. Stephen B. Booke,Painting,Painting & Sculpture,1973,Y,80150
Bowl of Fruit,1922,Glazed stoneware,36,33.4,null,Gift of Dr. and Mrs. Arthur Luce Klein,Painting,Painting & Sculpture,1977,Y,80151
Composition with Red and Blue,1933,Oil on canvas,41.2,33.3,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1967,Y,80153
June Crossing,1956,Oil on canvas,149.5,193.9,null,Gift of Mr. and Mrs. David Kluger,Painting,Painting & Sculpture,1977,N,80156
Or The Mocked Mocker,1930,Oil on canvas,43.2,52.4,null,Gift of J. B. Neumann,Painting,Painting & Sculpture,1939,Y,80157
Composition in Yellow |  Blue |  and White |  I,1937,Oil on canvas,57.1,55.2,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1967,Y,80158
Composition in Red |  Blue |  and Yellow,1937,Oil on canvas,60.3,55.4,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1967,Y,80160
Accident in the Air,1939,Oil on composition board,48.3,58.4,null,Gift of the New York World's Fair |  1939,Painting,Painting & Sculpture,1939,Y,80161
The Balcony,1941,Oil on canvas,73.7,58.7,null,Gift of Edgar Kaufmann |  Jr.,Painting,Painting & Sculpture,1942,Y,80165
The Scream,1976,Synthetic polymer paint |  oil and wax on canvas,187.5,209.7,null,Betsy Babcock Fund,Painting,Painting & Sculpture,1983,N,80167
Peter Hunt's Antique Shop,1930,Oil on canvas,50.8,76.5,null,Abby Aldrich Rockefeller Fund,Painting,Painting & Sculpture,1939,Y,80168
New Chicago Athletic Club,1937,Oil on canvas,184.8,300.4,null,Inter-American Fund,Painting,Painting & Sculpture,1942,Y,80169
Free Form,1946,Oil on canvas,48.9,35.5,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1967,Y,80170
Odol,1924,Oil on cardboard,60.9,45.6,null,Mary Sisler Bequest (by exchange) and purchase,Painting,Painting & Sculpture,1997,Y,80171
The Sleeping Gypsy,1897,Oil on canvas,129.5,200.7,null,Gift of Mrs. Simon Guggenheim,Painting,Painting & Sculpture,1939,Y,80172
Marilyn Monroe |  I,1962,Oil and spray enamel on canvas,236.2,183.3,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1967,Y,80174
Conversion to Her,1983,Paint on plaster on styrofoam and fiberglass |  three panels,244,286.7,7,Anne and Sid Bass Fund,Painting,Painting & Sculpture,1983,Y,80175
No. F,1959,Oil on canvas,105.4,132.1,null,Sid R. Bass Fund,Painting,Painting & Sculpture,1997,Y,80176
No. 14 (Horizontals |  White over Darks),1961,Oil on canvas,143.3,237,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1967,Y,80177
Fez (2),1964,Fluorescent alkyd on canvas,195.6,195.6,null,Gift of Lita Hornick,Painting,Painting & Sculpture,1997,Y,80178
Painting 1943,1943,Gouache and pencil on board mounted on painted wood frame,24.6,25.3,null,Nina and Gordon Bunshaft Bequest,Painting,Painting & Sculpture,1994,Y,80179
Bird Blast,1997,Pills |  leaves |  collage |  synthetic polymer paint |  and resin on wood panel,152.4,152.4,null,Gift of Douglas S. Cramer,Painting,Painting & Sculpture,1997,Y,80180
Cleopatra's Barge,1939,Oil on canvas,81.3,100,null,Abby Aldrich Rockefeller Fund,Painting,Painting & Sculpture,1939,Y,80181
Sea Grasses and Blue Sea,1958,Oil on canvas,152.7,183.7,null,Gift of friends of the artist,Painting,Painting & Sculpture,1958,Y,80182
Gouache 1940-43,1940,Gouache on board,24.1,24.8,null,Nina and Gordon Bunshaft Bequest,Painting,Painting & Sculpture,1994,Y,80184
Umbrella and Bowler,1926,Oil on canvas,130.1,98.2,null,A. Conger Goodyear Fund,Painting,Painting & Sculpture,1959,Y,80186
Figure |  I,1964,Synthetic polymer paint on joined canvas |  with wood and string,63.7,55,5.2,Inter-American Fund,Painting,Painting & Sculpture,1964,Y,80187
Gouache 1938-42,1938,Gouache and pencil on board,25.4,31.8,null,Nina and Gordon Bunshaft Bequest,Painting,Painting & Sculpture,1994,Y,80189
Hans Tietze and Erica Tietze-Conrat,1909,Oil on canvas,76.5,136.2,null,Abby Aldrich Rockefeller Fund,Painting,Painting & Sculpture,1939,Y,80190
Abraham,1949,Oil on canvas,210.2,87.7,null,Philip Johnson Fund,Painting,Painting & Sculpture,1959,Y,80191
Homage to the Square: Two Whites Between Two Yellows,1958,Oil on composition board,101.5,101.5,null,Mary Sisler Bequest,Painting,Painting & Sculpture,1990,Y,80192
Painting,1959,Oil on canvas,172.6,182.4,null,Purchase,Painting,Painting & Sculpture,1959,Y,80195
Naxos,1958,Oil on canvas,190.6,142.6,null,Nina and Gordon Bunshaft Bequest,Painting,Painting & Sculpture,1994,Y,80196
Number 3,1953,Oil on canvas,116.6,78.6,null,Gift of John E. Hutchins in memory of Frances E. Marder Hutchins,Painting,Painting & Sculpture,1959,Y,80197
1944-N No. 2,1944,Oil on canvas,264.5,221.4,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1967,Y,80198
The Laugh,1911,Oil on canvas,110.2,145.4,null,Gift of Herbert and Nannette Rothschild,Painting,Painting & Sculpture,1959,Y,80199
The Fourth Dimension,1938,Oil on canvas,61.5,76.6,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1967,Y,80200
The Clock,1956,Oil on canvas,193.1,163,null,Gift of Mrs. Bliss Parkinson,Painting,Painting & Sculpture,1959,Y,80202
Painting,1947,Oil and gesso on plywood,159.7,120,null,Gift of G. David Thompson,Painting,Painting & Sculpture,1959,Y,80204
Capella 4B,1965,Tempera on composition board |  in two parts,128.5,83.1,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1967,Y,80205
The Pantheon,1933,Oil on canvas,38.1,55.1,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1967,Y,80207
Before Entering the Ring,1930,Oil on canvas,60,73,null,Abby Aldrich Rockefeller Fund,Painting,Painting & Sculpture,1939,Y,80208
Sacrifice,1948,Oil on composition board,91.3,122,null,Gift of William Rubin,Painting,Painting & Sculpture,1971,Y,80210
Hill,1933,Oil on canvas,114,145.7,null,Abby Aldrich Rockefeller Fund,Painting,Painting & Sculpture,1939,Y,80211
Mouth |  7,1966,Oil on shaped canvas,206.3,165.1,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1967,Y,80212
The Ferryman of the Moselle,1934,Oil on canvas,88.9,115.9,null,Abby Aldrich Rockefeller Fund,Painting,Painting & Sculpture,1939,Y,80213
Untitled (Malibu Series),1969,Epoxy resin on fiberglass with copper rivets,176,280,null,Fractional gift of Charles Cowles,Painting,Painting & Sculpture,1971,N,80217
Water Lilies,1914,Oil on canvas |  three panels,200,424.8,null,Mrs. Simon Guggenheim Fund,Painting,Painting & Sculpture,1959,Y,80220
Modern Painting with Bolt,1967,Synthetic polymer paint and oil on canvas,173.2,173.5,null,The Sidney and Harriet Janis Collection,Painting,Painting & Sculpture,1967,Y,80221
Tattoo,1961,Oil on canvas,153,122.5,null,Mary Sisler Bequest,Painting,Painting & Sculpture,1990,Y,80222
Reason and Instinct — Sun and Moon,1958,Oil on canvas,92.3,83.5,null,Purchase,Painting,Painting & Sculpture,1959,Y,80223
10/1/1958,1958,Oil on canvas,73,100,null,Gift of Joseph H. Hazen,Painting,Painting & Sculpture,1959,Y,80227
Laundry Barge,1910,Oil on cardboard mounted on composition board,65.5,74.3,null,Mary Sisler Bequest,Painting,Painting & Sculpture,1990,Y,80231
Man Seated by a Window,1907,Oil on canvas,55.6,38.7,null,Mary Sisler Bequest,Painting,Painting & Sculpture,1990,Y,80234
Portrait of Yvonne Duchamp,1907,Oil on canvas,87,67.4,null,Mary Sisler Bequest,Painting,Painting & Sculpture,1990,Y,80235
Two Nudes,1910,Oil on canvas,98.9,81.8,null,Mary Sisler Bequest,Painting,Painting & Sculpture,1990,Y,80237
Magic Star I,1960,Oil on canvas,76.2,60.8,null,Mary Sisler Bequest,Painting,Painting & Sculpture,1990,Y,80240
Solar Centrifugal Force (Outward) East,1961,Oil on canvas,162.6,121.8,null,Mary Sisler Bequest,Painting,Painting & Sculpture,1990,Y,80241
Solar Centripetal Force (Inward) West,1961,Oil on canvas,162.5,122,null,Mary Sisler Bequest,Painting,Painting & Sculpture,1990,Y,80243
Bathers,1907,Oil on canvas,132.1,195,null,William S. Paley and Abby Aldrich Rockefeller Funds,Painting,Painting & Sculpture,1980,Y,80246
Drowning Girl,1963,Oil and synthetic polymer paint on canvas,171.6,169.5,null,Philip Johnson Fund (by exchange) and gift of Mr. and Mrs. Bagley Wright,Painting,Painting & Sculpture,1971,Y,80249
Memory of a Painting Which was the Memory of an Epoch Which was the Memory of Something Personal,1960,Oil and egg tempera with metal leaf on paper mounted on canvas,115.7,73.1,null,Gift of Mr. and Mrs. Joachim J. Aberbach,Painting,Painting & Sculpture,1980,N,80252
Conversation II,1922,Watercolor on composition board,45.4,60.6,null,Mary Sisler Bequest,Painting,Painting & Sculpture,1990,Y,80255
Still Life,1938,Oil on canvas,24.1,39.7,null,Purchase,Painting,Painting & Sculpture,1949,Y,80256
Empty Chair or The Last Colonial,1969,Glass and plastic marbles |  carved wood figures |  painted skeletal foot and vertebra |  tree fragments |  pebbles |  geode |  iron nails |  coral |  seashells |  wood shoe trees |  lobster claws |  machete |  faux pearls |  plastic and wooden letters |  plastic sheets and scraps |  wood scraps |  painted wood |  animal claws and bones |  domino |  glass eyes |  bell |  and other materials on plastic sheets mounted on wood,117.7,99.7,40.3,Gift of the artist,Painting,Painting & Sculpture,1971,Y,80257
Brooklyn Bridge VII,1962,Oil on canvas,234,95.6,null,Gift of Solomon Byron Smith,Painting,Painting & Sculpture,1980,Y,80258
Tarentelle,1912,Oil on canvas,73.6,92.1,null,Mary Sisler Bequest,Painting,Painting & Sculpture,1990,Y,80259
Melon Eaters,1948,Oil on canvas,88.9,115.9,null,Purchase (by exchange),Painting,Painting & Sculpture,1949,Y,80260
Twin,1966,Oil on cotton,192.4,192.6 cm,7.6,Charles and Anita Blatt Fund and purchase,Painting,Painting & Sculpture,1971,Y,80266
I,1961,Latex paint with marble dust on canvas,55.1,46.3,null,Mary Sisler Bequest,Painting,Painting & Sculpture,1990,Y,80267
Susanna and the Elders,1935,Oil on canvas on composition board,107.3,110.3,null,Gift of the Mr. and Mrs. Stanley Marcus Foundation,Painting,Painting & Sculpture,1971,Y,80268
Number 107,1950,Oil on canvas,203.2,91.4,null,Given anonymously,Painting,Painting & Sculpture,1980,Y,80269
Bauhaus Stairway,1988,Oil and magna on canvas,238.8,167.7,null,Gift of Dorothy and Roy Lichtenstein,Painting,Painting & Sculpture,1990,Y,80271
Abra Variation I,1969,Fluorescent alkyd on canvas,304.8,304.5,null,Gift of Philip Johnson in honor of William Rubin,Painting,Painting & Sculpture,1980,Y,80273
Prow,1983,Oil on canvas,259.1,259.1,null,Gift of UBS,Painting,Painting & Sculpture,1990,Y,80274
Andy Warhol |  Marilyn Monroe |  1964,1968,Silkscreen ink on canvas,13.3,13.3,null,Frances R. Keech Bequest,Painting,Painting & Sculpture,1994,Y,80275
Enshin,1961,Oil on wood,182.6,182.6,null,Gift of Mr. and Mrs. Gianluigi Gabetti,Painting,Painting & Sculpture,1971,N,80276
Untitled,1954,Oil on wood,8.3,8.3,null,James Thrall Soby Bequest,Painting,Painting & Sculpture,1980,N,80277
Andy Warhol |  Marilyn Monroe |  1964,1968,Silkscreen ink on canvas,13.3,13.3,null,Frances R. Keech Bequest,Painting,Painting & Sculpture,1994,Y,80278
Desolation,1942,Oil on canvas,93.7,72.7,null,Inter-American Fund,Painting,Painting & Sculpture,1942,Y,80279
Views and Vistas,1994,Individually framed works on paper in various mediums including photo offset lithograph |  relief halftone |  photogravure |  xerox |  collotype |  ink jet |  ink photo |  gelatin silver print |  and line block |  in 81 parts,91.4,609.6,null,The Herbert and Nannette Rothschild Memorial Fund in memory of Judith Rothschild and purchase,Painting,Painting & Sculpture,1994,Y,80281
Sable-Vested Night,1977,Synthetic polymer paint on canvas,193,175.3,null,Gift of Agnes Gund and Daniel Shapiro,Painting,Painting & Sculpture,1995,Y,80284
Stevedores Resting,1938,Tempera on wood,53.7,46,null,Inter-American Fund,Painting,Painting & Sculpture,1942,Y,80285
Landscape,1908,Oil on canvas,46,60.9,null,Gift of Mr. and Mrs. Samuel Dorsky,Painting,Painting & Sculpture,1971,Y,80287
Water Heater,1961,Casein on canvas,113.6,101.5,null,Gift of Roy Lichtenstein,Painting,Painting & Sculpture,1971,Y,80290
Water Lilies,1914,Oil on canvas,199.5,599,null,Mrs. Simon Guggenheim Fund,Painting,Painting & Sculpture,1959,Y,80298
Red-Orange Panel with Curve,1993,Oil on canvas,269.4,222.5,null,Gift of the Committee on Painting and Sculpture in honor of Richard E. Oldenburg,Painting,Painting & Sculpture,1993,Y,80300
L'Estaque,1879,Oil on canvas,80.3,99.4,null,The William S. Paley Collection,Painting,Painting & Sculpture,1959,Y,80302
Untitled,1992,Mixed media on canvas,255.7,186.1,null,Gift of Patricia Phelps de Cisneros in memory of Thomas Ammann,Painting,Painting & Sculpture,1993,Y,80304
Six Hundred and Thirty-Nine,1959,Oil and synthetic polymer paint on canvas,125.1,347.4,3.8,Gift of Mr. and Mrs. S. I. Newhouse |  Jr.,Painting,Painting & Sculpture,1993,Y,80306
Rug,1942,Wool,274.3,200.7,null,Edgar Kaufmann |  Jr. Fund,Painting,Painting & Sculpture,1943,N,80307
The Second Two-Panel Horizontal,1958,Oil on canvas,167.6,182.8,null,Larry Aldrich Foundation Fund,Painting,Painting & Sculpture,1959,Y,80308
Number 7 |  1950,1950,Oil |  enamel |  and aluminum paint on canvas,58.5,268.6,null,Gift of Sylvia Slifka in honor of William Rubin,Painting,Painting & Sculpture,1993,Y,80310
Uprising,1959,Oil on canvas,193.2,142.2,null,Given anonymously,Painting,Painting & Sculpture,1959,N,80313
The Marriage of Reason and Squalor |  II,1959,Enamel on canvas,230.5,337.2,null,Larry Aldrich Foundation Fund,Painting,Painting & Sculpture,1959,Y,80316
